subject,datestamp,timestamp,version,crt1,crt2,crt3,id
A3IHREMSBVMNQT_m3r5,2014-09-17,18:19:59,la_moral_3p_random,10,100,24,857
A3MAR4UNYX3FTY_m3r5,2014-09-17,18:21:13,la_moral_3p_random,10,100,24,858
A3U2PA1GJ3W93Y_m3r5,2014-09-17,18:22:09,la_moral_3p_random,9,5,47,859
ADOB8J5ANJLQW_m3r5,2014-09-17,18:23:58,la_moral_3p_random,10,100,24,860
A3GN3Q0B9R5AA_m3r5,2014-09-17,18:24:51,la_moral_3p_random,10,100,47,861
A22DUZBVW3YDK6_m3r5,2014-09-17,18:25:07,la_moral_3p_random,10,1,25,862
A2WB94D01SHAPH_m3r5,2014-09-17,18:26:59,la_moral_3p_random,10,5,49,863
A3VP27UUQ34OXK_m3r5,2014-09-17,18:29:28,la_moral_3p_random,10,100,24,864
A20KPSS5V2KNLT_m3r5,2014-09-17,18:33:49,la_moral_3p_random,5,100,47,865
A7W4CJ36FBX0N_m3r5,2014-09-17,18:38:57,la_moral_3p_random,5,5,47,866
" A2FZ33IG772RGT_m3r5",2014-09-17,18:39:39,la_moral_3p_random,10,100,1,867
A3IJCDUFWJ9XRO_m3r5,2014-09-17,18:53:48,la_moral_3p_random,10,100,24,868
A2GY4KKNZ73T5B_m3r5,2014-09-17,18:57:51,la_moral_3p_random,0,5,47,869
AUT7WIA27ENZ9_m3r5,2014-09-17,19:09:20,la_moral_3p_random,10,100,24,870
ARFDAABPF0Z5O_m3r5,2014-09-17,19:09:41,la_moral_3p_random,10,5,24,871
A2NPMC3FH05OSG_m3r5,2014-09-17,19:10:25,la_moral_3p_random,10,100,24,872
A1O7JVT3DJ7I0D_m3r5,2014-09-17,19:14:12,la_moral_3p_random,10,100,24,873
A1GV6JU1NSUD30_m3r5,2014-09-17,19:21:14,la_moral_3p_random,10,5,47,874
A27O2IILV3S5YS_m3r5,2014-09-17,19:34:45,la_moral_3p_random,0,5,47,875
A1RFMKXITDAOCX_m3r5,2014-09-17,20:11:53,la_moral_3p_random,5,100,32,876
A2ECER48S9Y44U_m3r5,2014-09-17,20:13:50,la_moral_3p_random,10,5,2,877
A13UG90T6301VE_m3r5,2014-09-17,20:20:18,la_moral_3p_random,5,5,47,878
A2H4HYDU6FEAMQ_m3r5,2014-09-18,10:27:45,la_moral_3p_random,10,100,24,879
A3RRCLDVNSFS6H_m3r5,2014-09-18,10:27:48,la_moral_3p_random,0,100,12,880
" A3LN9BVLOWLYER_m3r5",2014-09-18,10:27:51,la_moral_3p_random,7,100,24,881
ACXR9CVS59T23_m3r5,2014-09-18,10:28:48,la_moral_3p_random,0,20,47,882
AU7A3QNJF3O00_m3r5,2014-09-18,10:28:49,la_moral_3p_random,10,100,47,883
A3O8U9LRPHC94H_m3r5,2014-09-18,10:29:44,la_moral_3p_random,0,500,24,884
A19BMRBO5UAD6H_m3r5,2014-09-18,10:30:52,la_moral_3p_random,10,100,24,885
A3581R6GWGIMJX_m3r5,2014-09-18,10:30:52,la_moral_3p_random,10,5,24,886
A3S3NLZV7A06QN_m3r5,2014-09-18,10:31:06,la_moral_3p_random,1,5,47,887
A1PT63J40GNSZF_m3r5,2014-09-18,10:32:12,la_moral_3p_random,10,100,47,888
ASSLGDY9ZOR2R_m3r5,2014-09-18,10:32:16,la_moral_3p_random,10,100,5,889
A179FA3NA9FQ47_m3r5,2014-09-18,10:32:17,la_moral_3p_random,10,5,47,890
A2MS79E5JZLZ0L_m3r5,2014-09-18,10:32:34,la_moral_3p_random,0,1,12,891
A1RTMAOVYQIAG7_m3r5,2014-09-18,10:33:17,la_moral_3p_random,10,100,24,892
A14XY4KSUATVAA_m3r5,2014-09-18,10:33:19,la_moral_3p_random,0,20,24,893
A1KQWBK5WHCNYQ_m3r5,2014-09-18,10:33:21,la_moral_3p_random,0,5,47,894
A3MFQL7NLSJ4WH_m3r5,2014-09-18,10:33:57,la_moral_3p_random,10,100,24,895
A2YHGBDEMVIAH0_m3r5,2014-09-18,10:34:28,la_moral_3p_random,0,100,24,896
"AFJA6W2RWNQCZ _m3r5",2014-09-18,10:35:00,la_moral_3p_random,10,5,24,897
A3FYQFWEULR6QB_m3r5,2014-09-18,10:35:24,la_moral_3p_random,10,100,24,898
A1C1LO2UX3NSNT_m3r5,2014-09-18,10:35:31,la_moral_3p_random,10,5,47,899
A26X054UJOBN6K_m3r5,2014-09-18,10:35:51,la_moral_3p_random,10,5,47,900
A3OF6X7KVJ4Z99_m3r5,2014-09-18,10:36:13,la_moral_3p_random,10,100,47,901
" A2WZDY9R2GHRXD_m3r5",2014-09-18,10:36:16,la_moral_3p_random,0,25,24,902
A1DDPSGI2AH4EO_m3r5,2014-09-18,10:36:33,la_moral_3p_random,90,100,47,903
AFT06UGRPBTEQ_m3r5,2014-09-18,10:36:40,la_moral_3p_random,0,5,47,904
A2BTJFHP7WQY23_m3r5,2014-09-18,10:38:06,la_moral_3p_random,10,100,24,905
A2RHQDS58PL14K_m3r5,2014-09-18,10:39:19,la_moral_3p_random,5,5,47,906
ACQVIEH85AI0D_m3r5,2014-09-18,10:40:03,la_moral_3p_random,10,100,24,907
AT0XOIMR637KW_m3r5,2014-09-18,10:41:00,la_moral_3p_random,10,5,47,908
A1XCQA727LJVL2_m3r5,2014-09-18,10:41:00,la_moral_3p_random,0,100,24,909
A1KLKBR91IBJC2_m3r5,2014-09-18,10:41:07,la_moral_3p_random,5,5,47,910
AW1SWNQFPIUKF_m3r5,2014-09-18,10:54:42,la_moral_3p_random,10,100,24,911
A36470UBRH28GO_m3r5,2014-09-18,10:57:03,la_moral_3p_random,0,5,47,912
A8UM292EGKZ14_m3r5,2014-09-18,10:58:36,la_moral_3p_random,10,5,47,913
A1R1BNSFBG04AV_m3r5,2014-09-18,10:59:06,la_moral_3p_random,10,5,47,914
A334V9Z5AJOK36_m3r5,2014-09-18,11:06:04,la_moral_3p_random,105,5,47,915
AN9MVFWRCF2OP_m3r5,2014-09-18,11:17:49,la_moral_3p_random,5,5,47,916
A14C8SDEDOYPDC_m3r5,2014-09-18,11:18:01,la_moral_3p_random,5,5,47,917
AY5O199V9M9O7_m3r5,2014-09-18,11:18:17,la_moral_3p_random,5,5,47,918
A2NV6DVP5UBBT0_m3r5,2014-09-18,11:18:51,la_moral_3p_random,10,100,24,919
A2PSBSDIFZYXW_m3r5,2014-09-18,11:19:17,la_moral_3p_random,10,1,7,920
A3E08GRFJJAT2S_m3r5,2014-09-18,11:19:47,la_moral_3p_random,5,5,47,921
A2EY0R9GUHBNQX_m3r5,2014-09-18,11:19:56,la_moral_3p_random,0,100,5,922
A2V3OLQMISGLWY_m3r5,2014-09-18,11:20:16,la_moral_3p_random,10,100,24,923
A1G69P73SBVUR4_m3r5,2014-09-18,11:20:48,la_moral_3p_random,5,5,47,924
ADIRMBJQ77E61_m3r5,2014-09-18,11:21:11,la_moral_3p_random,0,100,24,925
A1QOPE5YZYWKHE_m3r5,2014-09-18,11:21:33,la_moral_3p_random,0,5,47,926
AH6RWPAG642L1_m3r5,2014-09-18,11:21:47,la_moral_3p_random,10,100,24,927
A282ZM8UBKT6D4_m3r5,2014-09-18,11:22:00,la_moral_3p_random,5,5,24,928
A22J1U3RTB7TG4_m3r5,2014-09-18,11:22:43,la_moral_3p_random,0,20,12,929
A1WJC9VETYJYHP_m3r5,2014-09-18,11:23:06,la_moral_3p_random,5,5,47,930
A1G24OXMQ5V06Z_m3r5,2014-09-18,11:23:27,la_moral_3p_random,5,5,47,931
A1BM57TUNAQIXM_m3r5,2014-09-18,11:24:31,la_moral_3p_random,5,5,47,932
A221FSWO28B4YF_m3r5,2014-09-18,11:24:36,la_moral_3p_random,10,100,36,933
A2RREI7Z5EVR2X_m3r5,2014-09-18,11:24:59,la_moral_3p_random,0,100,24,934
A2EB76NMY2NHUS_m3r5,2014-09-18,11:25:36,la_moral_3p_random,5,5,47,935
A19983YGO0MKCS_m3r5,2014-09-18,11:25:42,la_moral_3p_random,0,5,47,936
A2C8RZO1ETWRVQ_m3r5,2014-09-18,11:25:52,la_moral_3p_random,10,50,24,937
A2OGWB5LE6RHNA_m3r5,2014-09-18,11:25:55,la_moral_3p_random,10,100,24,938
A1P3I7YCWXF9YG_m3r5,2014-09-18,11:26:07,la_moral_3p_random,10,100,24,939
A49J8YAFS8J7I_m3r5,2014-09-18,11:26:24,la_moral_3p_random,10,100,47,940
A3PB2SW241TJ89_m3r5,2014-09-18,11:26:29,la_moral_3p_random,10,5,47,941
ACY1SGG0PND8W_m3r5,2014-09-18,11:26:36,la_moral_3p_random,10,100,47,942
A3IXDTIS3GTW8K_m3r5,2014-09-18,11:27:30,la_moral_3p_random,5,5,47,943
" A30KE8N63FZIZ0_m3r5",2014-09-18,11:27:32,la_moral_3p_random,10,100,24,944
A2EUMXCQHCP25R_m3r5,2014-09-18,11:27:41,la_moral_3p_random,0,100,47,945
A1GHCVQ5XWM3JL_m3r5,2014-09-18,11:28:21,la_moral_3p_random,0,5,47,946
A3SO41LNYREVAB_m3r5,2014-09-18,11:28:56,la_moral_3p_random,10,100,6,947
ARIQH18DLS4LC_m3r5,2014-09-18,11:31:12,la_moral_3p_random,5,100,24,948
A1PAY3X73PQ16S_m3r5,2014-09-18,11:31:45,la_moral_3p_random,0,5,0,949
A33KIELSFIQ02Q_m3r5,2014-09-18,11:35:23,la_moral_3p_random,10,5,47,950
A1U7AAKEZ4YXZD_m3r5,2014-09-18,11:35:33,la_moral_3p_random,10,20,4,951
A3V6M08G06MRK2_m3r5,2014-09-18,11:36:23,la_moral_3p_random,5,100,47,952
AI9QOT5C5DN1P_m3r5,2014-09-18,11:37:21,la_moral_3p_random,5,5,47,953
A3F0NFNLOLFJT0_m3r5,2014-09-18,11:38:39,la_moral_3p_random,0,5,12,954
A39Q6EA421OBQE_m3r5,2014-09-18,11:39:00,la_moral_3p_random,10,100,24,955
A37HUVPAJTNSGT_m3r5,2014-09-18,11:39:34,la_moral_3p_random,5,20,47,956
A2MCG5W6LHSRG9_m3r5,2014-09-18,11:40:10,la_moral_3p_random,5,1,47,957
A2HKPK07PSOPT3_m3r5,2014-09-18,11:41:37,la_moral_3p_random,0,100,24,958
A36ARDS62APRSL_m3r5,2014-09-18,11:41:42,la_moral_3p_random,0,100,24,959
A33T498R0KXWAJ_m3r5,2014-09-18,11:44:20,la_moral_3p_random,10,5,26,960
A4PA5EW33W7J4_m3r5,2014-09-18,11:48:22,la_moral_3p_random,5,1,47,961
AIY2D7A7DP4V3_m3r5,2014-09-18,11:49:56,la_moral_3p_random,10,5,47,962
A1ODGBU73JE8S_m3r5,2014-09-18,11:54:53,la_moral_3p_random,10,100,24,963
AVVZTRF9H0XHH_m3r5,2014-09-18,11:55:03,la_moral_3p_random,5,5,47,964
A2EI075XZT9Y2S_m3r5,2014-09-18,11:58:13,la_moral_3p_random,5,5,47,965
AKX5RHHO8BIUX_m3r5,2014-09-18,12:00:07,la_moral_3p_random,5,5,47,966
AH6PQTU8QFO8U_m3r5,2014-09-18,12:03:03,la_moral_3p_random,0,1,47,967
A3BO90D83RV06T_m3r5,2014-09-18,12:04:12,la_moral_3p_random,10,100,24,968
AEODWC300ZWZQ_m3r5,2014-09-18,12:07:20,la_moral_3p_random,10,5,47,969
AN6WT1D6EQ8V5_m3r5,2014-09-18,12:12:07,la_moral_3p_random,10,100,12,970
AOPP2V6ALNOE0_m3r5,2014-09-18,12:17:49,la_moral_3p_random,10,100,24,971
A2HQHBR7Z4AI56_m3r5,2014-09-18,12:23:20,la_moral_3p_random,0,5,47,972
A8TCR99262PGK_m3r5,2014-09-18,12:37:45,la_moral_3p_random,10,100,12,973
A1DCGB72N1UIPT_m3r5,2014-09-18,12:39:53,la_moral_3p_random,5,5,47,974
A34AC73I1RITRZ_m3r5,2014-09-18,12:51:46,la_moral_3p_random,10,5,24,975
A2CC4DS7MD6QW_m3r5,2014-09-18,12:53:19,la_moral_3p_random,5,5,47,976
A2Q9V1TT4KDG4Q_m3r5,2014-09-18,12:59:47,la_moral_3p_random,10,5,47,977
A2NDWGAZE6PBQA_m3r5,2014-09-18,15:14:15,la_moral_3p_random,10,5,36,978
