subject,datestamp,timestamp,version,d1,d2,d3,d4,d5,d6,d7,d8,d9,id
A303KNHZS7LX3NX_m3r5,2014-09-08,12:32:41,la_moral_3p_random,0,0,1,0,1,0,1,0,1,597
A31U7VGTEOY2RG_m3r5,2014-09-08,12:32:57,la_moral_3p_random,0,0,1,0,0,0,0,0,1,598
A8OE2E20OZYKI_m3r5,2014-09-08,12:33:14,la_moral_3p_random,0,0,1,0,1,0,1,0,1,599
A3G2JDGJCXCWVD_m3r5,2014-09-08,12:34:13,la_moral_3p_random,0,0,1,1,1,1,1,0,1,600
A24DZU2LIWZQCG_m3r5,2014-09-08,12:34:36,la_moral_3p_random,0,0,1,0,1,0,1,0,1,601
A2MK1S9A4N7ZB3_m3r5,2014-09-08,12:35:21,la_moral_3p_random,0,0,1,0,1,0,0,0,1,602
A2NI68982FI4SM_m3r5,2014-09-08,12:35:25,la_moral_3p_random,0,0,1,0,1,0,0,0,1,603
AGVAY3FTPAVLQ_m3r5,2014-09-08,12:35:53,la_moral_3p_random,0,0,0,0,0,0,0,0,1,604
AVRD9XYKPXSY3_m3r5,2014-09-08,12:36:01,la_moral_3p_random,0,0,1,1,1,1,1,0,1,605
A27A4AMQ7QCXKU_m3r5,2014-09-08,12:36:02,la_moral_3p_random,0,0,1,0,1,0,1,0,1,606
A1VO8E1TC7IJFY_m3r5,2014-09-08,12:36:04,la_moral_3p_random,0,0,1,0,0,0,0,0,1,607
A1FW68HLKWGLGW_m3r5,2014-09-08,12:36:45,la_moral_3p_random,0,0,1,0,0,0,0,0,1,608
A1UN7E3PNICY09_m3r5,2014-09-08,12:36:59,la_moral_3p_random,0,0,1,0,1,0,1,0,1,609
A3EZJWGS3Y9DK3_m3r5,2014-09-08,12:39:05,la_moral_3p_random,0,0,1,1,1,1,1,0,1,610
AGO0UK0SSGD07_m3r5,2014-09-08,12:40:49,la_moral_3p_random,0,0,1,0,1,0,0,0,1,611
A1XLALCEEC4XHG_m3r5,2014-09-08,12:42:24,la_moral_3p_random,0,0,1,0,0,0,0,0,1,612
AIH06SF8MK6XF_m3r5,2014-09-08,12:42:33,la_moral_3p_random,0,0,1,0,1,0,0,0,1,613
AIU8VYWN7GUK4_m3r5,2014-09-08,12:44:46,la_moral_3p_random,0,0,1,0,1,0,1,0,1,614
aaezql4j6cqgm_m3r5,2014-09-08,12:45:16,la_moral_3p_random,0,0,1,0,1,0,0,0,1,615
A77431ZTRYE96_m3r5,2014-09-08,12:51:55,la_moral_3p_random,0,0,1,0,1,0,0,0,1,616
A3GL39AZ2WUHV6_m3r5,2014-09-08,12:59:29,la_moral_3p_random,0,0,1,1,1,0,1,0,1,617
AODPVTKUSNBUT_m3r5,2014-09-08,13:00:50,la_moral_3p_random,0,0,1,0,0,0,0,0,1,618
A3CXZCKT34LV8_m3r5,2014-09-08,13:02:07,la_moral_3p_random,0,0,1,1,1,1,1,0,1,619
A1N9I1PJXEL06H_m3r5,2014-09-08,13:08:10,la_moral_3p_random,0,0,1,1,1,1,1,0,1,620
A4GRO4JZRVP14_m3r5,2014-09-08,13:08:40,la_moral_3p_random,0,0,1,0,1,0,0,0,1,621
A36LOA6VLJU157_m3r5,2014-09-08,13:17:55,la_moral_3p_random,0,0,1,0,1,0,1,0,1,622
A142ZRU284W9O_m3r5,2014-09-08,13:31:00,la_moral_3p_random,0,0,1,1,1,0,1,0,1,623
A1T56P6L5730HG_m3r5,2014-09-08,13:32:52,la_moral_3p_random,0,0,1,0,0,0,1,0,1,624
A4J4GGMKJ68L0_m3r5,2014-09-08,13:52:07,la_moral_3p_random,0,0,1,0,1,0,0,0,1,625
A2FU1WIEOJB669_m3r5,2014-09-08,13:55:19,la_moral_3p_random,0,0,1,0,1,0,1,0,1,626
A2E3SM3T01ENIR_m3r5,2014-09-08,14:15:36,la_moral_3p_random,0,0,1,0,1,0,0,0,1,627
A29IC6S1JES2XW_m3r5,2014-09-08,14:26:47,la_moral_3p_random,0,0,1,0,0,0,0,0,1,628
A49HPQ9P5AHU4_m3r5,2014-09-08,14:34:05,la_moral_3p_random,0,0,1,1,1,1,1,0,1,629
A2LXE92OK17WE9_m3r5,2014-09-08,14:57:50,la_moral_3p_random,0,0,1,1,1,0,1,0,1,630
A1614EW9OY4IQ0_m3r5,2014-09-09,10:34:29,la_moral_3p_random,0,0,1,1,1,1,1,0,1,631
AWCE4HJPALHPH_m3r5,2014-09-09,10:37:06,la_moral_3p_random,0,0,1,1,1,0,1,0,1,632
A3B96QLXW4J0BL_m3r5,2014-09-09,10:37:06,la_moral_3p_random,0,0,1,0,1,0,0,0,1,633
A3K7CBKBEH9ZNN_m3r5,2014-09-09,10:37:53,la_moral_3p_random,0,0,1,1,1,1,1,0,1,634
A87FX9D14KMZM_m3r5,2014-09-09,10:38:20,la_moral_3p_random,0,0,1,1,1,1,1,0,1,635
353050_m3r5,2014-09-09,10:38:40,la_moral_3p_random,0,0,1,1,1,1,0,0,1,636
" ARNTOT4L28BBP_m3r5",2014-09-09,10:39:09,la_moral_3p_random,0,0,0,0,0,0,0,0,0,637
A1TU88CSLO4S3B_m3r5,2014-09-09,10:39:20,la_moral_3p_random,0,0,0,0,0,0,0,0,1,638
AF18OIZ0GWGP2_m3r5,2014-09-09,10:39:47,la_moral_3p_random,0,0,1,0,1,0,1,0,1,639
A3TQ7M1WPR7Q44_m3r5,2014-09-09,10:39:56,la_moral_3p_random,0,0,0,0,0,0,0,0,1,640
A3TKPDAEAIP49V_m3r5,2014-09-09,10:40:12,la_moral_3p_random,0,0,0,0,0,0,0,0,0,641
A2WLGVXAVT2XTR_m3r5,2014-09-09,10:40:27,la_moral_3p_random,0,0,1,1,1,0,1,0,1,642
A1W8WP80JTGUFB_m3r5,2014-09-09,10:41:07,la_moral_3p_random,0,0,1,1,1,1,1,0,1,643
A2BH9WN8HDLYMM_m3r5,2014-09-09,10:41:38,la_moral_3p_random,0,0,0,0,0,0,0,0,0,644
A164L54MG5UQAU_m3r5,2014-09-09,10:42:16,la_moral_3p_random,0,0,0,0,0,0,0,0,1,645
A35GF5387FHJLJ_m3r5,2014-09-09,10:42:29,la_moral_3p_random,0,0,1,0,1,0,1,0,1,646
A2VDLRRPXV3N59_m3r5,2014-09-09,10:42:52,la_moral_3p_random,0,0,1,0,1,0,1,0,1,647
A3288S6SY4V4NB_m3r5,2014-09-09,10:42:53,la_moral_3p_random,0,0,0,0,0,0,0,0,1,648
A321AGEY23DDEH_m3r5,2014-09-09,10:43:11,la_moral_3p_random,0,0,1,1,1,1,1,0,1,649
A80XHXZVOSB8E_m3r5,2014-09-09,10:43:29,la_moral_3p_random,0,0,1,1,1,0,1,0,1,650
APR1H0B5FZNRE_m3r5,2014-09-09,10:43:50,la_moral_3p_random,0,0,1,0,0,0,0,0,0,651
A3N4KC3661ZIH6_m3r5,2014-09-09,10:44:56,la_moral_3p_random,0,0,1,0,1,0,1,0,1,652
A3C25ULYKB0F42_m3r5,2014-09-09,10:45:02,la_moral_3p_random,0,0,0,0,0,0,0,0,0,653
A3EG0P2HP829FU_m3r5,2014-09-09,10:45:21,la_moral_3p_random,0,0,0,0,0,0,0,0,0,654
A27OFAZQ6UWWZ3_m3r5,2014-09-09,10:46:38,la_moral_3p_random,0,0,1,0,0,0,0,0,1,655
A1CGUFW3R6M234_m3r5,2014-09-09,10:50:16,la_moral_3p_random,0,0,1,0,1,0,1,0,1,656
ASFR82SJYMGNU_m3r5,2014-09-09,10:50:59,la_moral_3p_random,0,0,0,0,0,0,0,0,1,657
A2LJ3Z8LJESI7Z_m3r5,2014-09-09,10:52:26,la_moral_3p_random,0,0,1,0,1,1,1,0,1,658
A1EIBJSACH8DKX_m3r5,2014-09-09,10:53:41,la_moral_3p_random,0,0,1,0,1,0,0,0,1,659
A37RHQPON2RJYL_m3r5,2014-09-09,10:55:05,la_moral_3p_random,0,0,1,0,1,0,1,0,1,660
A19PATBI3SQNU0_m3r5,2014-09-09,11:17:35,la_moral_3p_random,0,0,1,1,1,1,1,0,1,661
A2ISR5FI0OIHE0_m3r5,2014-09-09,11:22:15,la_moral_3p_random,0,0,1,0,0,0,0,0,0,662
A2CSENNI43N272_m3r5,2014-09-09,11:23:44,la_moral_3p_random,0,0,1,0,0,0,0,0,1,663
A32QRY3NAE9PUD_m3r5,2014-09-09,11:23:47,la_moral_3p_random,0,0,1,1,1,1,1,0,1,664
A4SKTCPDTV550_m3r5,2014-09-09,11:26:11,la_moral_3p_random,0,0,0,0,0,0,0,0,0,665
A10VQSMGPJFSMU_m3r5,2014-09-09,11:26:51,la_moral_3p_random,0,0,1,0,1,0,0,0,1,666
A9S9MBO58AHKX_m3r5,2014-09-09,11:43:30,la_moral_3p_random,0,0,1,0,0,0,0,0,1,667
A39RF1I4KALHKM_m3r5,2014-09-09,11:55:01,la_moral_3p_random,0,0,1,0,0,0,0,0,1,668
ABKPEX0E9W2HW_m3r5,2014-09-09,11:55:17,la_moral_3p_random,0,0,1,1,1,0,1,0,1,669
A13EP1HO0F4GX_m3r5,2014-09-09,12:00:19,la_moral_3p_random,0,0,1,1,1,1,1,0,1,670
A3BFMY5OX2WMUW_m3r5,2014-09-09,12:12:24,la_moral_3p_random,0,0,1,1,1,0,1,0,1,671
A1FP3SH704X01V_m3r5,2014-09-09,12:13:25,la_moral_3p_random,0,0,1,0,0,0,0,1,1,672
A2O4M3CJS7563O_m3r5,2014-09-09,12:27:53,la_moral_3p_random,1,1,1,1,1,1,1,1,1,673
A1P7TCH4CD2GCV_m3r5,2014-09-09,12:32:28,la_moral_3p_random,0,0,0,0,0,0,0,0,0,674
A3OG9MWN7X6OYZ_m3r5,2014-09-09,12:41:01,la_moral_3p_random,0,0,1,0,1,0,0,0,1,675
A3F55JJCVTTCCW_m3r5,2014-09-09,12:43:24,la_moral_3p_random,0,0,1,1,1,0,1,0,1,676
A1Z8EJOEEHKUR6_m3r5,2014-09-09,12:50:37,la_moral_3p_random,0,0,1,0,1,0,0,0,1,677
AR2TF6FMFZGP9_m3r5,2014-09-09,13:06:28,la_moral_3p_random,0,0,0,0,0,0,0,0,0,678
A3DHJDGGSPEI0O_m3r5,2014-09-09,13:38:13,la_moral_3p_random,0,0,1,0,0,0,0,0,1,679
A3JJRBA7IT7QPL_m3r5,2014-09-09,14:03:06,la_moral_3p_random,0,0,1,1,1,0,1,0,1,680
A1PZ1YZAQEXRSQ_m3r5,2014-09-09,14:08:34,la_moral_3p_random,0,0,1,1,1,1,1,0,1,681
A13A0EE7L3YZNB_m3r5,2014-09-09,14:08:43,la_moral_3p_random,0,0,1,1,1,1,1,0,1,682
A9F041T771FZ2_m3r5,2014-09-09,14:09:57,la_moral_3p_random,0,0,1,0,1,0,0,0,1,683
A2O3M7EMOF8JNV_m3r5,2014-09-09,14:10:05,la_moral_3p_random,0,0,1,0,0,0,0,0,1,684
A2GFRYX2PIRT4S_m3r5,2014-09-09,14:10:13,la_moral_3p_random,0,0,1,0,1,0,0,0,1,685
A34NNYE0Y7XCG7_m3r5,2014-09-09,14:11:45,la_moral_3p_random,0,0,1,1,1,1,1,0,1,686
A1XJ3BSSZECL4P_m3r5,2014-09-09,14:11:48,la_moral_3p_random,0,0,1,0,1,0,1,0,1,687
ACT7CRH2BAWIY_m3r5,2014-09-09,14:11:54,la_moral_3p_random,0,0,1,0,1,0,0,0,1,688
A9HG8QEUGH4KN_m3r5,2014-09-09,14:11:55,la_moral_3p_random,0,0,1,1,1,1,1,0,1,689
A3TH4VAS25F4BG_m3r5,2014-09-09,14:12:10,la_moral_3p_random,0,0,1,0,1,0,0,0,1,690
A2H2FY88G8L1LB_m3r5,2014-09-09,14:12:20,la_moral_3p_random,0,0,1,0,1,0,0,0,1,691
AKZTERGU6GRXE_m3r5,2014-09-09,14:13:41,la_moral_3p_random,0,0,0,0,0,0,0,0,0,692
A1S88VQY8G8CNC_m3r5,2014-09-09,14:14:41,la_moral_3p_random,0,0,1,1,1,0,1,0,1,693
A1ETJBNTO9ZWZ8_m3r5,2014-09-09,14:15:06,la_moral_3p_random,0,0,1,0,1,0,1,0,1,694
A3NTN55QZLFU51_m3r5,2014-09-09,14:17:39,la_moral_3p_random,0,0,1,1,1,1,1,0,1,695
A2SRXFK73C1QE9_m3r5,2014-09-09,14:20:21,la_moral_3p_random,0,0,1,0,1,1,1,0,1,696
A2S62LICLGP9ZI_m3r5,2014-09-09,14:20:55,la_moral_3p_random,0,0,1,0,1,0,0,0,1,697
ACTPXLRRLBWFB_m3r5,2014-09-09,14:22:40,la_moral_3p_random,0,0,1,1,1,0,1,0,1,698
AEKCK3L7OKCY9_m3r5,2014-09-09,14:25:32,la_moral_3p_random,0,0,1,0,0,0,0,0,1,699
AYF8B7WJO2YQU_m3r5,2014-09-09,14:28:50,la_moral_3p_random,0,0,1,0,1,0,1,0,1,700
A3U0A3LP7Q38JC_m3r5,2014-09-09,14:30:49,la_moral_3p_random,0,0,1,0,1,0,1,0,1,701
ACJB56HJ1QFMH_m3r5,2014-09-09,14:32:04,la_moral_3p_random,0,0,1,0,1,0,1,0,1,702
AQN3WMCEA96DQ_m3r5,2014-09-09,14:35:44,la_moral_3p_random,0,0,1,1,1,0,0,0,1,703
A1RGBY2W0ZD2HN_m3r5,2014-09-09,14:35:58,la_moral_3p_random,0,0,1,0,0,0,0,0,1,704
undefined_m3r5,2014-09-09,14:36:31,la_moral_3p_random,0,0,1,0,1,0,1,0,1,705
A2MG57U8NJGA9U_m3r5,2014-09-09,14:40:22,la_moral_3p_random,0,0,1,0,1,0,0,0,1,706
" A1QW9X92VY4J4D_m3r5",2014-09-09,14:43:49,la_moral_3p_random,0,0,1,0,1,0,1,0,1,707
A16ZBL55UWVTQK_m3r5,2014-09-09,14:44:04,la_moral_3p_random,0,0,1,0,1,0,0,0,1,708
A19KJKSZZAIDO_m3r5,2014-09-09,14:44:58,la_moral_3p_random,0,0,1,0,1,0,0,0,1,709
A27BUT19WQ6P1O_m3r5,2014-09-09,14:49:16,la_moral_3p_random,0,0,1,0,0,0,0,0,1,710
A1PG4ARE585E5Q_m3r5,2014-09-09,14:49:33,la_moral_3p_random,0,0,1,0,1,0,0,0,1,711
A1MUL6WOQYAGG9_m3r5,2014-09-09,14:59:44,la_moral_3p_random,1,1,1,1,1,1,1,1,1,712
AOPG07J95DDJT_m3r5,2014-09-09,15:13:35,la_moral_3p_random,0,0,1,0,1,0,0,0,1,713
ARVSVYBL46LC9_m3r5,2014-09-09,15:20:13,la_moral_3p_random,0,0,1,0,0,0,0,0,1,714
A3R25SV8HUGML2_m3r5,2014-09-09,15:26:59,la_moral_3p_random,0,0,1,1,1,0,1,0,1,715
A1XPUUD0HLD6HB_m3r5,2014-09-09,15:28:21,la_moral_3p_random,0,0,1,0,1,0,0,0,1,716
A2EZIVFW94AFCY_m3r5,2014-09-09,15:47:41,la_moral_3p_random,0,0,1,0,0,0,0,0,1,717
A3K9D8GTORL5BN_m3r5,2014-09-09,15:54:55,la_moral_3p_random,0,0,1,0,0,0,0,0,0,718
A8BGHKGBA8O33_m3r5,2014-09-09,16:09:08,la_moral_3p_random,0,0,1,0,1,0,1,0,1,719
A2CCK1JKX48R0H_m3r5,2014-09-09,16:10:13,la_moral_3p_random,0,0,1,0,1,0,0,0,1,720
A2653BIPJKEMRK_m3r5,2014-09-09,16:10:38,la_moral_3p_random,0,0,1,0,1,0,1,0,1,721
" A2U0PGDD0O1GBR_m3r5",2014-09-09,16:16:24,la_moral_3p_random,0,0,1,1,1,0,1,0,1,722
A1RWNYJA5X25YH_m3r5,2014-09-09,16:21:08,la_moral_3p_random,0,0,1,0,0,0,0,0,1,723
A3PLIK4J4WEWWD_m3r5,2014-09-09,16:28:58,la_moral_3p_random,0,0,1,0,1,1,1,0,1,724
A3696JXTRKL2FI_m3r5,2014-09-09,16:30:35,la_moral_3p_random,0,0,1,0,1,0,0,0,1,725
AVCXJ9M71WDCB_m3r5,2014-09-09,16:42:54,la_moral_3p_random,0,0,1,1,1,1,1,1,1,726
A11WC4G8LOMYQO_m3r5,2014-09-09,16:58:23,la_moral_3p_random,0,0,1,1,1,1,1,0,1,727
A5WGOX0NBXJE4_m3r5,2014-09-09,17:12:32,la_moral_3p_random,0,0,1,0,1,1,1,0,1,728
A1H95TGQZSN1P1_m3r5,2014-09-09,17:18:24,la_moral_3p_random,0,0,1,0,0,0,0,0,1,729
A1EB857G7CK9K9_m3r5,2014-09-09,17:42:37,la_moral_3p_random,0,0,1,1,1,0,0,0,1,730
A1XLGIFFGB01EU_m3r5,2014-09-10,15:16:56,la_moral_3p_random,0,0,1,1,1,1,1,1,1,731
A3MZX94O5WLVPM_m3r5,2014-09-10,15:16:57,la_moral_3p_random,0,0,1,0,1,0,0,0,1,732
A3VMBFGYG07DJA_m3r5,2014-09-10,15:17:43,la_moral_3p_random,0,0,1,0,1,0,1,0,1,733
A16QWUZ58QTD5W_m3r5,2014-09-10,15:18:31,la_moral_3p_random,0,1,1,1,1,1,1,1,1,734
A25ROS9CH7PSFZ_m3r5,2014-09-10,15:18:42,la_moral_3p_random,0,0,1,0,1,0,0,0,1,735
AGFWV1U4CJXP5_m3r5,2014-09-10,15:18:52,la_moral_3p_random,0,0,1,0,1,0,0,0,1,736
A12IOD8IXOEL1P_m3r5,2014-09-10,15:19:11,la_moral_3p_random,0,0,1,0,1,0,0,0,1,737
A1JLOL8CV81AL2_m3r5,2014-09-10,15:19:14,la_moral_3p_random,0,0,0,1,1,1,1,0,1,738
A2V1IB3LHMWL25_m3r5,2014-09-10,15:19:57,la_moral_3p_random,0,0,1,0,1,0,1,0,1,739
AE6Z9DDYUCLKN_m3r5,2014-09-10,15:20:19,la_moral_3p_random,0,0,1,0,1,0,0,0,1,740
AZ4WAAJL6LK6R_m3r5,2014-09-10,15:20:45,la_moral_3p_random,0,0,1,0,0,0,0,0,1,741
A3Q0XAGQ7TD7MP_m3r5,2014-09-10,15:21:46,la_moral_3p_random,0,0,0,0,0,0,0,0,0,742
A2AVWXK2DZHYCM_m3r5,2014-09-10,15:21:57,la_moral_3p_random,0,0,1,0,1,0,0,0,1,743
A2XFJC0VE4U399_m3r5,2014-09-10,15:22:15,la_moral_3p_random,1,1,1,1,1,1,1,1,1,744
AK7LGB1QOGA1P_m3r5,2014-09-10,15:22:52,la_moral_3p_random,0,0,1,0,0,0,0,0,1,745
A2VI7IXMQ8E1Q7_m3r5,2014-09-10,15:22:58,la_moral_3p_random,0,1,1,1,1,1,1,1,1,746
AK7OWBZVKPS5Q_m3r5,2014-09-10,15:23:11,la_moral_3p_random,0,0,1,1,1,1,1,0,1,747
AVWHUV64C4K5T_m3r5,2014-09-10,15:23:38,la_moral_3p_random,0,0,0,0,0,0,0,0,1,748
A2RCJ3VBQ7HZUP_m3r5,2014-09-10,15:24:12,la_moral_3p_random,0,0,1,1,1,1,1,0,1,749
A2QUPVFM02G1AI_m3r5,2014-09-10,15:24:15,la_moral_3p_random,0,0,1,1,1,1,1,0,1,750
AHZPOM46IUJ2N_m3r5,2014-09-10,15:25:04,la_moral_3p_random,0,0,1,0,1,0,0,0,1,751
A3DZ46U9XRLVBI_m3r5,2014-09-10,15:25:05,la_moral_3p_random,0,0,1,0,1,0,1,0,1,752
A3A77DHOTOD88B_m3r5,2014-09-10,15:25:09,la_moral_3p_random,0,0,1,1,1,0,1,0,1,753
A2EX2FN2F4HN3C_m3r5,2014-09-10,15:25:15,la_moral_3p_random,0,0,0,0,0,0,0,0,1,754
A2TIV553DM68N7_m3r5,2014-09-10,15:25:19,la_moral_3p_random,0,0,1,0,1,0,1,0,1,755
A3O9DM10HVQDE0_m3r5,2014-09-10,15:25:50,la_moral_3p_random,0,0,1,0,1,0,1,0,1,756
A1IYFXLF8HPO0G_m3r5,2014-09-10,15:25:56,la_moral_3p_random,0,0,0,0,0,0,0,0,0,757
A1DGAZZZHY4FXG_m3r5,2014-09-10,15:26:16,la_moral_3p_random,0,0,1,0,1,0,0,0,1,758
A1QCQE5XW37LN1_m3r5,2014-09-10,15:28:08,la_moral_3p_random,0,0,1,1,1,0,1,0,1,759
A21ZPWERX0DMZ2_m3r5,2014-09-10,15:30:06,la_moral_3p_random,0,0,1,1,1,0,1,0,1,760
A2NRW37D7QPLRE_m3r5,2014-09-10,15:33:34,la_moral_3p_random,0,0,1,0,1,0,1,0,1,761
A2ZSDMCQ5P0BJJ_m3r5,2014-09-10,15:34:47,la_moral_3p_random,0,0,1,0,1,0,1,0,1,762
A2BA9Y6VGW6WS1_m3r5,2014-09-10,15:52:36,la_moral_3p_random,0,0,1,0,1,0,0,0,1,763
AO7FM98CP90CL_m3r5,2014-09-10,15:53:44,la_moral_3p_random,0,0,1,0,1,0,0,0,1,764
A22M4NS65GY000_m3r5,2014-09-10,16:01:56,la_moral_3p_random,0,0,1,1,1,0,1,0,1,765
A3GYL70SZLQAU_m3r5,2014-09-10,16:09:19,la_moral_3p_random,0,0,1,0,1,0,0,0,1,766
A3DLKEN1H17CCE_m3r5,2014-09-10,16:12:39,la_moral_3p_random,0,0,0,0,0,0,0,0,1,767
A3N6U6XPU8TEWJ_m3r5,2014-09-10,16:14:27,la_moral_3p_random,0,0,1,0,1,0,1,0,1,768
A3FYSDFRZF4T8_m3r5,2014-09-10,16:21:19,la_moral_3p_random,0,0,1,0,1,0,0,0,1,769
A37GPRSEZORJRG_m3r5,2014-09-10,16:40:01,la_moral_3p_random,0,0,1,0,1,1,0,0,0,770
ABFB5IVNTYM4E_m3r5,2014-09-10,16:41:45,la_moral_3p_random,0,0,1,0,1,0,1,0,1,771
A2E8RFKIOY2MQR_m3r5,2014-09-10,16:41:52,la_moral_3p_random,0,0,1,0,0,0,1,0,1,772
A3E4DS46A6IJTZ_m3r5,2014-09-10,16:42:00,la_moral_3p_random,0,0,1,0,1,0,1,0,1,773
A248ARSA6FS20S_m3r5,2014-09-10,16:42:11,la_moral_3p_random,0,0,1,0,1,0,1,0,1,774
AZFJ4Y7VFQBDH_m3r5,2014-09-10,16:45:38,la_moral_3p_random,0,0,0,0,0,0,0,0,1,775
A14CZH0LPHBX79_m3r5,2014-09-10,16:46:26,la_moral_3p_random,0,0,1,0,1,0,0,0,1,776
AGJM3414MUSEH_m3r5,2014-09-10,17:08:54,la_moral_3p_random,0,0,1,1,1,1,1,0,1,777
A2YAB9OITN0ZTU_m3r5,2014-09-10,17:21:55,la_moral_3p_random,0,0,1,0,0,0,0,0,1,778
A1HTJ7Q459GY2K_m3r5,2014-09-10,17:24:29,la_moral_3p_random,0,0,1,1,1,1,1,0,1,779
A2YIM8S1MZCKDY_m3r5,2014-09-11,11:02:30,la_moral_3p_random,0,0,1,0,0,0,0,0,1,780
A1RT9SQ9D9DLOV_m3r5,2014-09-11,11:02:42,la_moral_3p_random,0,0,1,1,1,1,1,0,1,781
A2IZNMRW4C4XM6_m3r5,2014-09-11,11:03:16,la_moral_3p_random,0,0,1,0,0,0,0,0,1,782
A2OL18MGK5LEO7_m3r5,2014-09-11,11:05:08,la_moral_3p_random,0,0,1,1,1,1,1,0,1,783
A1R2W9OYQQRZTS_m3r5,2014-09-11,11:06:11,la_moral_3p_random,0,0,1,0,1,0,0,0,1,784
AFM3QI2ZYSVW7_m3r5,2014-09-11,11:06:17,la_moral_3p_random,0,1,1,1,1,1,1,1,1,785
A3LGJHPZCD8PQA_m3r5,2014-09-11,11:06:23,la_moral_3p_random,0,0,1,0,0,0,0,0,1,786
" AR24CTAWN9GI0_m3r5",2014-09-11,11:06:33,la_moral_3p_random,0,0,0,0,0,0,0,0,0,787
A1H11P4QSM08Y1_m3r5,2014-09-11,11:07:04,la_moral_3p_random,0,0,1,1,1,1,1,0,1,788
AILW5LUTC11C9_m3r5,2014-09-11,11:07:22,la_moral_3p_random,0,0,1,1,1,0,1,0,1,789
A3M5WW7OCUAWX0_m3r5,2014-09-11,11:07:35,la_moral_3p_random,0,0,1,0,1,0,0,0,1,790
AS9YQPH511Z94_m3r5,2014-09-11,11:07:58,la_moral_3p_random,0,0,1,0,0,0,0,0,1,791
A1GKLOBYNF70C7_m3r5,2014-09-11,11:08:23,la_moral_3p_random,0,0,1,0,1,0,1,0,1,792
A2CR879QNKLWCS_m3r5,2014-09-11,11:09:17,la_moral_3p_random,0,0,1,0,0,0,0,0,1,793
A1OP4BATW0TUUG_m3r5,2014-09-11,11:09:53,la_moral_3p_random,0,0,1,0,1,0,0,0,1,794
A1DVXQV6GGSQRX_m3r5,2014-09-11,11:09:58,la_moral_3p_random,0,0,1,0,1,0,0,0,1,795
A34YD9P7KI4RF_m3r5,2014-09-11,11:10:05,la_moral_3p_random,0,0,1,0,1,0,0,0,1,796
AEF74ZYJTTEIA_m3r5,2014-09-11,11:10:08,la_moral_3p_random,0,0,1,1,1,1,1,0,1,797
" A37Y5CTJ8HCQER_m3r5",2014-09-11,11:10:25,la_moral_3p_random,0,0,1,1,1,1,1,0,1,798
AM2WGEJDWJY1I_m3r5,2014-09-11,11:10:26,la_moral_3p_random,0,0,1,0,1,0,0,0,1,799
A302M81U0HM7RJ_m3r5,2014-09-11,11:10:39,la_moral_3p_random,0,0,1,0,1,0,0,0,0,800
A1VJ18RHIN82NA_m3r5,2014-09-11,11:11:10,la_moral_3p_random,0,0,1,0,1,0,0,0,1,801
AMKRYRENIXK2H_m3r5,2014-09-11,11:12:14,la_moral_3p_random,0,1,1,1,1,1,1,1,1,802
A3VQP1UC7BA3YU_m3r5,2014-09-11,11:15:00,la_moral_3p_random,0,0,0,0,0,0,0,0,0,803
