subject,datestamp,timestamp,version,d1,d2,d3,d4,d5,d6,d7,d8,d9,id
A3OW5EFQ5QFD19_m3r5,2014-09-11,11:15:30,la_moral_3p_random,0,0,1,0,1,0,1,0,1,804
A3V33XEK4JWVH8_m3r5,2014-09-11,11:15:35,la_moral_3p_random,0,0,1,0,1,0,0,0,1,805
ATM90U6E6YN65_m3r5,2014-09-11,11:16:45,la_moral_3p_random,0,0,1,0,1,0,0,0,1,806
A34SLHI93BBV9E_m3r5,2014-09-11,11:19:02,la_moral_3p_random,0,0,1,0,1,0,0,0,1,807
ABNNSRB6Y5EFR_m3r5,2014-09-11,11:19:06,la_moral_3p_random,0,0,1,1,1,1,1,0,1,808
"A348EDOF2UP527 _m3r5",2014-09-11,11:21:05,la_moral_3p_random,0,0,0,0,0,0,0,0,1,809
A2S9O48PW9D2IP_m3r5,2014-09-11,11:21:29,la_moral_3p_random,0,0,1,0,1,0,0,0,1,810
A2MQC8KZ8DOON1_m3r5,2014-09-11,11:21:51,la_moral_3p_random,1,1,1,1,1,1,1,1,1,811
AI258R8HU53PT_m3r5,2014-09-11,11:24:12,la_moral_3p_random,0,0,1,0,1,0,1,0,1,812
A3GTBI5WIB5SC_m3r5,2014-09-11,11:24:26,la_moral_3p_random,0,0,1,0,1,0,0,0,1,813
A3TZZADDWD7O1A_m3r5,2014-09-11,11:28:03,la_moral_3p_random,0,0,1,0,1,0,1,0,1,814
A15WYY7ZKAQQ7R_m3r5,2014-09-11,11:28:26,la_moral_3p_random,0,0,1,1,1,0,1,0,1,815
A257UIPAZR9NTN_m3r5,2014-09-11,11:31:27,la_moral_3p_random,0,0,1,1,1,0,1,0,1,816
A26GD7O74RXO5U_m3r5,2014-09-11,11:40:24,la_moral_3p_random,0,0,1,1,1,1,1,1,1,817
A3URSY316O7QKA_m3r5,2014-09-11,11:45:06,la_moral_3p_random,0,1,1,1,1,1,1,1,1,818
ARFV302JOUOF_m3r5,2014-09-11,11:52:57,la_moral_3p_random,0,0,1,0,1,0,1,0,1,819
A25ZADCJI3D5AF_m3r5,2014-09-11,12:09:33,la_moral_3p_random,0,0,1,1,1,1,1,0,1,820
A22CDR7E994ORK_m3r5,2014-09-11,12:16:15,la_moral_3p_random,0,0,0,0,0,0,0,0,0,821
A3HNEYFOIJWPH1_m3r5,2014-09-11,12:40:03,la_moral_3p_random,0,0,0,0,0,0,0,0,0,822
A1I2V4JT86MJKK_m3r5,2014-09-11,12:44:52,la_moral_3p_random,0,0,1,0,1,0,0,0,1,823
AY83IK32UJU9B_m3r5,2014-09-11,12:46:34,la_moral_3p_random,0,1,1,1,1,0,1,0,1,824
A3M9OB97P8CBND_m3r5,2014-09-11,13:07:35,la_moral_3p_random,0,0,1,0,0,0,0,0,1,825
A1JG0SJHUXT1FW_m3r5,2014-09-11,13:10:21,la_moral_3p_random,0,0,1,1,1,1,1,0,1,826
A2A9UG936U98KG_m3r5,2014-09-11,13:12:19,la_moral_3p_random,0,0,1,0,0,0,1,0,1,827
ARU5SUU4YH3GX_m3r5,2014-09-11,13:42:46,la_moral_3p_random,0,0,1,0,1,0,1,0,1,828
AKFWAW2AJ5DOQ_m3r5,2014-09-17,18:04:10,la_moral_3p_random,0,0,0,0,0,0,0,0,0,829
A1YBX7P5PY8LL_m3r5,2014-09-17,18:04:51,la_moral_3p_random,0,0,1,1,1,0,1,0,1,830
A3D8O8CQZICN0F_m3r5,2014-09-17,18:04:57,la_moral_3p_random,0,0,1,1,1,1,1,0,1,831
A23VM3SZWYATBO_m3r5,2014-09-17,18:06:48,la_moral_3p_random,0,0,1,1,1,0,1,0,1,832
ARTSG66V2MOJ6_m3r5,2014-09-17,18:08:14,la_moral_3p_random,0,0,0,0,0,0,0,0,0,833
" A1PNOIIYIW9NYA_m3r5",2014-09-17,18:08:28,la_moral_3p_random,0,0,1,0,0,0,0,0,1,834
A2Q5O64TC9HI8V_m3r5,2014-09-17,18:08:46,la_moral_3p_random,0,0,1,1,1,1,1,0,1,835
A1PMQY9CDRN6VJ_m3r5,2014-09-17,18:09:17,la_moral_3p_random,0,0,1,0,0,0,0,0,1,836
A2SD0FOTS35JYN_m3r5,2014-09-17,18:09:21,la_moral_3p_random,0,0,0,0,0,0,0,0,1,837
A1QOR6XZKINWNA_m3r5,2014-09-17,18:10:02,la_moral_3p_random,0,0,1,0,0,0,1,0,1,838
A2ZBDSR2LZNVAE_m3r5,2014-09-17,18:10:13,la_moral_3p_random,0,0,0,0,0,0,0,0,1,839
AJ34WB9Z37ILU_m3r5,2014-09-17,18:10:19,la_moral_3p_random,0,0,1,0,0,0,0,0,1,840
A3W5CPVTONIGVI_m3r5,2014-09-17,18:10:21,la_moral_3p_random,0,0,1,1,1,1,1,0,1,841
A7PX6N3VS02IX_m3r5,2014-09-17,18:11:08,la_moral_3p_random,0,0,1,0,0,0,0,0,1,842
ANI295T27XYTO_m3r5,2014-09-17,18:11:27,la_moral_3p_random,0,0,0,0,0,0,0,0,0,843
AUJTK82RQURYV_m3r5,2014-09-17,18:12:46,la_moral_3p_random,0,0,1,1,1,1,1,0,1,844
A2SJC9VRBGNC58_m3r5,2014-09-17,18:13:11,la_moral_3p_random,0,0,1,0,1,0,1,0,1,845
ATVNZK7C2VVJD_m3r5,2014-09-17,18:13:20,la_moral_3p_random,0,0,1,0,1,0,1,0,1,846
ADELW3TS04YY7_m3r5,2014-09-17,18:13:45,la_moral_3p_random,0,0,1,1,1,0,1,0,1,847
A1RTGA9KHJ6VS4_m3r5,2014-09-17,18:13:55,la_moral_3p_random,0,0,1,0,1,0,1,0,1,848
A2WB94D01SHAPH_m3r5,2014-09-17,18:13:57,la_moral_3p_random,0,0,1,0,1,0,0,0,1,849
AFN5VMMGYPF1I_m3r5,2014-09-17,18:14:36,la_moral_3p_random,0,0,1,0,0,0,0,0,1,850
A1G086U25XD2MI_m3r5,2014-09-17,18:14:39,la_moral_3p_random,0,0,1,0,1,0,1,0,1,851
A34WDWM497QFWI_m3r5,2014-09-17,18:16:06,la_moral_3p_random,0,0,1,0,0,0,0,0,1,852
" A20YGFCRNDTD6_m3r5",2014-09-17,18:16:24,la_moral_3p_random,0,0,1,1,1,1,1,0,1,853
AY67NCS5495PA_m3r5,2014-09-17,18:16:50,la_moral_3p_random,1,1,1,1,1,1,1,1,1,854
A1OVT0PCQPZ2J7_m3r5,2014-09-17,18:17:14,la_moral_3p_random,0,0,1,0,1,0,1,0,1,855
A3SMTP08PPXDWA_m3r5,2014-09-17,18:18:10,la_moral_3p_random,0,0,1,0,1,0,0,0,1,856
A39NHCOMRAS4ST_m3r5,2014-09-17,18:18:28,la_moral_3p_random,0,0,1,0,1,1,1,0,1,857
A3IHREMSBVMNQT_m3r5,2014-09-17,18:19:25,la_moral_3p_random,0,0,1,0,1,0,1,0,1,858
A3MAR4UNYX3FTY_m3r5,2014-09-17,18:20:23,la_moral_3p_random,0,0,1,0,1,0,1,0,1,859
A3U2PA1GJ3W93Y_m3r5,2014-09-17,18:21:58,la_moral_3p_random,0,0,0,0,0,0,0,0,0,860
A22DUZBVW3YDK6_m3r5,2014-09-17,18:23:19,la_moral_3p_random,0,0,1,0,1,0,1,0,1,861
A3GN3Q0B9R5AA_m3r5,2014-09-17,18:23:27,la_moral_3p_random,0,0,1,0,1,0,1,0,1,862
ADOB8J5ANJLQW_m3r5,2014-09-17,18:23:44,la_moral_3p_random,0,0,0,0,0,0,0,0,1,863
A2WB94D01SHAPH_m3r5,2014-09-17,18:26:42,la_moral_3p_random,0,0,1,0,1,0,0,0,1,864
A3VP27UUQ34OXK_m3r5,2014-09-17,18:29:12,la_moral_3p_random,0,0,1,1,1,0,1,0,1,865
A20KPSS5V2KNLT_m3r5,2014-09-17,18:33:38,la_moral_3p_random,0,0,1,1,1,1,1,0,1,866
A7W4CJ36FBX0N_m3r5,2014-09-17,18:38:08,la_moral_3p_random,0,0,1,0,1,0,1,0,1,867
" A2FZ33IG772RGT_m3r5",2014-09-17,18:39:23,la_moral_3p_random,0,0,1,0,1,0,1,0,1,868
A3IJCDUFWJ9XRO_m3r5,2014-09-17,18:52:28,la_moral_3p_random,0,0,1,0,1,0,1,0,1,869
A2GY4KKNZ73T5B_m3r5,2014-09-17,18:56:04,la_moral_3p_random,0,0,1,0,1,0,1,0,1,870
AUT7WIA27ENZ9_m3r5,2014-09-17,19:08:53,la_moral_3p_random,0,0,1,0,0,0,0,0,1,871
A2NPMC3FH05OSG_m3r5,2014-09-17,19:09:17,la_moral_3p_random,0,0,1,1,1,1,1,0,1,872
ARFDAABPF0Z5O_m3r5,2014-09-17,19:09:35,la_moral_3p_random,0,0,1,0,1,0,0,0,1,873
A1O7JVT3DJ7I0D_m3r5,2014-09-17,19:12:56,la_moral_3p_random,0,0,1,0,0,0,0,0,1,874
A1GV6JU1NSUD30_m3r5,2014-09-17,19:19:23,la_moral_3p_random,0,0,1,0,0,0,0,0,1,875
A27O2IILV3S5YS_m3r5,2014-09-17,19:34:36,la_moral_3p_random,0,0,0,0,0,0,0,0,0,876
A1RFMKXITDAOCX_m3r5,2014-09-17,20:11:24,la_moral_3p_random,0,0,0,0,0,0,0,0,1,877
A2ECER48S9Y44U_m3r5,2014-09-17,20:13:33,la_moral_3p_random,0,0,1,0,1,0,1,0,1,878
A13UG90T6301VE_m3r5,2014-09-17,20:19:56,la_moral_3p_random,0,0,1,0,1,0,1,0,1,879
" A3LN9BVLOWLYER_m3r5",2014-09-18,10:27:18,la_moral_3p_random,0,0,1,1,1,0,1,0,1,880
A3RRCLDVNSFS6H_m3r5,2014-09-18,10:27:32,la_moral_3p_random,0,0,1,0,1,0,1,0,1,881
A2H4HYDU6FEAMQ_m3r5,2014-09-18,10:27:37,la_moral_3p_random,0,0,0,0,0,0,0,0,1,882
ACXR9CVS59T23_m3r5,2014-09-18,10:28:34,la_moral_3p_random,0,0,1,0,1,0,1,0,1,883
AU7A3QNJF3O00_m3r5,2014-09-18,10:28:43,la_moral_3p_random,0,0,1,0,0,0,0,0,1,884
A3O8U9LRPHC94H_m3r5,2014-09-18,10:29:24,la_moral_3p_random,0,0,1,1,1,1,1,0,1,885
A3581R6GWGIMJX_m3r5,2014-09-18,10:29:30,la_moral_3p_random,0,0,0,0,0,0,0,0,0,886
A19BMRBO5UAD6H_m3r5,2014-09-18,10:29:59,la_moral_3p_random,0,0,1,0,1,1,1,1,1,887
A3S3NLZV7A06QN_m3r5,2014-09-18,10:30:58,la_moral_3p_random,0,0,1,0,0,0,0,0,1,888
A2MS79E5JZLZ0L_m3r5,2014-09-18,10:31:18,la_moral_3p_random,0,0,1,0,0,0,0,0,1,889
A179FA3NA9FQ47_m3r5,2014-09-18,10:32:00,la_moral_3p_random,0,0,1,0,1,0,1,0,1,890
A1PT63J40GNSZF_m3r5,2014-09-18,10:32:04,la_moral_3p_random,0,0,1,1,1,1,1,0,1,891
ASSLGDY9ZOR2R_m3r5,2014-09-18,10:32:05,la_moral_3p_random,0,0,1,0,0,0,0,0,1,892
A14XY4KSUATVAA_m3r5,2014-09-18,10:32:09,la_moral_3p_random,0,0,1,0,1,0,0,0,1,893
A1RTMAOVYQIAG7_m3r5,2014-09-18,10:32:18,la_moral_3p_random,0,0,1,0,1,0,0,0,1,894
A1KQWBK5WHCNYQ_m3r5,2014-09-18,10:32:41,la_moral_3p_random,0,0,1,0,1,0,1,0,1,895
A3MFQL7NLSJ4WH_m3r5,2014-09-18,10:33:25,la_moral_3p_random,0,0,1,1,1,1,1,0,1,896
A2YHGBDEMVIAH0_m3r5,2014-09-18,10:33:54,la_moral_3p_random,0,0,1,1,1,1,1,0,1,897
"AFJA6W2RWNQCZ _m3r5",2014-09-18,10:34:14,la_moral_3p_random,0,0,1,0,1,0,0,0,1,898
A3FYQFWEULR6QB_m3r5,2014-09-18,10:34:49,la_moral_3p_random,0,0,1,0,0,0,0,0,1,899
A1C1LO2UX3NSNT_m3r5,2014-09-18,10:35:21,la_moral_3p_random,0,0,1,1,1,1,1,1,1,900
A1DDPSGI2AH4EO_m3r5,2014-09-18,10:35:24,la_moral_3p_random,0,0,1,0,1,0,0,0,1,901
A26X054UJOBN6K_m3r5,2014-09-18,10:35:42,la_moral_3p_random,0,0,1,0,1,0,1,0,1,902
A3OF6X7KVJ4Z99_m3r5,2014-09-18,10:35:51,la_moral_3p_random,0,0,1,0,1,0,1,0,1,903
" A2WZDY9R2GHRXD_m3r5",2014-09-18,10:35:59,la_moral_3p_random,0,0,1,0,1,0,1,0,1,904
AFT06UGRPBTEQ_m3r5,2014-09-18,10:36:32,la_moral_3p_random,0,0,1,0,1,0,1,0,1,905
A2BTJFHP7WQY23_m3r5,2014-09-18,10:37:54,la_moral_3p_random,0,0,1,0,1,0,1,0,1,906
A2RHQDS58PL14K_m3r5,2014-09-18,10:38:56,la_moral_3p_random,0,0,1,1,1,0,1,0,1,907
ACQVIEH85AI0D_m3r5,2014-09-18,10:39:48,la_moral_3p_random,0,0,1,0,0,0,0,0,0,908
A1XCQA727LJVL2_m3r5,2014-09-18,10:40:01,la_moral_3p_random,0,0,0,0,0,0,0,0,1,909
AT0XOIMR637KW_m3r5,2014-09-18,10:40:46,la_moral_3p_random,0,0,1,0,1,0,1,0,1,910
A1KLKBR91IBJC2_m3r5,2014-09-18,10:41:01,la_moral_3p_random,0,0,1,0,1,0,1,1,1,911
AW1SWNQFPIUKF_m3r5,2014-09-18,10:54:20,la_moral_3p_random,0,0,1,0,1,0,0,0,1,912
A36470UBRH28GO_m3r5,2014-09-18,10:56:32,la_moral_3p_random,0,0,1,0,1,0,1,0,1,913
A8UM292EGKZ14_m3r5,2014-09-18,10:58:21,la_moral_3p_random,0,0,1,0,1,0,0,0,1,914
A1R1BNSFBG04AV_m3r5,2014-09-18,10:58:40,la_moral_3p_random,0,0,1,0,0,0,0,0,1,915
A334V9Z5AJOK36_m3r5,2014-09-18,11:05:29,la_moral_3p_random,0,0,1,1,1,1,1,0,1,916
AY5O199V9M9O7_m3r5,2014-09-18,11:17:22,la_moral_3p_random,0,0,1,0,1,0,0,0,1,917
A14C8SDEDOYPDC_m3r5,2014-09-18,11:17:22,la_moral_3p_random,0,0,1,1,1,1,1,0,1,918
AN9MVFWRCF2OP_m3r5,2014-09-18,11:17:38,la_moral_3p_random,0,0,1,0,1,0,1,0,1,919
A2PSBSDIFZYXW_m3r5,2014-09-18,11:18:19,la_moral_3p_random,0,0,1,1,1,1,1,0,1,920
A2NV6DVP5UBBT0_m3r5,2014-09-18,11:18:20,la_moral_3p_random,0,0,1,1,1,1,1,1,1,921
A3E08GRFJJAT2S_m3r5,2014-09-18,11:19:21,la_moral_3p_random,0,0,1,1,1,1,1,0,1,922
A2EY0R9GUHBNQX_m3r5,2014-09-18,11:19:36,la_moral_3p_random,0,0,0,0,0,0,0,0,0,923
A2V3OLQMISGLWY_m3r5,2014-09-18,11:20:01,la_moral_3p_random,0,0,1,1,1,0,1,0,1,924
ADIRMBJQ77E61_m3r5,2014-09-18,11:20:13,la_moral_3p_random,0,0,1,0,1,0,1,0,1,925
A1G69P73SBVUR4_m3r5,2014-09-18,11:20:37,la_moral_3p_random,0,0,0,0,0,0,0,0,0,926
A282ZM8UBKT6D4_m3r5,2014-09-18,11:20:54,la_moral_3p_random,0,0,1,1,1,0,1,0,1,927
AH6RWPAG642L1_m3r5,2014-09-18,11:21:06,la_moral_3p_random,0,0,0,0,0,0,0,0,0,928
A1QOPE5YZYWKHE_m3r5,2014-09-18,11:21:20,la_moral_3p_random,0,0,1,0,1,0,0,0,1,929
A22J1U3RTB7TG4_m3r5,2014-09-18,11:22:29,la_moral_3p_random,0,0,1,0,1,0,1,0,1,930
A1WJC9VETYJYHP_m3r5,2014-09-18,11:22:46,la_moral_3p_random,0,0,1,1,1,1,1,0,1,931
A1G24OXMQ5V06Z_m3r5,2014-09-18,11:23:13,la_moral_3p_random,0,0,1,0,1,0,1,0,1,932
A19983YGO0MKCS_m3r5,2014-09-18,11:23:53,la_moral_3p_random,0,0,1,0,1,0,1,0,1,933
A221FSWO28B4YF_m3r5,2014-09-18,11:23:56,la_moral_3p_random,0,0,1,1,1,0,1,0,1,934
A1BM57TUNAQIXM_m3r5,2014-09-18,11:24:07,la_moral_3p_random,0,0,1,0,1,0,0,0,1,935
A2RREI7Z5EVR2X_m3r5,2014-09-18,11:24:09,la_moral_3p_random,0,0,0,0,1,0,0,0,1,936
A3PB2SW241TJ89_m3r5,2014-09-18,11:25:18,la_moral_3p_random,0,0,1,1,1,0,1,0,1,937
A2EB76NMY2NHUS_m3r5,2014-09-18,11:25:19,la_moral_3p_random,0,0,1,0,0,0,0,0,1,938
A2OGWB5LE6RHNA_m3r5,2014-09-18,11:25:20,la_moral_3p_random,0,0,0,0,0,0,0,0,0,939
A2C8RZO1ETWRVQ_m3r5,2014-09-18,11:25:26,la_moral_3p_random,0,0,0,0,0,0,0,0,0,940
A1P3I7YCWXF9YG_m3r5,2014-09-18,11:25:47,la_moral_3p_random,0,0,1,0,0,0,0,0,1,941
A49J8YAFS8J7I_m3r5,2014-09-18,11:25:50,la_moral_3p_random,0,0,1,0,1,0,0,0,1,942
ACY1SGG0PND8W_m3r5,2014-09-18,11:26:08,la_moral_3p_random,0,0,1,0,1,0,0,0,1,943
" A30KE8N63FZIZ0_m3r5",2014-09-18,11:26:12,la_moral_3p_random,0,0,1,0,0,0,0,0,1,944
A2EUMXCQHCP25R_m3r5,2014-09-18,11:27:03,la_moral_3p_random,0,0,1,0,1,0,1,0,1,945
A3IXDTIS3GTW8K_m3r5,2014-09-18,11:27:08,la_moral_3p_random,0,0,1,0,1,0,1,0,1,946
A1GHCVQ5XWM3JL_m3r5,2014-09-18,11:27:09,la_moral_3p_random,0,0,1,0,1,0,1,0,1,947
A3SO41LNYREVAB_m3r5,2014-09-18,11:27:32,la_moral_3p_random,0,0,1,0,1,0,1,0,1,948
A37HUVPAJTNSGT_m3r5,2014-09-18,11:28:26,la_moral_3p_random,0,0,1,1,1,0,1,0,1,949
ARIQH18DLS4LC_m3r5,2014-09-18,11:28:29,la_moral_3p_random,0,0,1,0,0,0,0,0,1,950
A1PAY3X73PQ16S_m3r5,2014-09-18,11:30:19,la_moral_3p_random,0,1,1,1,1,1,1,1,1,951
A33KIELSFIQ02Q_m3r5,2014-09-18,11:33:42,la_moral_3p_random,0,0,1,1,1,1,1,0,1,952
A1U7AAKEZ4YXZD_m3r5,2014-09-18,11:34:45,la_moral_3p_random,0,0,0,0,0,0,0,0,0,953
A3V6M08G06MRK2_m3r5,2014-09-18,11:36:04,la_moral_3p_random,0,0,0,0,0,0,0,0,0,954
AI9QOT5C5DN1P_m3r5,2014-09-18,11:37:06,la_moral_3p_random,0,0,1,0,1,0,0,0,1,955
A39Q6EA421OBQE_m3r5,2014-09-18,11:37:56,la_moral_3p_random,0,0,1,1,1,0,0,0,1,956
A3F0NFNLOLFJT0_m3r5,2014-09-18,11:38:12,la_moral_3p_random,0,0,0,0,0,0,0,0,1,957
A2MCG5W6LHSRG9_m3r5,2014-09-18,11:40:00,la_moral_3p_random,0,0,1,1,1,1,1,0,1,958
A2HKPK07PSOPT3_m3r5,2014-09-18,11:41:08,la_moral_3p_random,0,0,1,0,0,0,0,0,1,959
A36ARDS62APRSL_m3r5,2014-09-18,11:41:14,la_moral_3p_random,0,0,0,0,0,0,0,0,0,960
A33T498R0KXWAJ_m3r5,2014-09-18,11:44:09,la_moral_3p_random,0,0,1,0,1,0,1,0,1,961
A4PA5EW33W7J4_m3r5,2014-09-18,11:48:14,la_moral_3p_random,0,0,1,0,0,0,0,0,1,962
AIY2D7A7DP4V3_m3r5,2014-09-18,11:49:29,la_moral_3p_random,0,0,1,0,1,0,1,0,1,963
A1ODGBU73JE8S_m3r5,2014-09-18,11:54:38,la_moral_3p_random,0,0,1,0,1,0,0,0,1,964
AVVZTRF9H0XHH_m3r5,2014-09-18,11:54:55,la_moral_3p_random,0,0,1,1,1,1,1,0,1,965
A2EI075XZT9Y2S_m3r5,2014-09-18,11:57:55,la_moral_3p_random,0,0,1,1,1,1,1,1,1,966
AKX5RHHO8BIUX_m3r5,2014-09-18,11:59:52,la_moral_3p_random,0,0,0,0,0,0,0,0,0,967
AH6PQTU8QFO8U_m3r5,2014-09-18,12:02:47,la_moral_3p_random,0,0,1,1,1,0,1,0,1,968
A3BO90D83RV06T_m3r5,2014-09-18,12:03:48,la_moral_3p_random,0,0,1,0,0,0,0,0,1,969
AEODWC300ZWZQ_m3r5,2014-09-18,12:06:41,la_moral_3p_random,0,1,1,1,1,1,1,1,1,970
AN6WT1D6EQ8V5_m3r5,2014-09-18,12:11:59,la_moral_3p_random,0,0,0,0,0,0,0,0,1,971
AOPP2V6ALNOE0_m3r5,2014-09-18,12:16:48,la_moral_3p_random,0,0,1,0,1,0,0,0,1,972
A2HQHBR7Z4AI56_m3r5,2014-09-18,12:22:55,la_moral_3p_random,0,0,1,1,1,1,1,0,1,973
A8TCR99262PGK_m3r5,2014-09-18,12:37:34,la_moral_3p_random,0,0,0,0,0,0,0,0,0,974
A1DCGB72N1UIPT_m3r5,2014-09-18,12:39:43,la_moral_3p_random,0,0,1,0,1,0,0,0,1,975
A34AC73I1RITRZ_m3r5,2014-09-18,12:51:39,la_moral_3p_random,0,0,1,0,1,0,0,0,1,976
A2CC4DS7MD6QW_m3r5,2014-09-18,12:53:12,la_moral_3p_random,0,0,1,0,1,0,0,0,1,977
A2Q9V1TT4KDG4Q_m3r5,2014-09-18,12:59:30,la_moral_3p_random,0,0,1,0,1,0,1,0,1,978
A2NDWGAZE6PBQA_m3r5,2014-09-18,15:12:58,la_moral_3p_random,1,1,1,1,1,1,1,1,1,979
