subject,datestamp,timestamp,version,crt1,crt2,crt3,id
A389GJDJ0ARZTO_m3r5,2014-08-19,17:10:59,lossave_moral,1,5,24,352
A1Y8279NEP16J7_m3r5,2014-08-19,17:11:22,lossave_moral,10,100,24,353
A1G187YBG0DVMQ_m3r5,2014-08-19,17:11:24,lossave_moral,10,100,6,354
AFB9N61OMZXCX_m3r5,2014-08-19,17:11:24,lossave_moral,5,5,47,355
A3K78FG696O9KL_m3r5,2014-08-19,17:11:24,lossave_moral,0,100,24,356
A34ZSF2JSRXIRP_m3r5,2014-08-19,17:11:57,lossave_moral,1,5,47,357
A3TON7406KNOVV_m3r5,2014-08-19,17:12:00,lossave_moral,10,100,47,358
A3HQXCWOIQKT4F_m3r5,2014-08-19,17:12:03,lossave_moral,0,5,47,359
A1DJDT4B5B19Q2_m3r5,2014-08-19,17:12:09,lossave_moral,0,5,47,360
A1ZKLXSO7XLNZM_m3r5,2014-08-19,17:12:12,lossave_moral,5,5,47,361
ACTF0A4SXCOJB_m3r5,2014-08-19,17:12:13,lossave_moral,10,5,24,362
ALK4VP6TPCBUV_m3r5,2014-08-19,17:12:18,lossave_moral,5,5,47,363
" A3Q641Z2VDJ9W1_m3r5",2014-08-19,17:12:30,lossave_moral,0,100,24,364
A39IR8O68MS8OL_m3r5,2014-08-19,17:12:33,lossave_moral,5,5,12,365
A3OPSGM3T0DIZ7_m3r5,2014-08-19,17:12:35,lossave_moral,5,5,47,366
A041360625EP76Q4XEVR4_m3r5,2014-08-19,17:12:41,lossave_moral,5,5,47,367
A25G79VS6OQCHW_m3r5,2014-08-19,17:12:41,lossave_moral,10,100,24,368
ARVXIBUCA8WDZ_m3r5,2014-08-19,17:12:42,lossave_moral,5,5,47,369
A11TVJYOUI2U25_m3r5,2014-08-19,17:12:44,lossave_moral,0,1000,47,370
A1FY9O940O9KU6_m3r5,2014-08-19,17:13:05,lossave_moral,5,5,12,371
A1AQI9O8MNVL91_m3r5,2014-08-19,17:13:15,lossave_moral,5,5,47,372
A35OGKV242IJ78_m3r5,2014-08-19,17:13:15,lossave_moral,10,5,47,373
" A1IZ4NX41GKU4X_m3r5",2014-08-19,17:13:16,lossave_moral,5,5,47,374
A150GMV1YQWWB3_m3r5,2014-08-19,17:13:24,lossave_moral,0,5,47,375
A1BUZHBNG7S152_m3r5,2014-08-19,17:13:46,lossave_moral,10,100,4,376
A10V3PXHLR4VRM_m3r5,2014-08-19,17:13:49,lossave_moral,0,100,24,377
"       A1922YIUI5MMUP_m3r5",2014-08-19,17:14:10,lossave_moral,0,100,24,378
A13Q8W0MU2Q928_m3r5,2014-08-19,17:14:18,lossave_moral,10,5,47,379
A2ZE2IPHK152KA_m3r5,2014-08-19,17:14:20,lossave_moral,0,5,7,380
A1MIEWVNQ9ZOWW_m3r5,2014-08-19,17:14:29,lossave_moral,10,100,16,381
A2WH5WTM85ZF7G_m3r5,2014-08-19,17:14:33,lossave_moral,10,5,47,382
A22JDX98OTND6F_m3r5,2014-08-19,17:14:44,lossave_moral,10,100,24,383
A1IOJ2LGMGISYM_m3r5,2014-08-19,17:14:50,lossave_moral,10,100,24,384
A37EC6JJ8SSJ2J_m3r5,2014-08-19,17:14:57,lossave_moral,5,5,47,385
A2QQFGD7K7AHK8_m3r5,2014-08-19,17:14:58,lossave_moral,5,5,47,386
A2OF53SX9BQ7RO_m3r5,2014-08-19,17:15:00,lossave_moral,10,500,24,387
AKB1IT758U2LU_m3r5,2014-08-19,17:15:15,lossave_moral,5,100,24,388
A6IFGLL1RUCZU_m3r5,2014-08-19,17:15:17,lossave_moral,10,5,24,389
AU0NZI2T3R792_m3r5,2014-08-19,17:15:31,lossave_moral,1,100,47,390
A2FMIQ8I86GWVQ_m3r5,2014-08-19,17:16:01,lossave_moral,10,100,24,391
A2Y0ZGI29KQBTB_m3r5,2014-08-19,17:16:12,lossave_moral,5,5,47,392
A2IFAPS9K2J2QC_m3r5,2014-08-19,17:16:17,lossave_moral,10,5,47,393
A3LMBD00DY11MJ_m3r5,2014-08-19,17:16:21,lossave_moral,10,100,36,394
AXPJ220BBN3MU_m3r5,2014-08-19,17:16:24,lossave_moral,5,5,47,395
A1JT8X72RBC8S5_m3r5,2014-08-19,17:16:28,lossave_moral,10,100,24,396
A1SIJ3BJFDZ8CU_m3r5,2014-08-19,17:16:36,lossave_moral,0,5,24,397
A3GWGTLQNHVQ2M_m3r5,2014-08-19,17:16:38,lossave_moral,10,25,6,398
AISWQM71RW9A2_m3r5,2014-08-19,17:16:54,lossave_moral,5,5,47,399
A32VJLRWGMYGSU_m3r5,2014-08-19,17:17:17,lossave_moral,0,5,6,400
A3CLS3ZSAIOAHC_m3r5,2014-08-19,17:17:23,lossave_moral,10,500,24,401
A1CUIN1FSZCM50_m3r5,2014-08-19,17:17:24,lossave_moral,0,5,24,402
A1FZJ3S9CN8Z7T_m3r5,2014-08-19,17:17:24,lossave_moral,5,5,47,403
ATDFF5B4NKQC7_m3r5,2014-08-19,17:17:35,lossave_moral,10,5,12,404
A2XTUQ4CD1LF2K_m3r5,2014-08-19,17:17:46,lossave_moral,10,100,47,405
A1KISETSF4J3FI_m3r5,2014-08-19,17:17:58,lossave_moral,10,100,47,406
A1F0VPCA2QEVKZ_m3r5,2014-08-19,17:18:21,lossave_moral,10,100,24,407
A3J55BJGV95JKH_m3r5,2014-08-19,17:18:28,lossave_moral,0,500,24,408
A3938KLA9ORH2U_m3r5,2014-08-19,17:18:40,lossave_moral,0,500,24,409
A2B5HZBQ6C3J3L_m3r5,2014-08-19,17:18:49,lossave_moral,10,5,24,410
A1H198MRIM37T1_m3r5,2014-08-19,17:18:51,lossave_moral,0,5,47,411
A1EPR9V3VID3RI_m3r5,2014-08-19,17:18:57,lossave_moral,10,100,24,412
AVPKE76DJLWK6_m3r5,2014-08-19,17:19:01,lossave_moral,0,5,47,413
A2KPT0PEUEXCC4_m3r5,2014-08-19,17:19:14,lossave_moral,10,550,24,414
AQHYHAYS90S76_m3r5,2014-08-19,17:19:20,lossave_moral,10,100,24,415
A2M2BNQ1XW3J4Y_m3r5,2014-08-19,17:19:28,lossave_moral,0,5,40,416
A3JTR8H8X5WF11_m3r5,2014-08-19,17:19:57,lossave_moral,10,5,48,417
AT9AFUEEYD8DE_m3r5,2014-08-19,17:20:18,lossave_moral,10,100,24,418
A2WDTJBM4ES5S4_m3r5,2014-08-19,17:20:18,lossave_moral,5,5,47,419
A2X7J4C6MIXVDB_m3r5,2014-08-19,17:20:25,lossave_moral,10,100,47,420
A2GZI3UFOTY969_m3r5,2014-08-19,17:20:43,lossave_moral,5,5,24,421
A2P6VK1US8OTC5_m3r5,2014-08-19,17:20:50,lossave_moral,10,5,24,422
A21EPR8KW0GWX2_m3r5,2014-08-19,17:21:13,lossave_moral,5,5,47,423
A3RU7ANMLXJQF6_m3r5,2014-08-19,17:21:17,lossave_moral,5,5,47,424
A2OLVF6P86QSQJ_m3r5,2014-08-19,17:21:26,lossave_moral,5,5,47,425
A35UUN98XNQJJS_m3r5,2014-08-19,17:21:35,lossave_moral,10,100,24,426
AKG7VBOY97HKA_m3r5,2014-08-19,17:21:44,lossave_moral,10,25,48,427
A3U3JYF64SJ4EJ_m3r5,2014-08-19,17:21:45,lossave_moral,10,5,47,428
A1H3TNUIQS76TM_m3r5,2014-08-19,17:21:51,lossave_moral,0,100,24,429
A16GYJ4ZNAJ1FE_m3r5,2014-08-19,17:22:00,lossave_moral,1,5,24,430
A2EP2TI8HE8EGK_m3r5,2014-08-19,17:22:13,lossave_moral,5,20,12,431
A3R75ZHD4610J_m3r5,2014-08-19,17:22:27,lossave_moral,5,5,47,432
AB1X97ASE626Q_m3r5,2014-08-19,17:22:29,lossave_moral,10,100,24,433
A1XR97XSHB17AB_m3r5,2014-08-19,17:22:39,lossave_moral,5,5,47,434
A1LO480CZXGR32_m3r5,2014-08-19,17:22:42,lossave_moral,5,5,47,435
A3DAXQCWF0YI0M_m3r5,2014-08-19,17:22:49,lossave_moral,10,100,24,436
A8ZJ0R59VBVMC_m3r5,2014-08-19,17:22:50,lossave_moral,10,5,47,437
A3AZJGI9D7C0PD_m3r5,2014-08-19,17:22:51,lossave_moral,10,1,24,438
" A37FQI6S9XARBT_m3r5",2014-08-19,17:22:55,lossave_moral,10,100,24,439
A4N6HMS8AW9ZB_m3r5,2014-08-19,17:23:00,lossave_moral,10,5,47,440
" ASUN9TWBTBRCY_m3r5",2014-08-19,17:23:07,lossave_moral,0,5,24,441
A6GK3W5MDWXCY_m3r5,2014-08-19,17:23:14,lossave_moral,10,100,24,442
A2FRFMTVRHBF53_m3r5,2014-08-19,17:23:18,lossave_moral,10,100,24,443
A3H4B9BMSFGXWG_m3r5,2014-08-19,17:23:28,lossave_moral,10,5,24,444
AAS0V105QISPM_m3r5,2014-08-19,17:23:38,lossave_moral,10,5,47,445
AY1CM9ZI774II_m3r5,2014-08-19,17:24:04,lossave_moral,0,5,24,446
A1KOHXO0BIQB8T_m3r5,2014-08-19,17:24:11,lossave_moral,5,5,47,447
A14WLAP6TCEKO0_m3r5,2014-08-19,17:24:21,lossave_moral,10,100,24,448
A2L73JKDFWI0KJ_m3r5,2014-08-19,17:24:24,lossave_moral,10,500,24,449
A18DKL63PB77JH_m3r5,2014-08-19,17:24:33,lossave_moral,5,5,47,450
A1T9ZEA4PGLHYD_m3r5,2014-08-19,17:24:35,lossave_moral,5,5,47,451
A1QCJ8KX7WWY1B_m3r5,2014-08-19,17:24:41,lossave_moral,10,100,24,452
ARN53ET0LBBBP_m3r5,2014-08-19,17:24:54,lossave_moral,5,5,47,453
AVIOR20K5ZXQD_m3r5,2014-08-19,17:24:57,lossave_moral,0,5,47,454
A1OW8OJ9OIY182_m3r5,2014-08-19,17:24:59,lossave_moral,0,5,47,455
A1QMSDPJMMIO0T_m3r5,2014-08-19,17:25:02,lossave_moral,0,5,47,456
A3AQYGTOA6MFL8_m3r5,2014-08-19,17:25:04,lossave_moral,0,100,47,457
A3675LEANIPGBO_m3r5,2014-08-19,17:25:29,lossave_moral,0,5,47,458
A2NZ7RMSBXESNI_m3r5,2014-08-19,17:25:33,lossave_moral,0,5,47,459
A1K6T4BCZASC50_m3r5,2014-08-19,17:25:42,lossave_moral,10,5,24,460
A32MGSAQ6QL9CK_m3r5,2014-08-19,17:26:01,lossave_moral,0,5,47,461
A3QLTVQPG1N27R_m3r5,2014-08-19,17:26:01,lossave_moral,10,5,24,462
A315IS7QIVORIT_m3r5,2014-08-19,17:26:02,lossave_moral,10,100,24,463
A17BQ2QRW1V9AO_m3r5,2014-08-19,17:26:10,lossave_moral,5,5,47,464
A269Z70PE47Z5X_m3r5,2014-08-19,17:26:14,lossave_moral,0,100,28,465
A5ZWYI3H052FT_m3r5,2014-08-19,17:26:19,lossave_moral,10,20,24,466
A22KRF782ELLB0_m3r5,2014-08-19,17:26:29,lossave_moral,5,5,47,467
A1PIJKC3FM7B60_m3r5,2014-08-19,17:26:29,lossave_moral,10,100,24,468
A3MFS69UTW9KL8_m3r5,2014-08-19,17:26:35,lossave_moral,0,100,24,469
A33AZCOKCCTUXV_m3r5,2014-08-19,17:26:56,lossave_moral,5,5,4,470
A2MQXFHQABHJ8E_m3r5,2014-08-19,17:26:57,lossave_moral,10,100,24,471
A35BNQU01DFD0D_m3r5,2014-08-19,17:27:17,lossave_moral,0,100,12,472
A1GDDULNGBI1P9_m3r5,2014-08-19,17:27:19,lossave_moral,10,100,47,473
A2SVUP7CUY0P3L_m3r5,2014-08-19,17:27:20,lossave_moral,10,100,24,474
A2ALWT2BUSXD83_m3r5,2014-08-19,17:27:27,lossave_moral,0,5,47,475
A70AS0KVKADBY_m3r5,2014-08-19,17:27:36,lossave_moral,0,5,47,476
A2TVG2HLMKVMSL_m3r5,2014-08-19,17:27:43,lossave_moral,5,5,47,477
A3KO0A2DR3CH4F_m3r5,2014-08-19,17:27:44,lossave_moral,0,100,24,478
A423QQ5WN43B9_m3r5,2014-08-19,17:27:46,lossave_moral,0,100,24,479
A3TG5YNIWW3WGP_m3r5,2014-08-19,17:27:55,lossave_moral,10,500,24,480
A2EM7RPFW3DU9N_m3r5,2014-08-19,17:27:56,lossave_moral,5,5,47,481
A31O5XYX80XD21_m3r5,2014-08-19,17:28:07,lossave_moral,10,100,24,482
AF55TOBE2AI1U_m3r5,2014-08-19,17:28:07,lossave_moral,0,100,24,483
A35QKJ6MGNT45D_m3r5,2014-08-19,17:28:18,lossave_moral,5,5,47,484
ACVN9KEBM2GHR_m3r5,2014-08-19,17:28:23,lossave_moral,5,1,47,485
A2AG0341RLZ2L8_m3r5,2014-08-19,17:28:23,lossave_moral,0,100,3,486
A3CD3C99T8S6ON_m3r5,2014-08-19,17:28:23,lossave_moral,5,5,47,487
A162Z8CZSL0NG1_m3r5,2014-08-19,17:28:28,lossave_moral,5,5,47,488
AEVU71Z2FDTUX_m3r5,2014-08-19,17:28:59,lossave_moral,0,5,47,489
A1FHY6RNR9QHT9_m3r5,2014-08-19,17:28:59,lossave_moral,10,100,24,490
" A1PYODCHRF96S8_m3r5",2014-08-19,17:29:00,lossave_moral,0,0,0,491
AN25IBDC0DUO7_m3r5,2014-08-19,17:29:08,lossave_moral,5,5,47,492
A23UGHBSIY45CU_m3r5,2014-08-19,17:29:15,lossave_moral,5,5,47,493
A3QSI8SVB5HJI7_m3r5,2014-08-19,17:29:24,lossave_moral,0,100,47,494
A2UVEVCYVC553J_m3r5,2014-08-19,17:29:33,lossave_moral,10,100,24,495
A3S7EWRS6P5UC0_m3r5,2014-08-19,17:29:35,lossave_moral,10,100,47,496
A30EONSVHP1J0F_m3r5,2014-08-19,17:29:39,lossave_moral,0,5,24,497
A26F9VP8ELLZC4_m3r5,2014-08-19,17:29:51,lossave_moral,5,5,47,498
A333JVWMKDSOF8_m3r5,2014-08-19,17:29:59,lossave_moral,5,20,47,499
A3I4EEKYGS03T6_m3r5,2014-08-19,17:30:24,lossave_moral,10,50,24,500
A1FB4RHFD0QZ3C_m3r5,2014-08-19,17:30:27,lossave_moral,10,100,24,501
A2QG6V1C14866C_m3r5,2014-08-19,17:30:46,lossave_moral,2,500,24,502
A1XB4TAGJDNMR_m3r5,2014-08-19,17:30:50,lossave_moral,0,5,47,503
ANMC5ZLSMTY43_m3r5,2014-08-19,17:31:11,lossave_moral,5,100,36,504
A2D2XQP00IZFR1_m3r5,2014-08-19,17:31:14,lossave_moral,5,5,47,505
A1ONILGBGJ8Y5K_m3r5,2014-08-19,17:31:18,lossave_moral,5,5,47,506
A26T6O5EFR54A9_m3r5,2014-08-19,17:31:30,lossave_moral,0,5,47,507
A23N4SC7GRNAIG_m3r5,2014-08-19,17:32:12,lossave_moral,0,1,47,508
ALILKWW13RD9_m3r5,2014-08-19,17:32:25,lossave_moral,0,100,96,509
A1W36Q5THCHYUZ_m3r5,2014-08-19,17:32:36,lossave_moral,10,100,24,510
A14G74OGU7ADCS_m3r5,2014-08-19,17:33:01,lossave_moral,10,5,47,511
A3JTR8H8X5WF11_m3r5,2014-08-19,17:33:01,lossave_moral,10,5,48,512
A3OJCWC178255T_m3r5,2014-08-19,17:33:23,lossave_moral,5,500,47,513
ATVU7N0LN2VY3_m3r5,2014-08-19,17:33:41,lossave_moral,5,5,47,514
A107R5H91EUQ9X_m3r5,2014-08-19,17:34:46,lossave_moral,0,5,47,515
A27BKFN6UB1LDP_m3r5,2014-08-19,17:34:47,lossave_moral,0,100,24,516
A19RAQ7NSO6SGB_m3r5,2014-08-19,17:34:49,lossave_moral,0,100,47,517
A2GS6VJEP91PA9_m3r5,2014-08-19,17:35:03,lossave_moral,0,5,47,518
A18SXC3JEN100U_m3r5,2014-08-19,17:35:30,lossave_moral,5,5,47,519
A2EO5AGNZ0EP8H_m3r5,2014-08-19,17:37:01,lossave_moral,10,100,24,520
A3RXVRZ0M163C0_m3r5,2014-08-19,17:37:49,lossave_moral,5,5,47,521
A2NA2OJT15COZY_m3r5,2014-08-19,17:38:45,lossave_moral,5,5,47,522
A2UXOEFCUYEV8U_m3r5,2014-08-19,17:40:16,lossave_moral,0,100,6,523
A77K8W55MJEKX_m3r5,2014-08-19,17:40:58,lossave_moral,5,5,47,524
A1CSDIX05PK9V_m3r5,2014-08-19,17:42:03,lossave_moral,0,5,47,525
A35LNMQUTP7IAF_m3r5,2014-08-19,17:42:35,lossave_moral,0,5,47,526
A1OU9O4WETRJBL_m3r5,2014-08-19,17:44:43,lossave_moral,5,5,47,527
ALN8151AY0OUT_m3r5,2014-08-19,17:44:59,lossave_moral,5,5,47,528
A2T114Z5BAQMFQ_m3r5,2014-08-19,17:45:08,lossave_moral,10,100,24,529
A24FRISMWCU3BX_m3r5,2014-08-19,17:49:38,lossave_moral,0,5,47,530
A2YKYAZYVWOXBO_m3r5,2014-08-19,17:50:13,lossave_moral,10,100,24,531
A19BL9GZGXFWFT_m3r5,2014-08-19,17:52:38,lossave_moral,5,5,47,532
A1GPG3WS6WMYRA_m3r5,2014-08-19,17:52:44,lossave_moral,10,1,47,533
A1153ZIEQX0ZJ8_m3r5,2014-08-19,17:52:50,lossave_moral,0,100,24,534
AESUJGBP5G7OJ_m3r5,2014-08-19,17:53:52,lossave_moral,5,5,47,535
A2QVMCGDLTWV9_m3r5,2014-08-19,17:54:41,lossave_moral,0,5,47,536
A3N0A01KQ1Z6CE_m3r5,2014-08-19,17:55:02,lossave_moral,5,1,47,537
A83B7NCMVYPLW_m3r5,2014-08-19,17:55:13,lossave_moral,10,100,24,538
AJMKH3WN5HAN7_m3r5,2014-08-19,17:56:58,lossave_moral,10,100,24,539
A30RP0VO7WACHI_m3r5,2014-08-19,17:57:55,lossave_moral,5,5,47,540
A2IY4Z79FRNF7N_m3r5,2014-08-19,17:58:16,lossave_moral,0,100,24,541
A2W1B07YBSBFBQ_m3r5,2014-08-19,17:58:21,lossave_moral,0,100,24,542
A332MXF8R3BG2Z_m3r5,2014-08-19,18:01:40,lossave_moral,10,100,24,543
A10CK23E76BWV6_m3r5,2014-08-19,18:05:40,lossave_moral,0,5,24,544
AAKL8L5X64LWD_m3r5,2014-08-19,18:07:01,lossave_moral,5,5,47,545
a36t25vuszlifo_m3r5,2014-08-19,18:07:58,lossave_moral,0,100,24,546
AVRED1AI0MTSU_m3r5,2014-08-19,18:11:10,lossave_moral,0,1,47,547
A1US9EJYVBJG4E_m3r5,2014-08-19,18:12:45,lossave_moral,0,100,96,548
A1TCEAVYT9RXBP_m3r5,2014-08-19,18:13:11,lossave_moral,0,100,24,549
AGW9M2B6SRZQ8_m3r5,2014-08-19,18:15:26,lossave_moral,1,5,47,550
A39VNH5NY0C54T_m3r5,2014-08-19,18:18:23,lossave_moral,10,100,6,551
A27YJ0L7WMD5G4_m3r5,2014-08-19,18:18:56,lossave_moral,0,100,24,552
ASXACVODSYD7G_m3r5,2014-08-19,18:19:23,lossave_moral,0,5,47,553
A3DTBL9NV7SDQC_m3r5,2014-08-19,18:20:06,lossave_moral,10,20,24,554
A2UF2FRGVW4T89_m3r5,2014-08-19,18:24:31,lossave_moral,5,5,47,555
A3MHYBS6PHJ5QG_m3r5,2014-08-19,18:32:19,lossave_moral,5,5,47,556
"A350C6KKI33T7R _m3r5",2014-08-19,18:35:21,lossave_moral,0,100,24,557
A2EHH2ZFIRF1BF_m3r5,2014-08-19,18:38:51,lossave_moral,10,5,47,558
AAE2Y3VOJRZVQ_m3r5,2014-08-19,18:43:57,lossave_moral,10,5,47,559
A2WF8JGMNB4UEN_m3r5,2014-08-19,18:44:03,lossave_moral,0,100,24,560
A3UC45GKCAZ7ZU_m3r5,2014-08-19,18:44:29,lossave_moral,0,5,24,561
"A2XVOYY8BDEZXF _m3r5",2014-08-19,18:48:20,lossave_moral,5,100,12,562
A3JF9SCAXEUCAM_m3r5,2014-08-19,18:48:43,lossave_moral,0,100,47,563
A3M6I7O4VW9KR1_m3r5,2014-08-19,19:00:02,lossave_moral,5,5,47,564
A36CA84QRHPL2Z_m3r5,2014-08-19,19:03:22,lossave_moral,0,100,47,565
A1VZSFHTU51JP0_m3r5,2014-08-19,19:07:33,lossave_moral,10,100,47,566
A10NAKQZQ4I9NH_m3r5,2014-08-19,19:13:12,lossave_moral,5,5,47,567
A14SDJ3ZSGV0FZ_m3r5,2014-08-19,19:13:31,lossave_moral,10,100,47,568
A38OV1V7A6UY46_m3r5,2014-08-19,19:14:55,lossave_moral,10,5,24,569
A01435663OC65K250L63L_m3r5,2014-08-19,19:18:25,lossave_moral,0,20,47,570
A123LX5DHYV18C_m3r5,2014-08-19,19:24:29,lossave_moral,0,5,47,571
A1YXVEUYY3TIYS_m3r5,2014-08-19,19:29:18,lossave_moral,0,100,24,572
ADAMK0ZKZRRS7_m3r5,2014-08-19,19:29:28,lossave_moral,10,20,47,573
A42P52VP1GLVY_m3r5,2014-08-19,19:47:56,lossave_moral,0,5,47,574
A2BICWCPAW5N7O_m3r5,2014-08-19,19:51:43,lossave_moral,10,100,24,575
A1NV0XFWWQSHB1_m3r5,2014-08-19,19:58:00,lossave_moral,0,100,24,576
A3862RIFFUV141_m3r5,2014-08-19,21:13:21,lossave_moral,5,5,47,577
