subject,datestamp,timestamp,version,moral1,moral2,moral3,id
A1STLUJFX2REHY_m3r5,2014-08-19,16:55:00,lossave_moral,7,7,7,36
AFS9PAUCGVKHG_m3r5,2014-08-19,16:55:09,lossave_moral,7,7,7,37
A10ATSOWHLJ98L_m3r5,2014-08-19,16:55:14,lossave_moral,7,7,7,38
AWKM2C49JSGYK_m3r5,2014-08-19,16:55:19,lossave_moral,6,6,6,39
A1M03U3W99BGZ4_m3r5,2014-08-19,16:55:34,lossave_moral,6,5,5,40
A2N4DD7IS7EI2D_m3r5,2014-08-19,16:55:56,lossave_moral,7,7,7,41
A11TVJYOUI2U25_m3r5,2014-08-19,16:56:03,lossave_moral,1,4,5,42
A3OPSGM3T0DIZ7_m3r5,2014-08-19,16:56:07,lossave_moral,6,4,6,43
A150GMV1YQWWB3_m3r5,2014-08-19,16:56:21,lossave_moral,7,6,7,44
A1TM2CV6CNVWGB_m3r5,2014-08-19,16:56:22,lossave_moral,2,4,2,45
A3IJDYRFNW4QY8_m3r5,2014-08-19,16:56:23,lossave_moral,7,7,5,46
A2CWJRAEFZ44HU_m3r5,2014-08-19,16:56:40,lossave_moral,6,7,7,47
A23O7BIKKPOZ2L_m3r5,2014-08-19,16:56:50,lossave_moral,5,4,3,48
A1WCAXCHWZPTFQ_m3r5,2014-08-19,16:56:59,lossave_moral,6,5,7,49
A1DK4S6CPLH396_m3r5,2014-08-19,16:57:00,lossave_moral,7,7,7,50
A17TJCEP04BEZ4_m3r5,2014-08-19,16:57:03,lossave_moral,6,7,6,51
ATATCYCP7QBQ9_m3r5,2014-08-19,16:57:08,lossave_moral,5,1,1,52
A3E6KX1ULZAWWO_m3r5,2014-08-19,16:57:11,lossave_moral,7,5,7,53
A35RGUQZRI1Q3M_m3r5,2014-08-19,16:57:15,lossave_moral,5,5,5,54
A37LY5UTJV2KYZ_m3r5,2014-08-19,16:57:15,lossave_moral,7,7,7,55
A3TUN250T19AUM_m3r5,2014-08-19,16:57:15,lossave_moral,7,7,6,56
" A2NFQGUAW8A3KK_m3r5",2014-08-19,16:57:17,lossave_moral,6,5,7,57
A3USS4O0RQZ37K_m3r5,2014-08-19,16:57:24,lossave_moral,6,5,5,58
A3K78FG696O9KL_m3r5,2014-08-19,16:57:29,lossave_moral,7,7,7,59
A3GUDRDPMAPBKD_m3r5,2014-08-19,16:57:31,lossave_moral,4,7,6,60
A15K0L6NGQXOM0_m3r5,2014-08-19,16:57:35,lossave_moral,5,4,4,61
A2RWYKSCTPWP1A_m3r5,2014-08-19,16:57:39,lossave_moral,5,6,3,62
AEVU71Z2FDTUX_m3r5,2014-08-19,16:57:48,lossave_moral,7,6,7,63
A39IR8O68MS8OL_m3r5,2014-08-19,16:57:51,lossave_moral,3,5,6,64
A22JDX98OTND6F_m3r5,2014-08-19,16:57:53,lossave_moral,6,6,7,65
A13Q8W0MU2Q928_m3r5,2014-08-19,16:58:06,lossave_moral,2,1,1,66
A2NQT50GA2G1B0_m3r5,2014-08-19,16:58:07,lossave_moral,7,7,4,67
AQ36OBO2GRA00_m3r5,2014-08-19,16:58:07,lossave_moral,3,5,5,68
A4CWPB6SOQZDE_m3r5,2014-08-19,16:58:14,lossave_moral,3,3,4,69
A2VCNB4XETPOT2_m3r5,2014-08-19,16:58:15,lossave_moral,5,4,5,70
A376N72I8BEE46_m3r5,2014-08-19,16:58:27,lossave_moral,6,6,7,71
A1F8MOWCCVDIH2_m3r5,2014-08-19,16:58:32,lossave_moral,2,1,1,72
AQ2INPVVXR1G0_m3r5,2014-08-19,16:58:52,lossave_moral,2,1,5,73
ATS4LL42S463Z_m3r5,2014-08-19,16:58:58,lossave_moral,7,3,7,74
A9QJ4L8XYDGUM_m3r5,2014-08-19,16:59:01,lossave_moral,3,5,5,75
A12UCN4XSJISMC_m3r5,2014-08-19,16:59:01,lossave_moral,7,7,6,76
A2FY93E2VMYOVT_m3r5,2014-08-19,16:59:05,lossave_moral,5,6,5,77
A1BUZHBNG7S152_m3r5,2014-08-19,16:59:05,lossave_moral,5,7,7,78
A3TON7406KNOVV_m3r5,2014-08-19,16:59:06,lossave_moral,6,5,5,79
AMS2DNBF8BGUM_m3r5,2014-08-19,16:59:24,lossave_moral,3,5,6,80
AVZOC3OGBQRX2_m3r5,2014-08-19,16:59:27,lossave_moral,7,6,4,81
A173MXK429XAZQ_m3r5,2014-08-19,16:59:27,lossave_moral,2,1,4,82
A37EC6JJ8SSJ2J_m3r5,2014-08-19,16:59:27,lossave_moral,6,4,6,83
A13XNKKN2LI6DF_m3r5,2014-08-19,16:59:36,lossave_moral,7,7,7,84
A1JT8X72RBC8S5_m3r5,2014-08-19,16:59:52,lossave_moral,2,6,7,85
ACTF0A4SXCOJB_m3r5,2014-08-19,16:59:56,lossave_moral,7,7,7,86
A1W642DZKSARRI_m3r5,2014-08-19,17:00:11,lossave_moral,4,3,2,87
A1IOJ2LGMGISYM_m3r5,2014-08-19,17:00:16,lossave_moral,7,7,7,88
A3HQXCWOIQKT4F_m3r5,2014-08-19,17:00:31,lossave_moral,5,5,7,89
A1FY9O940O9KU6_m3r5,2014-08-19,17:00:38,lossave_moral,4,5,6,90
A1Y8279NEP16J7_m3r5,2014-08-19,17:00:39,lossave_moral,7,7,7,91
A041360625EP76Q4XEVR4_m3r5,2014-08-19,17:00:40,lossave_moral,6,5,7,92
A2551EKB87S2XY_m3r5,2014-08-19,17:00:58,lossave_moral,5,5,4,93
"       A1922YIUI5MMUP_m3r5",2014-08-19,17:00:59,lossave_moral,1,1,7,94
ATHS9GUME1XCA_m3r5,2014-08-19,17:01:04,lossave_moral,5,5,7,95
A389GJDJ0ARZTO_m3r5,2014-08-19,17:01:19,lossave_moral,5,4,4,96
A34ZSF2JSRXIRP_m3r5,2014-08-19,17:01:28,lossave_moral,6,4,6,97
A3I7POZIF1UDTQ_m3r5,2014-08-19,17:01:33,lossave_moral,5,7,4,98
A25G79VS6OQCHW_m3r5,2014-08-19,17:01:34,lossave_moral,7,4,1,99
A1F0VPCA2QEVKZ_m3r5,2014-08-19,17:01:39,lossave_moral,2,6,6,100
A10V3PXHLR4VRM_m3r5,2014-08-19,17:01:40,lossave_moral,5,4,2,101
A2AFTOA85C1FM9_m3r5,2014-08-19,17:01:41,lossave_moral,7,7,7,102
AFB9N61OMZXCX_m3r5,2014-08-19,17:01:42,lossave_moral,5,6,4,103
A2H6XG5MS1WFFR_m3r5,2014-08-19,17:02:00,lossave_moral,7,7,5,104
A1G187YBG0DVMQ_m3r5,2014-08-19,17:02:04,lossave_moral,6,7,4,105
A1DJDT4B5B19Q2_m3r5,2014-08-19,17:02:07,lossave_moral,2,2,2,106
A2WDTJBM4ES5S4_m3r5,2014-08-19,17:02:26,lossave_moral,2,2,3,107
A2FMIQ8I86GWVQ_m3r5,2014-08-19,17:02:26,lossave_moral,2,1,5,108
A2OF53SX9BQ7RO_m3r5,2014-08-19,17:02:31,lossave_moral,7,4,7,109
A3PNHCZVCBIEJ1_m3r5,2014-08-19,17:02:32,lossave_moral,5,4,6,110
A1AQI9O8MNVL91_m3r5,2014-08-19,17:02:36,lossave_moral,5,5,4,111
A6IFGLL1RUCZU_m3r5,2014-08-19,17:02:39,lossave_moral,6,4,6,112
A35OGKV242IJ78_m3r5,2014-08-19,17:02:47,lossave_moral,7,7,4,113
ALK4VP6TPCBUV_m3r5,2014-08-19,17:02:51,lossave_moral,6,6,6,114
A3LMBD00DY11MJ_m3r5,2014-08-19,17:02:54,lossave_moral,1,1,1,115
ATDFF5B4NKQC7_m3r5,2014-08-19,17:03:13,lossave_moral,7,4,6,116
A32VJLRWGMYGSU_m3r5,2014-08-19,17:03:14,lossave_moral,5,4,5,117
AT9AFUEEYD8DE_m3r5,2014-08-19,17:03:28,lossave_moral,7,5,6,118
A2WH5WTM85ZF7G_m3r5,2014-08-19,17:03:36,lossave_moral,1,1,1,119
A1ZKLXSO7XLNZM_m3r5,2014-08-19,17:03:43,lossave_moral,7,6,6,120
A3H4B9BMSFGXWG_m3r5,2014-08-19,17:03:56,lossave_moral,5,4,5,121
A1MIEWVNQ9ZOWW_m3r5,2014-08-19,17:04:01,lossave_moral,7,7,7,122
" A1IZ4NX41GKU4X_m3r5",2014-08-19,17:04:04,lossave_moral,7,7,7,123
A1KISETSF4J3FI_m3r5,2014-08-19,17:04:34,lossave_moral,5,5,5,124
ARVXIBUCA8WDZ_m3r5,2014-08-19,17:04:37,lossave_moral,6,7,4,125
A20IF612YY351J_m3r5,2014-08-19,17:04:51,lossave_moral,7,3,7,126
AISWQM71RW9A2_m3r5,2014-08-19,17:05:08,lossave_moral,7,5,6,127
A3CLS3ZSAIOAHC_m3r5,2014-08-19,17:05:12,lossave_moral,7,7,7,128
AXPJ220BBN3MU_m3r5,2014-08-19,17:05:16,lossave_moral,1,1,1,129
A2ZE2IPHK152KA_m3r5,2014-08-19,17:05:17,lossave_moral,4,1,1,130
A2XTUQ4CD1LF2K_m3r5,2014-08-19,17:05:17,lossave_moral,6,5,1,131
AU0NZI2T3R792_m3r5,2014-08-19,17:05:21,lossave_moral,6,6,5,132
A1SIJ3BJFDZ8CU_m3r5,2014-08-19,17:05:21,lossave_moral,5,3,5,133
A2IFAPS9K2J2QC_m3r5,2014-08-19,17:05:36,lossave_moral,7,3,5,134
A1FZJ3S9CN8Z7T_m3r5,2014-08-19,17:05:47,lossave_moral,3,3,3,135
A2QQFGD7K7AHK8_m3r5,2014-08-19,17:06:29,lossave_moral,7,6,7,136
A3U3JYF64SJ4EJ_m3r5,2014-08-19,17:06:43,lossave_moral,5,5,6,137
A2EP2TI8HE8EGK_m3r5,2014-08-19,17:06:52,lossave_moral,3,5,5,138
AKG7VBOY97HKA_m3r5,2014-08-19,17:06:57,lossave_moral,2,3,2,139
A3938KLA9ORH2U_m3r5,2014-08-19,17:06:59,lossave_moral,7,2,6,140
A2KPT0PEUEXCC4_m3r5,2014-08-19,17:07:03,lossave_moral,3,5,4,141
A3J55BJGV95JKH_m3r5,2014-08-19,17:07:12,lossave_moral,6,5,3,142
A3JTR8H8X5WF11_m3r5,2014-08-19,17:07:13,lossave_moral,5,5,7,143
A1CUIN1FSZCM50_m3r5,2014-08-19,17:07:31,lossave_moral,7,5,7,144
A2Y0ZGI29KQBTB_m3r5,2014-08-19,17:07:36,lossave_moral,6,7,7,145
A1EPR9V3VID3RI_m3r5,2014-08-19,17:07:40,lossave_moral,7,7,5,146
A2GZI3UFOTY969_m3r5,2014-08-19,17:07:50,lossave_moral,1,6,5,147
AQHYHAYS90S76_m3r5,2014-08-19,17:07:50,lossave_moral,3,4,5,148
AKB1IT758U2LU_m3r5,2014-08-19,17:07:51,lossave_moral,1,1,1,149
A3R75ZHD4610J_m3r5,2014-08-19,17:08:39,lossave_moral,3,6,7,150
A2B5HZBQ6C3J3L_m3r5,2014-08-19,17:08:44,lossave_moral,5,5,2,151
A8ZJ0R59VBVMC_m3r5,2014-08-19,17:08:45,lossave_moral,3,3,5,152
A269Z70PE47Z5X_m3r5,2014-08-19,17:08:46,lossave_moral,6,3,5,153
A35UUN98XNQJJS_m3r5,2014-08-19,17:08:48,lossave_moral,6,5,6,154
A21EPR8KW0GWX2_m3r5,2014-08-19,17:08:55,lossave_moral,7,7,6,155
A3GWGTLQNHVQ2M_m3r5,2014-08-19,17:09:07,lossave_moral,6,7,3,156
A2X7J4C6MIXVDB_m3r5,2014-08-19,17:09:10,lossave_moral,7,7,7,157
A1T9ZEA4PGLHYD_m3r5,2014-08-19,17:09:23,lossave_moral,1,7,5,158
A1H198MRIM37T1_m3r5,2014-08-19,17:09:39,lossave_moral,1,1,7,159
" A37FQI6S9XARBT_m3r5",2014-08-19,17:09:58,lossave_moral,1,6,5,160
A2M2BNQ1XW3J4Y_m3r5,2014-08-19,17:10:04,lossave_moral,3,4,5,161
A2P6VK1US8OTC5_m3r5,2014-08-19,17:10:08,lossave_moral,7,5,4,162
A4N6HMS8AW9ZB_m3r5,2014-08-19,17:10:12,lossave_moral,7,6,6,163
A3KO0A2DR3CH4F_m3r5,2014-08-19,17:10:16,lossave_moral,1,1,4,164
AB1X97ASE626Q_m3r5,2014-08-19,17:10:21,lossave_moral,6,4,4,165
A1QCJ8KX7WWY1B_m3r5,2014-08-19,17:10:34,lossave_moral,4,4,4,166
A1XR97XSHB17AB_m3r5,2014-08-19,17:10:55,lossave_moral,7,4,5,167
AAS0V105QISPM_m3r5,2014-08-19,17:10:56,lossave_moral,1,4,5,168
A3DAXQCWF0YI0M_m3r5,2014-08-19,17:11:01,lossave_moral,7,5,6,169
A1H3TNUIQS76TM_m3r5,2014-08-19,17:11:05,lossave_moral,7,1,6,170
A2NZ7RMSBXESNI_m3r5,2014-08-19,17:11:31,lossave_moral,5,5,5,171
AVPKE76DJLWK6_m3r5,2014-08-19,17:11:42,lossave_moral,7,5,5,172
A23UGHBSIY45CU_m3r5,2014-08-19,17:12:26,lossave_moral,6,4,3,173
" A1PYODCHRF96S8_m3r5",2014-08-19,17:12:28,lossave_moral,3,5,4,174
A3MFS69UTW9KL8_m3r5,2014-08-19,17:12:28,lossave_moral,2,5,6,175
A1LO480CZXGR32_m3r5,2014-08-19,17:12:29,lossave_moral,5,2,5,176
A1OU9O4WETRJBL_m3r5,2014-08-19,17:12:30,lossave_moral,7,6,7,177
A2L73JKDFWI0KJ_m3r5,2014-08-19,17:12:35,lossave_moral,4,1,1,178
A1KOHXO0BIQB8T_m3r5,2014-08-19,17:12:41,lossave_moral,2,1,5,179
A3AQYGTOA6MFL8_m3r5,2014-08-19,17:12:41,lossave_moral,1,1,1,180
" ASUN9TWBTBRCY_m3r5",2014-08-19,17:12:46,lossave_moral,7,3,3,181
A1PIJKC3FM7B60_m3r5,2014-08-19,17:13:00,lossave_moral,4,1,7,182
A16GYJ4ZNAJ1FE_m3r5,2014-08-19,17:13:04,lossave_moral,3,6,7,183
ARN53ET0LBBBP_m3r5,2014-08-19,17:13:11,lossave_moral,3,3,6,184
A3675LEANIPGBO_m3r5,2014-08-19,17:13:11,lossave_moral,7,7,7,185
A2FRFMTVRHBF53_m3r5,2014-08-19,17:13:24,lossave_moral,1,1,1,186
AY1CM9ZI774II_m3r5,2014-08-19,17:13:26,lossave_moral,7,7,7,187
A3RU7ANMLXJQF6_m3r5,2014-08-19,17:13:27,lossave_moral,1,1,1,188
A3AZJGI9D7C0PD_m3r5,2014-08-19,17:14:07,lossave_moral,7,7,7,189
A2OLVF6P86QSQJ_m3r5,2014-08-19,17:14:39,lossave_moral,7,7,7,190
A6GK3W5MDWXCY_m3r5,2014-08-19,17:14:45,lossave_moral,1,5,6,191
A1FHY6RNR9QHT9_m3r5,2014-08-19,17:14:53,lossave_moral,2,2,6,192
AF55TOBE2AI1U_m3r5,2014-08-19,17:14:55,lossave_moral,7,7,7,193
ALILKWW13RD9_m3r5,2014-08-19,17:15:01,lossave_moral,3,5,5,194
A2MQXFHQABHJ8E_m3r5,2014-08-19,17:15:03,lossave_moral,5,6,5,195
A14WLAP6TCEKO0_m3r5,2014-08-19,17:15:07,lossave_moral,4,6,5,196
A17BQ2QRW1V9AO_m3r5,2014-08-19,17:15:12,lossave_moral,7,6,7,197
A2UXOEFCUYEV8U_m3r5,2014-08-19,17:15:14,lossave_moral,5,7,7,198
A332MXF8R3BG2Z_m3r5,2014-08-19,17:15:24,lossave_moral,2,1,4,199
A1OW8OJ9OIY182_m3r5,2014-08-19,17:15:32,lossave_moral,6,6,6,200
A3TG5YNIWW3WGP_m3r5,2014-08-19,17:15:37,lossave_moral,1,1,1,201
A423QQ5WN43B9_m3r5,2014-08-19,17:15:47,lossave_moral,1,1,4,202
A14G74OGU7ADCS_m3r5,2014-08-19,17:16:02,lossave_moral,6,5,4,203
A2SVUP7CUY0P3L_m3r5,2014-08-19,17:16:12,lossave_moral,4,5,4,204
A333JVWMKDSOF8_m3r5,2014-08-19,17:16:15,lossave_moral,1,1,1,205
AVIOR20K5ZXQD_m3r5,2014-08-19,17:16:18,lossave_moral,5,6,5,206
A5ZWYI3H052FT_m3r5,2014-08-19,17:16:20,lossave_moral,7,7,6,207
A3QLTVQPG1N27R_m3r5,2014-08-19,17:16:25,lossave_moral,7,7,7,208
A1QMSDPJMMIO0T_m3r5,2014-08-19,17:16:31,lossave_moral,7,7,7,209
A26F9VP8ELLZC4_m3r5,2014-08-19,17:16:32,lossave_moral,5,2,6,210
A1GDDULNGBI1P9_m3r5,2014-08-19,17:16:39,lossave_moral,7,7,7,211
A1K6T4BCZASC50_m3r5,2014-08-19,17:16:43,lossave_moral,1,1,1,212
A32MGSAQ6QL9CK_m3r5,2014-08-19,17:17:02,lossave_moral,7,5,6,213
A31O5XYX80XD21_m3r5,2014-08-19,17:17:09,lossave_moral,2,3,4,214
A315IS7QIVORIT_m3r5,2014-08-19,17:17:12,lossave_moral,7,5,7,215
ACVN9KEBM2GHR_m3r5,2014-08-19,17:17:18,lossave_moral,4,3,7,216
A35QKJ6MGNT45D_m3r5,2014-08-19,17:17:19,lossave_moral,7,5,5,217
A18DKL63PB77JH_m3r5,2014-08-19,17:17:20,lossave_moral,7,5,7,218
A2TVG2HLMKVMSL_m3r5,2014-08-19,17:17:23,lossave_moral,7,5,4,219
A3CD3C99T8S6ON_m3r5,2014-08-19,17:17:28,lossave_moral,6,4,6,220
A3S7EWRS6P5UC0_m3r5,2014-08-19,17:17:32,lossave_moral,7,7,7,221
A2AG0341RLZ2L8_m3r5,2014-08-19,17:17:35,lossave_moral,5,5,3,222
AN25IBDC0DUO7_m3r5,2014-08-19,17:17:44,lossave_moral,1,1,4,223
A22KRF782ELLB0_m3r5,2014-08-19,17:17:44,lossave_moral,6,5,4,224
A2QG6V1C14866C_m3r5,2014-08-19,17:17:44,lossave_moral,4,4,7,225
A2ALWT2BUSXD83_m3r5,2014-08-19,17:17:44,lossave_moral,6,6,7,226
A2UVEVCYVC553J_m3r5,2014-08-19,17:17:52,lossave_moral,7,7,7,227
A35BNQU01DFD0D_m3r5,2014-08-19,17:18:04,lossave_moral,5,4,4,228
A3DTBL9NV7SDQC_m3r5,2014-08-19,17:18:05,lossave_moral,7,1,7,229
A162Z8CZSL0NG1_m3r5,2014-08-19,17:18:06,lossave_moral,6,2,6,230
A2EM7RPFW3DU9N_m3r5,2014-08-19,17:18:31,lossave_moral,4,2,4,231
A30EONSVHP1J0F_m3r5,2014-08-19,17:18:32,lossave_moral,7,6,7,232
A33AZCOKCCTUXV_m3r5,2014-08-19,17:18:34,lossave_moral,2,1,5,233
A1FB4RHFD0QZ3C_m3r5,2014-08-19,17:18:47,lossave_moral,7,6,4,234
A1ONILGBGJ8Y5K_m3r5,2014-08-19,17:18:48,lossave_moral,6,6,3,235
A1W36Q5THCHYUZ_m3r5,2014-08-19,17:18:51,lossave_moral,7,7,7,236
A3QSI8SVB5HJI7_m3r5,2014-08-19,17:18:55,lossave_moral,5,7,7,237
A2NA2OJT15COZY_m3r5,2014-08-19,17:18:56,lossave_moral,5,3,7,238
A26T6O5EFR54A9_m3r5,2014-08-19,17:19:02,lossave_moral,7,5,5,239
A19RAQ7NSO6SGB_m3r5,2014-08-19,17:19:14,lossave_moral,6,7,7,240
A2D2XQP00IZFR1_m3r5,2014-08-19,17:19:39,lossave_moral,7,1,4,241
A70AS0KVKADBY_m3r5,2014-08-19,17:19:40,lossave_moral,5,5,6,242
A23N4SC7GRNAIG_m3r5,2014-08-19,17:19:45,lossave_moral,2,1,5,243
A2EO5AGNZ0EP8H_m3r5,2014-08-19,17:20:21,lossave_moral,5,3,7,244
A3RXVRZ0M163C0_m3r5,2014-08-19,17:20:22,lossave_moral,5,4,5,245
A18SXC3JEN100U_m3r5,2014-08-19,17:20:31,lossave_moral,7,6,7,246
ANMC5ZLSMTY43_m3r5,2014-08-19,17:20:32,lossave_moral,6,5,6,247
A27BKFN6UB1LDP_m3r5,2014-08-19,17:20:36,lossave_moral,3,2,1,248
AQL2N2W222GBS_m3r5,2014-08-19,17:20:54,lossave_moral,7,7,7,249
A1XB4TAGJDNMR_m3r5,2014-08-19,17:21:22,lossave_moral,6,5,6,250
A3I4EEKYGS03T6_m3r5,2014-08-19,17:21:46,lossave_moral,7,5,4,251
ATVU7N0LN2VY3_m3r5,2014-08-19,17:23:27,lossave_moral,6,6,5,252
A107R5H91EUQ9X_m3r5,2014-08-19,17:23:29,lossave_moral,7,7,7,253
A3OJCWC178255T_m3r5,2014-08-19,17:24:14,lossave_moral,5,5,5,254
A3JTR8H8X5WF11_m3r5,2014-08-19,17:24:32,lossave_moral,5,5,7,255
A2GS6VJEP91PA9_m3r5,2014-08-19,17:25:41,lossave_moral,7,7,2,256
A2T114Z5BAQMFQ_m3r5,2014-08-19,17:27:05,lossave_moral,1,1,1,257
A77K8W55MJEKX_m3r5,2014-08-19,17:29:00,lossave_moral,1,1,3,258
A2NA2OJT15COZY_m3r5,2014-08-19,17:29:46,lossave_moral,5,2,7,259
A35LNMQUTP7IAF_m3r5,2014-08-19,17:31:36,lossave_moral,4,4,6,260
ALN8151AY0OUT_m3r5,2014-08-19,17:32:24,lossave_moral,7,7,7,261
A1CSDIX05PK9V_m3r5,2014-08-19,17:34:16,lossave_moral,3,6,4,262
A24FRISMWCU3BX_m3r5,2014-08-19,17:36:03,lossave_moral,5,3,6,263
A2YKYAZYVWOXBO_m3r5,2014-08-19,17:38:17,lossave_moral,7,7,7,264
A1OY40VC86UZZ5_m3r5,2014-08-19,17:40:43,lossave_moral,6,6,7,265
A1153ZIEQX0ZJ8_m3r5,2014-08-19,17:42:15,lossave_moral,5,6,6,266
A1GPG3WS6WMYRA_m3r5,2014-08-19,17:42:55,lossave_moral,7,5,6,267
A19BL9GZGXFWFT_m3r5,2014-08-19,17:43:27,lossave_moral,1,1,1,268
A3N0A01KQ1Z6CE_m3r5,2014-08-19,17:43:36,lossave_moral,7,7,7,269
A83B7NCMVYPLW_m3r5,2014-08-19,17:44:12,lossave_moral,6,6,5,270
AESUJGBP5G7OJ_m3r5,2014-08-19,17:44:14,lossave_moral,6,3,7,271
A2QVMCGDLTWV9_m3r5,2014-08-19,17:45:51,lossave_moral,6,5,6,272
AJMKH3WN5HAN7_m3r5,2014-08-19,17:46:19,lossave_moral,1,7,7,273
A2W1B07YBSBFBQ_m3r5,2014-08-19,17:48:39,lossave_moral,5,4,1,274
A2IY4Z79FRNF7N_m3r5,2014-08-19,17:48:57,lossave_moral,5,5,4,275
A30RP0VO7WACHI_m3r5,2014-08-19,17:50:05,lossave_moral,7,7,7,276
A10CK23E76BWV6_m3r5,2014-08-19,17:50:41,lossave_moral,5,2,6,277
a36t25vuszlifo_m3r5,2014-08-19,17:54:43,lossave_moral,6,7,6,278
A39VNH5NY0C54T_m3r5,2014-08-19,17:56:52,lossave_moral,7,7,7,279
AVRED1AI0MTSU_m3r5,2014-08-19,17:57:28,lossave_moral,7,6,5,280
A1TCEAVYT9RXBP_m3r5,2014-08-19,17:58:05,lossave_moral,1,7,1,281
AAKL8L5X64LWD_m3r5,2014-08-19,17:59:16,lossave_moral,5,6,4,282
AGW9M2B6SRZQ8_m3r5,2014-08-19,18:02:21,lossave_moral,5,7,6,283
A1US9EJYVBJG4E_m3r5,2014-08-19,18:02:49,lossave_moral,1,2,4,284
A27YJ0L7WMD5G4_m3r5,2014-08-19,18:08:48,lossave_moral,7,7,4,285
ASXACVODSYD7G_m3r5,2014-08-19,18:09:33,lossave_moral,7,3,5,286
A2UF2FRGVW4T89_m3r5,2014-08-19,18:11:32,lossave_moral,4,2,4,287
A3MHYBS6PHJ5QG_m3r5,2014-08-19,18:21:56,lossave_moral,5,4,5,288
"A350C6KKI33T7R _m3r5",2014-08-19,18:22:24,lossave_moral,5,6,6,289
A2EHH2ZFIRF1BF_m3r5,2014-08-19,18:23:13,lossave_moral,1,1,1,290
A3UC45GKCAZ7ZU_m3r5,2014-08-19,18:31:54,lossave_moral,6,4,7,291
AAE2Y3VOJRZVQ_m3r5,2014-08-19,18:33:53,lossave_moral,6,5,6,292
A2WF8JGMNB4UEN_m3r5,2014-08-19,18:34:14,lossave_moral,6,3,5,293
A3JF9SCAXEUCAM_m3r5,2014-08-19,18:36:14,lossave_moral,1,1,1,294
"A2XVOYY8BDEZXF _m3r5",2014-08-19,18:40:23,lossave_moral,7,7,7,295
A3M6I7O4VW9KR1_m3r5,2014-08-19,18:42:13,lossave_moral,4,7,4,296
A36CA84QRHPL2Z_m3r5,2014-08-19,18:55:29,lossave_moral,5,3,7,297
A1VZSFHTU51JP0_m3r5,2014-08-19,18:56:10,lossave_moral,6,7,7,298
A1HO3Z29A3N7K5_m3r5,2014-08-19,19:01:31,lossave_moral,4,5,4,299
A10NAKQZQ4I9NH_m3r5,2014-08-19,19:02:58,lossave_moral,6,3,5,300
A38OV1V7A6UY46_m3r5,2014-08-19,19:03:06,lossave_moral,6,4,7,301
A01435663OC65K250L63L_m3r5,2014-08-19,19:04:03,lossave_moral,7,7,7,302
A14SDJ3ZSGV0FZ_m3r5,2014-08-19,19:04:16,lossave_moral,7,7,7,303
A123LX5DHYV18C_m3r5,2014-08-19,19:10:48,lossave_moral,1,1,5,304
ADAMK0ZKZRRS7_m3r5,2014-08-19,19:19:21,lossave_moral,5,5,6,305
A1YXVEUYY3TIYS_m3r5,2014-08-19,19:19:49,lossave_moral,5,5,5,306
A42P52VP1GLVY_m3r5,2014-08-19,19:20:04,lossave_moral,4,2,5,307
A2BICWCPAW5N7O_m3r5,2014-08-19,19:38:15,lossave_moral,2,2,2,308
