subject,datestamp,timestamp,version,d1,d2,d3,d4,d5,d6,d7,d8,d9,id
A2UXOEFCUYEV8U_m3r5,2014-08-19,17:39:00,lossave_moral,0,0,1,0,1,0,0,0,1,524
A2T114Z5BAQMFQ_m3r5,2014-08-19,17:39:50,lossave_moral,1,1,1,1,1,1,1,1,1,525
A77K8W55MJEKX_m3r5,2014-08-19,17:40:46,lossave_moral,0,0,0,0,0,0,0,0,1,526
A1CSDIX05PK9V_m3r5,2014-08-19,17:41:52,lossave_moral,0,0,1,1,1,1,0,1,1,527
A35LNMQUTP7IAF_m3r5,2014-08-19,17:42:22,lossave_moral,0,0,1,0,1,0,1,0,1,528
A1OU9O4WETRJBL_m3r5,2014-08-19,17:44:02,lossave_moral,0,0,1,0,1,0,1,0,1,529
ALN8151AY0OUT_m3r5,2014-08-19,17:44:36,lossave_moral,0,0,1,0,1,0,0,0,1,530
A24FRISMWCU3BX_m3r5,2014-08-19,17:48:37,lossave_moral,0,0,1,0,1,0,0,0,1,531
A2YKYAZYVWOXBO_m3r5,2014-08-19,17:49:48,lossave_moral,0,0,1,1,1,1,1,0,1,532
A1GPG3WS6WMYRA_m3r5,2014-08-19,17:52:06,lossave_moral,0,0,1,0,0,0,1,0,1,533
A19BL9GZGXFWFT_m3r5,2014-08-19,17:52:23,lossave_moral,0,0,1,0,1,0,1,0,1,534
AESUJGBP5G7OJ_m3r5,2014-08-19,17:52:30,lossave_moral,0,0,1,0,1,1,1,0,1,535
A1153ZIEQX0ZJ8_m3r5,2014-08-19,17:52:38,lossave_moral,0,0,1,1,1,0,1,0,1,536
A83B7NCMVYPLW_m3r5,2014-08-19,17:54:15,lossave_moral,0,0,0,0,0,0,0,0,0,537
A3N0A01KQ1Z6CE_m3r5,2014-08-19,17:54:17,lossave_moral,0,0,1,0,1,0,0,0,1,538
A2QVMCGDLTWV9_m3r5,2014-08-19,17:54:29,lossave_moral,0,0,1,0,1,0,0,0,1,539
AJMKH3WN5HAN7_m3r5,2014-08-19,17:56:07,lossave_moral,1,1,1,1,1,1,1,1,1,540
A30RP0VO7WACHI_m3r5,2014-08-19,17:57:34,lossave_moral,0,0,1,0,0,0,0,0,1,541
A2W1B07YBSBFBQ_m3r5,2014-08-19,17:57:48,lossave_moral,0,0,1,0,1,0,1,0,1,542
A2IY4Z79FRNF7N_m3r5,2014-08-19,17:57:53,lossave_moral,0,0,1,0,1,0,0,0,1,543
A332MXF8R3BG2Z_m3r5,2014-08-19,18:01:05,lossave_moral,0,0,1,0,1,0,0,0,1,544
A10CK23E76BWV6_m3r5,2014-08-19,18:04:36,lossave_moral,0,0,0,0,1,1,1,0,1,545
a36t25vuszlifo_m3r5,2014-08-19,18:06:45,lossave_moral,0,0,1,0,1,0,1,0,1,546
AAKL8L5X64LWD_m3r5,2014-08-19,18:06:46,lossave_moral,0,0,1,1,1,0,1,0,1,547
AVRED1AI0MTSU_m3r5,2014-08-19,18:10:43,lossave_moral,0,0,1,0,1,0,0,0,1,548
A1TCEAVYT9RXBP_m3r5,2014-08-19,18:12:27,lossave_moral,0,0,1,1,1,0,1,0,1,549
A1US9EJYVBJG4E_m3r5,2014-08-19,18:12:35,lossave_moral,0,0,1,1,1,1,1,0,1,550
AGW9M2B6SRZQ8_m3r5,2014-08-19,18:15:10,lossave_moral,0,0,1,0,1,0,1,0,1,551
A39VNH5NY0C54T_m3r5,2014-08-19,18:17:57,lossave_moral,0,0,1,0,1,0,1,0,1,552
A27YJ0L7WMD5G4_m3r5,2014-08-19,18:18:42,lossave_moral,0,0,1,0,1,0,1,0,1,553
ASXACVODSYD7G_m3r5,2014-08-19,18:18:52,lossave_moral,0,0,1,1,1,0,1,0,1,554
A3DTBL9NV7SDQC_m3r5,2014-08-19,18:19:37,lossave_moral,0,0,1,0,1,1,1,0,1,555
A2UF2FRGVW4T89_m3r5,2014-08-19,18:24:20,lossave_moral,0,0,1,0,1,0,1,0,1,556
A3MHYBS6PHJ5QG_m3r5,2014-08-19,18:31:58,lossave_moral,0,0,1,0,1,0,1,0,1,557
"A350C6KKI33T7R _m3r5",2014-08-19,18:34:25,lossave_moral,0,0,1,1,1,1,1,1,1,558
A3UC45GKCAZ7ZU_m3r5,2014-08-19,18:43:16,lossave_moral,0,0,1,1,1,0,1,0,1,559
AAE2Y3VOJRZVQ_m3r5,2014-08-19,18:43:30,lossave_moral,0,0,1,0,0,0,0,0,1,560
A2WF8JGMNB4UEN_m3r5,2014-08-19,18:43:36,lossave_moral,0,0,1,0,0,0,0,0,1,561
A3JF9SCAXEUCAM_m3r5,2014-08-19,18:47:15,lossave_moral,0,0,1,1,1,1,1,0,1,562
"A2XVOYY8BDEZXF _m3r5",2014-08-19,18:47:18,lossave_moral,0,0,1,0,1,0,1,0,1,563
A3M6I7O4VW9KR1_m3r5,2014-08-19,18:59:29,lossave_moral,0,0,1,0,1,0,1,0,1,564
A36CA84QRHPL2Z_m3r5,2014-08-19,19:03:10,lossave_moral,0,0,1,0,1,0,1,0,1,565
A1VZSFHTU51JP0_m3r5,2014-08-19,19:06:45,lossave_moral,0,0,1,0,0,0,0,0,1,566
A10NAKQZQ4I9NH_m3r5,2014-08-19,19:12:25,lossave_moral,0,0,1,1,1,1,1,1,1,567
A14SDJ3ZSGV0FZ_m3r5,2014-08-19,19:13:09,lossave_moral,0,0,1,0,1,0,0,0,1,568
A38OV1V7A6UY46_m3r5,2014-08-19,19:14:18,lossave_moral,0,0,1,1,1,0,1,0,1,569
A01435663OC65K250L63L_m3r5,2014-08-19,19:16:59,lossave_moral,0,0,1,0,0,0,0,0,1,570
A123LX5DHYV18C_m3r5,2014-08-19,19:22:36,lossave_moral,0,0,1,0,1,0,0,0,1,571
A1YXVEUYY3TIYS_m3r5,2014-08-19,19:28:40,lossave_moral,0,0,1,0,0,0,0,0,1,572
ADAMK0ZKZRRS7_m3r5,2014-08-19,19:28:40,lossave_moral,0,0,1,0,1,0,1,0,1,573
A42P52VP1GLVY_m3r5,2014-08-19,19:34:40,lossave_moral,0,0,1,1,1,0,1,0,1,574
A2BICWCPAW5N7O_m3r5,2014-08-19,19:51:20,lossave_moral,0,0,1,0,1,0,0,0,1,575
A1NV0XFWWQSHB1_m3r5,2014-08-19,19:57:23,lossave_moral,0,0,0,0,0,0,0,0,0,576
A3862RIFFUV141_m3r5,2014-08-19,21:13:13,lossave_moral,0,0,1,0,1,0,0,0,1,577
