r,p,common,stroop,stay,subj
0.63596,0.68067,-1,0.020619,1,50
1.636,0.68067,-1,0.020619,1,50
0.63596,0.68067,-1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
-0.36404,0.68067,1,0.020619,0,50
0.63596,0.68067,-1,0.020619,1,50
-1.364,-0.31933,1,0.020619,1,50
-1.364,0.68067,1,0.020619,0,50
-0.36404,0.68067,1,0.020619,1,50
-0.36404,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
-0.36404,0.68067,-1,0.020619,1,50
0.63596,0.68067,-1,0.020619,1,50
-1.364,-2.3193,1,0.020619,1,50
-1.364,-0.31933,1,0.020619,1,50
1.636,0.68067,-1,0.020619,0,50
2.636,0.68067,1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
-1.364,0.68067,-1,0.020619,0,50
-1.364,0.68067,1,0.020619,0,50
-1.364,0.68067,1,0.020619,0,50
-1.364,-1.3193,-1,0.020619,0,50
-1.364,-2.3193,1,0.020619,0,50
0.63596,0.68067,1,0.020619,1,50
2.636,0.68067,1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
-1.364,-1.3193,-1,0.020619,1,50
0.63596,0.68067,1,0.020619,1,50
0.63596,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
-1.364,-3.3193,-1,0.020619,1,50
-1.364,-3.3193,1,0.020619,1,50
-1.364,-0.31933,1,0.020619,1,50
-1.364,-0.31933,1,0.020619,0,50
-1.364,-2.3193,-1,0.020619,1,50
-1.364,-2.3193,-1,0.020619,0,50
-1.364,-0.31933,1,0.020619,0,50
0.63596,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
3.636,0.68067,-1,0.020619,0,50
-1.364,-1.3193,-1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
0.63596,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,0,50
-1.364,0.68067,1,0.020619,0,50
-1.364,-0.31933,1,0.020619,0,50
-1.364,-0.31933,1,0.020619,0,50
-1.364,-1.3193,-1,0.020619,0,50
1.636,0.68067,-1,0.020619,1,50
-1.364,-2.3193,1,0.020619,0,50
2.636,0.68067,1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
-0.36404,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
-0.36404,0.68067,-1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
2.636,0.68067,-1,0.020619,1,50
1.636,0.68067,-1,0.020619,1,50
-1.364,-1.3193,1,0.020619,1,50
-1.364,0.68067,1,0.020619,1,50
0.63596,0.68067,1,0.020619,1,50
-1.364,0.68067,-1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
0.63596,0.68067,1,0.020619,1,50
-1.364,0.68067,-1,0.020619,1,50
0.63596,0.68067,1,0.020619,1,50
0.63596,0.68067,1,0.020619,1,50
-0.36404,0.68067,1,0.020619,1,50
0.63596,0.68067,1,0.020619,1,50
-1.364,-0.31933,-1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
0.63596,0.68067,1,0.020619,1,50
-1.364,0.68067,1,0.020619,0,50
1.636,0.68067,1,0.020619,1,50
-1.364,0.68067,-1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
-0.36404,0.68067,1,0.020619,1,50
-0.36404,0.68067,1,0.020619,1,50
1.636,0.68067,-1,0.020619,1,50
-1.364,-1.3193,1,0.020619,0,50
-1.364,-2.3193,-1,0.020619,1,50
3.636,0.68067,1,0.020619,1,50
2.636,0.68067,1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
-1.364,-2.3193,-1,0.020619,1,50
-1.364,-1.3193,-1,0.020619,0,50
-1.364,-0.31933,1,0.020619,1,50
-1.364,-0.31933,1,0.020619,1,50
-1.364,0.68067,1,0.020619,0,50
1.636,0.68067,-1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
1.636,0.68067,1,0.020619,1,50
-1.364,0.68067,-1,-0.20092,1,51
3.636,0.68067,1,-0.20092,1,51
2.636,0.68067,1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
-1.364,0.68067,-1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-1.364,-2.3193,-1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
-1.364,-2.3193,-1,-0.20092,1,51
-1.364,-1.3193,1,-0.20092,1,51
-1.364,-1.3193,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,1,51
-1.364,-3.3193,1,-0.20092,1,51
1.636,0.68067,-1,-0.20092,1,51
-1.364,-1.3193,1,-0.20092,1,51
-1.364,-1.3193,1,-0.20092,1,51
-1.364,-1.3193,1,-0.20092,1,51
0.63596,0.68067,-1,-0.20092,0,51
0.63596,0.68067,1,-0.20092,0,51
-1.364,-3.3193,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,1,51
-0.36404,0.68067,-1,-0.20092,1,51
-1.364,-2.3193,1,-0.20092,0,51
2.636,0.68067,1,-0.20092,1,51
0.63596,0.68067,-1,-0.20092,1,51
2.636,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,0,51
-1.364,-1.3193,-1,-0.20092,1,51
-1.364,-1.3193,-1,-0.20092,0,51
-1.364,-2.3193,1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,0,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,1,51
-1.364,-1.3193,-1,-0.20092,1,51
-1.364,-0.31933,-1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
2.636,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
0.63596,0.68067,-1,-0.20092,1,51
1.636,0.68067,-1,-0.20092,1,51
0.63596,0.68067,-1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-1.364,-0.31933,-1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
2.636,0.68067,1,-0.20092,1,51
3.636,0.68067,1,-0.20092,1,51
2.636,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-0.36404,0.68067,-1,-0.20092,1,51
-1.364,-2.3193,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-0.36404,0.68067,-1,-0.20092,1,51
2.636,0.68067,1,-0.20092,1,51
-1.364,-3.3193,-1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
-1.364,-1.3193,-1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
2.636,0.68067,-1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,1,51
-1.364,-2.3193,1,-0.20092,1,51
2.636,0.68067,-1,-0.20092,1,51
2.636,0.68067,-1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,1,51
2.636,0.68067,1,-0.20092,1,51
-1.364,-1.3193,-1,-0.20092,1,51
-1.364,-1.3193,-1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,1,51
2.636,0.68067,1,-0.20092,1,51
2.636,0.68067,1,-0.20092,1,51
-1.364,-1.3193,-1,-0.20092,1,51
-1.364,-3.3193,-1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
2.636,0.68067,-1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
0.63596,0.68067,-1,-0.20092,1,51
1.636,0.68067,-1,-0.20092,1,51
-1.364,-1.3193,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
-1.364,0.68067,-1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
-1.364,0.68067,-1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
-1.364,-0.31933,-1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,-0.31933,1,-0.20092,1,51
0.63596,0.68067,-1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
-1.364,-0.31933,-1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-1.364,-1.3193,-1,-0.20092,1,51
-0.36404,0.68067,1,-0.20092,1,51
2.636,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-1.364,-2.3193,-1,-0.20092,1,51
1.636,0.68067,-1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
0.63596,0.68067,1,-0.20092,1,51
-1.364,0.68067,1,-0.20092,1,51
1.636,0.68067,-1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
1.636,0.68067,1,-0.20092,1,51
-1.364,0.68067,-1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,0,53
-1.364,-1.3193,1,-0.11901,0,53
-0.36404,0.68067,1,-0.11901,1,53
-1.364,0.68067,-1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
-1.364,0.68067,-1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
3.636,0.68067,1,-0.11901,1,53
-1.364,-2.3193,-1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
-1.364,0.68067,-1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
-1.364,-1.3193,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
0.63596,0.68067,-1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
1.636,0.68067,-1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
2.636,0.68067,-1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,-1.3193,1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
-1.364,-0.31933,-1,-0.11901,1,53
-1.364,-0.31933,-1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
-1.364,-1.3193,-1,-0.11901,1,53
-1.364,-2.3193,-1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
-0.36404,0.68067,-1,-0.11901,1,53
1.636,0.68067,-1,-0.11901,1,53
0.63596,0.68067,-1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
-1.364,-0.31933,-1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
1.636,0.68067,-1,-0.11901,0,53
-1.364,-1.3193,-1,-0.11901,0,53
-1.364,-1.3193,1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
-1.364,-0.31933,-1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
-1.364,-0.31933,-1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
-1.364,-3.3193,-1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
-1.364,-1.3193,-1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,-3.3193,-1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
-1.364,-2.3193,-1,-0.11901,1,53
2.636,0.68067,-1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
-1.364,-2.3193,-1,-0.11901,1,53
-1.364,-1.3193,-1,-0.11901,1,53
3.636,0.68067,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
3.636,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
-1.364,-2.3193,-1,-0.11901,1,53
-1.364,-3.3193,-1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
2.636,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-0.36404,0.68067,-1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
2.636,0.68067,-1,-0.11901,1,53
-0.36404,0.68067,-1,-0.11901,1,53
-1.364,-1.3193,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
-1.364,0.68067,-1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
2.636,0.68067,-1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
-1.364,-0.31933,-1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
0.63596,0.68067,-1,-0.11901,0,53
1.636,0.68067,1,-0.11901,1,53
-0.36404,0.68067,1,-0.11901,1,53
1.636,0.68067,-1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
2.636,0.68067,-1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
-1.364,-2.3193,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
2.636,0.68067,-1,-0.11901,1,53
1.636,0.68067,-1,-0.11901,1,53
0.63596,0.68067,1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
-1.364,0.68067,1,-0.11901,1,53
1.636,0.68067,-1,-0.11901,1,53
-1.364,-0.31933,1,-0.11901,1,53
1.636,0.68067,1,-0.11901,1,53
-1.364,0.68067,1,0.32876,1,54
-1.364,-1.3193,1,0.32876,0,54
2.636,0.68067,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
-1.364,0.68067,-1,0.32876,1,54
0.63596,0.68067,1,0.32876,0,54
-1.364,-2.3193,1,0.32876,0,54
1.636,0.68067,1,0.32876,1,54
-1.364,0.68067,-1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
-0.36404,0.68067,1,0.32876,1,54
-0.36404,0.68067,1,0.32876,1,54
-1.364,-2.3193,-1,0.32876,1,54
-1.364,-1.3193,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
-1.364,-0.31933,1,0.32876,1,54
-1.364,-3.3193,1,0.32876,1,54
-1.364,0.68067,-1,0.32876,1,54
-1.364,-1.3193,1,0.32876,0,54
-0.36404,0.68067,1,0.32876,1,54
-0.36404,0.68067,1,0.32876,1,54
-1.364,-2.3193,-1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
0.63596,0.68067,-1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-1.364,-0.31933,1,0.32876,1,54
1.636,0.68067,-1,0.32876,1,54
-1.364,-0.31933,1,0.32876,1,54
-1.364,-0.31933,1,0.32876,1,54
-1.364,-0.31933,1,0.32876,1,54
-1.364,-4.3193,1,0.32876,0,54
-1.364,-1.3193,-1,0.32876,1,54
-1.364,-2.3193,-1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
-0.36404,0.68067,1,0.32876,1,54
-0.36404,0.68067,-1,0.32876,1,54
1.636,0.68067,-1,0.32876,1,54
0.63596,0.68067,-1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
-1.364,-0.31933,-1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
3.636,0.68067,1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,0,54
-1.364,0.68067,1,0.32876,1,54
-1.364,-0.31933,-1,0.32876,1,54
-1.364,-1.3193,-1,0.32876,1,54
-1.364,0.68067,1,0.32876,0,54
-1.364,-2.3193,1,0.32876,1,54
1.636,0.68067,-1,0.32876,1,54
-1.364,-2.3193,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
-0.36404,0.68067,-1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
-1.364,-3.3193,-1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
-1.364,-1.3193,-1,0.32876,1,54
-0.36404,0.68067,1,0.32876,1,54
-0.36404,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
2.636,0.68067,-1,0.32876,1,54
-1.364,-3.3193,1,0.32876,1,54
-1.364,-0.31933,1,0.32876,0,54
3.636,0.68067,1,0.32876,1,54
-1.364,-2.3193,-1,0.32876,1,54
-1.364,-2.3193,-1,0.32876,0,54
-1.364,-0.31933,1,0.32876,1,54
-1.364,-0.31933,1,0.32876,0,54
-1.364,-2.3193,1,0.32876,1,54
1.636,0.68067,-1,0.32876,1,54
2.636,0.68067,-1,0.32876,1,54
-1.364,-2.3193,1,0.32876,1,54
-1.364,-1.3193,1,0.32876,0,54
3.636,0.68067,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
2.636,0.68067,1,0.32876,1,54
-1.364,-1.3193,-1,0.32876,1,54
-1.364,-3.3193,-1,0.32876,1,54
-0.36404,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
-0.36404,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-0.36404,0.68067,-1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-1.364,-0.31933,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
0.63596,0.68067,-1,0.32876,1,54
-0.36404,0.68067,-1,0.32876,1,54
-1.364,-1.3193,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
-1.364,0.68067,-1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
2.636,0.68067,-1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
-0.36404,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
1.636,0.68067,-1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-1.364,-0.31933,1,0.32876,1,54
0.63596,0.68067,-1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-1.364,-0.31933,-1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
-1.364,-2.3193,-1,0.32876,1,54
-0.36404,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-1.364,-1.3193,1,0.32876,1,54
1.636,0.68067,1,0.32876,1,54
-1.364,-2.3193,-1,0.32876,1,54
1.636,0.68067,-1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
0.63596,0.68067,1,0.32876,1,54
-1.364,0.68067,1,0.32876,1,54
-1.364,-0.31933,-1,0.32876,1,54
-1.364,-0.31933,1,0.32876,1,54
-1.364,-0.31933,1,0.32876,1,54
-1.364,0.68067,-1,0.38237,1,55
3.636,0.68067,1,0.38237,1,55
2.636,0.68067,1,0.38237,1,55
1.636,0.68067,1,0.38237,1,55
-1.364,-1.3193,-1,0.38237,0,55
-1.364,-0.31933,1,0.38237,0,55
1.636,0.68067,1,0.38237,1,55
1.636,0.68067,1,0.38237,1,55
-1.364,0.68067,-1,0.38237,0,55
-1.364,-2.3193,1,0.38237,0,55
-0.36404,0.68067,1,0.38237,1,55
-0.36404,0.68067,1,0.38237,1,55
-1.364,-2.3193,-1,0.38237,1,55
-1.364,-1.3193,1,0.38237,0,55
-1.364,0.68067,1,0.38237,1,55
-0.36404,0.68067,1,0.38237,0,55
-1.364,-1.3193,1,0.38237,0,55
0.63596,0.68067,1,0.38237,1,55
-1.364,-1.3193,-1,0.38237,0,55
-1.364,-2.3193,1,0.38237,1,55
-1.364,-1.3193,1,0.38237,1,55
-1.364,0.68067,1,0.38237,1,55
0.63596,0.68067,-1,0.38237,1,55
-1.364,-2.3193,1,0.38237,1,55
0.63596,0.68067,1,0.38237,1,55
1.636,0.68067,1,0.38237,1,55
-1.364,-2.3193,1,0.38237,0,55
-1.364,0.68067,1,0.38237,1,55
0.63596,0.68067,1,0.38237,1,55
2.636,0.68067,1,0.38237,1,55
-1.364,-0.31933,-1,0.38237,0,55
0.63596,0.68067,1,0.38237,1,55
-1.364,0.68067,1,0.38237,0,55
0.63596,0.68067,1,0.38237,1,55
-1.364,0.68067,1,0.38237,0,55
-0.36404,0.68067,1,0.38237,1,55
-1.364,-1.3193,-1,0.38237,0,55
3.636,0.68067,-1,0.38237,1,55
-1.364,-2.3193,1,0.38237,0,55
-1.364,0.68067,1,0.38237,1,55
2.636,0.68067,1,0.38237,1,55
1.636,0.68067,1,0.38237,0,55
0.63596,0.68067,-1,0.38237,1,55
-1.364,0.68067,-1,0.38237,1,55
-1.364,-1.3193,1,0.38237,1,55
-1.364,0.68067,1,0.38237,0,55
2.636,0.68067,1,0.38237,1,55
1.636,0.68067,1,0.38237,1,55
-0.36404,0.68067,1,0.38237,1,55
0.63596,0.68067,-1,0.38237,1,55
1.636,0.68067,-1,0.38237,0,55
1.636,0.68067,-1,0.38237,1,55
0.63596,0.68067,1,0.38237,0,55
0.63596,0.68067,1,0.38237,1,55
1.636,0.68067,1,0.38237,1,55
-1.364,-0.31933,-1,0.38237,0,55
-1.364,-0.31933,1,0.38237,1,55
-1.364,0.68067,1,0.38237,1,55
-1.364,-1.3193,1,0.38237,1,55
-1.364,-0.31933,1,0.38237,0,55
-1.364,0.68067,1,0.38237,1,55
-1.364,0.68067,1,0.38237,1,55
1.636,0.68067,-1,0.38237,1,55
0.63596,0.68067,-1,0.38237,1,55
-1.364,-2.3193,1,0.38237,1,55
-1.364,-2.3193,1,0.38237,1,55
-1.364,-0.31933,-1,0.38237,1,55
-0.36404,0.68067,1,0.38237,1,55
1.636,0.68067,1,0.38237,1,55
-0.36404,0.68067,-1,0.38237,1,55
2.636,0.68067,1,0.38237,1,55
2.636,0.68067,1,0.38237,1,55
-1.364,-1.3193,-1,0.38237,0,55
-1.364,-2.3193,1,0.38237,1,55
-1.364,-1.3193,1,0.38237,0,55
0.63596,0.68067,1,0.38237,1,55
0.63596,0.68067,1,0.38237,1,55
-1.364,-1.3193,-1,0.38237,0,55
-1.364,-0.31933,1,0.38237,1,55
-1.364,0.68067,1,0.38237,0,55
-1.364,0.68067,1,0.38237,1,55
-1.364,-0.31933,1,0.38237,1,55
2.636,0.68067,-1,0.38237,1,55
-1.364,-3.3193,1,0.38237,0,55
1.636,0.68067,1,0.38237,1,55
3.636,0.68067,1,0.38237,1,55
-1.364,-2.3193,-1,0.38237,0,55
-1.364,-3.3193,-1,0.38237,1,55
-1.364,-0.31933,1,0.38237,1,55
-1.364,-0.31933,1,0.38237,0,55
-1.364,-2.3193,1,0.38237,1,55
1.636,0.68067,-1,0.38237,1,55
2.636,0.68067,-1,0.38237,1,55
-1.364,-1.3193,1,0.38237,0,55
2.636,0.68067,1,0.38237,1,55
3.636,0.68067,1,0.38237,1,55
1.636,0.68067,1,0.38237,1,55
2.636,0.68067,1,0.38237,1,55
2.636,0.68067,1,0.38237,1,55
