r,p,common,stroop,stay,subj
-1.364,0.68067,1,0.21845,1,82
2.636,0.68067,-1,0.21845,1,82
-1.364,-0.31933,1,0.21845,0,82
1.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-1.364,0.68067,-1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-0.36404,0.68067,1,0.21845,1,82
3.636,0.68067,1,0.21845,1,82
-1.364,-2.3193,-1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-1.364,-0.31933,1,0.21845,1,82
-1.364,-3.3193,1,0.21845,0,82
-1.364,-1.3193,-1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-1.364,0.68067,-1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,0,82
-1.364,-3.3193,1,0.21845,0,82
-1.364,-4.3193,-1,0.21845,0,82
-1.364,0.68067,1,0.21845,0,82
-0.36404,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
-1.364,-0.31933,1,0.21845,0,82
-1.364,-0.31933,-1,0.21845,1,82
-1.364,-1.3193,-1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-1.364,-1.3193,-1,0.21845,1,82
-1.364,-0.31933,-1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-0.36404,0.68067,1,0.21845,0,82
-0.36404,0.68067,-1,0.21845,1,82
-1.364,0.68067,-1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,0,82
-1.364,-0.31933,-1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
3.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,0,82
-1.364,-0.31933,-1,0.21845,1,82
-1.364,-1.3193,-1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-1.364,0.68067,-1,0.21845,1,82
-0.36404,0.68067,1,0.21845,1,82
-1.364,-1.3193,1,0.21845,0,82
-1.364,-1.3193,-1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-1.364,-1.3193,-1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-0.36404,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
-1.364,-0.31933,1,0.21845,0,82
-1.364,0.68067,-1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-1.364,-3.3193,1,0.21845,1,82
-1.364,-2.3193,-1,0.21845,0,82
2.636,0.68067,-1,0.21845,1,82
-1.364,-0.31933,1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-0.36404,0.68067,1,0.21845,1,82
-1.364,-1.3193,-1,0.21845,1,82
-1.364,-1.3193,-1,0.21845,1,82
3.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
3.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
-1.364,-2.3193,-1,0.21845,1,82
-1.364,-2.3193,-1,0.21845,0,82
-1.364,-2.3193,1,0.21845,0,82
-1.364,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
-0.36404,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
2.636,0.68067,-1,0.21845,0,82
2.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-0.36404,0.68067,1,0.21845,1,82
-1.364,-1.3193,-1,0.21845,1,82
-1.364,-0.31933,-1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,0,82
-1.364,0.68067,-1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-1.364,-0.31933,1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-1.364,0.68067,-1,0.21845,0,82
-1.364,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
-0.36404,0.68067,1,0.21845,1,82
2.636,0.68067,-1,0.21845,0,82
1.636,0.68067,1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,0,82
1.636,0.68067,1,0.21845,0,82
0.63596,0.68067,-1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,0,82
1.636,0.68067,-1,0.21845,0,82
0.63596,0.68067,1,0.21845,1,82
-1.364,-1.3193,-1,0.21845,1,82
3.636,0.68067,1,0.21845,1,82
2.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-1.364,-2.3193,-1,0.21845,1,82
1.636,0.68067,-1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
0.63596,0.68067,1,0.21845,1,82
-1.364,0.68067,1,0.21845,1,82
-1.364,-0.31933,-1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
1.636,0.68067,1,0.21845,1,82
-1.364,0.68067,-1,0.24206,0,83
-1.364,-1.3193,1,0.24206,0,83
-0.36404,0.68067,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,0,83
2.636,0.68067,-1,0.24206,1,83
-1.364,-0.31933,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,0,83
1.636,0.68067,1,0.24206,1,83
-1.364,-2.3193,-1,0.24206,1,83
1.636,0.68067,1,0.24206,0,83
-1.364,-1.3193,1,0.24206,1,83
-1.364,-2.3193,1,0.24206,0,83
-1.364,-2.3193,-1,0.24206,1,83
-1.364,-1.3193,1,0.24206,0,83
-1.364,0.68067,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,1,83
0.63596,0.68067,1,0.24206,1,83
0.63596,0.68067,1,0.24206,1,83
-1.364,-1.3193,-1,0.24206,1,83
2.636,0.68067,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,1,83
0.63596,0.68067,1,0.24206,1,83
-1.364,0.68067,-1,0.24206,0,83
-1.364,-2.3193,1,0.24206,1,83
-1.364,-3.3193,1,0.24206,1,83
-1.364,-1.3193,1,0.24206,1,83
-1.364,-2.3193,1,0.24206,0,83
-1.364,0.68067,1,0.24206,1,83
-1.364,-4.3193,-1,0.24206,1,83
-0.36404,0.68067,1,0.24206,1,83
2.636,0.68067,1,0.24206,1,83
0.63596,0.68067,-1,0.24206,1,83
2.636,0.68067,1,0.24206,1,83
2.636,0.68067,1,0.24206,1,83
0.63596,0.68067,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,1,83
-1.364,-0.31933,1,0.24206,1,83
1.636,0.68067,-1,0.24206,1,83
1.636,0.68067,-1,0.24206,1,83
-1.364,-2.3193,1,0.24206,1,83
-1.364,-0.31933,1,0.24206,0,83
2.636,0.68067,1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
-1.364,-2.3193,-1,0.24206,1,83
-1.364,-0.31933,-1,0.24206,0,83
-1.364,-0.31933,1,0.24206,1,83
-1.364,-0.31933,1,0.24206,0,83
-1.364,0.68067,1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,1,83
-0.36404,0.68067,-1,0.24206,1,83
1.636,0.68067,-1,0.24206,1,83
0.63596,0.68067,-1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
-1.364,-0.31933,-1,0.24206,0,83
-1.364,-0.31933,1,0.24206,1,83
-1.364,0.68067,1,0.24206,0,83
-0.36404,0.68067,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,1,83
-1.364,0.68067,1,0.24206,1,83
-1.364,0.68067,1,0.24206,1,83
1.636,0.68067,-1,0.24206,1,83
0.63596,0.68067,-1,0.24206,1,83
-1.364,-1.3193,1,0.24206,1,83
-1.364,-2.3193,1,0.24206,1,83
-1.364,-0.31933,-1,0.24206,0,83
2.636,0.68067,1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
3.636,0.68067,-1,0.24206,1,83
-1.364,-1.3193,1,0.24206,1,83
-1.364,0.68067,1,0.24206,0,83
-1.364,-1.3193,-1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
0.63596,0.68067,1,0.24206,1,83
0.63596,0.68067,1,0.24206,1,83
-1.364,-1.3193,-1,0.24206,0,83
-1.364,-0.31933,1,0.24206,1,83
-1.364,-1.3193,1,0.24206,0,83
-1.364,0.68067,1,0.24206,1,83
-1.364,-0.31933,1,0.24206,1,83
2.636,0.68067,-1,0.24206,1,83
-1.364,0.68067,1,0.24206,1,83
-1.364,-0.31933,1,0.24206,1,83
-1.364,-2.3193,1,0.24206,1,83
2.636,0.68067,-1,0.24206,1,83
2.636,0.68067,-1,0.24206,1,83
-1.364,-0.31933,1,0.24206,0,83
0.63596,0.68067,1,0.24206,1,83
-1.364,0.68067,1,0.24206,1,83
3.636,0.68067,-1,0.24206,1,83
2.636,0.68067,-1,0.24206,1,83
-1.364,-2.3193,1,0.24206,0,83
2.636,0.68067,1,0.24206,1,83
3.636,0.68067,1,0.24206,1,83
-1.364,-0.31933,1,0.24206,0,83
-1.364,0.68067,1,0.24206,0,83
2.636,0.68067,1,0.24206,1,83
-1.364,-2.3193,-1,0.24206,1,83
-1.364,-2.3193,-1,0.24206,0,83
-1.364,-2.3193,1,0.24206,1,83
-1.364,-1.3193,1,0.24206,1,83
-1.364,-0.31933,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,1,83
0.63596,0.68067,1,0.24206,1,83
-1.364,-1.3193,-1,0.24206,0,83
-1.364,0.68067,1,0.24206,1,83
-1.364,0.68067,1,0.24206,1,83
-1.364,0.68067,1,0.24206,1,83
-1.364,-0.31933,1,0.24206,1,83
0.63596,0.68067,-1,0.24206,1,83
1.636,0.68067,-1,0.24206,1,83
-1.364,-1.3193,1,0.24206,1,83
-1.364,0.68067,1,0.24206,0,83
-1.364,0.68067,1,0.24206,1,83
0.63596,0.68067,-1,0.24206,1,83
-1.364,-0.31933,1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
-1.364,-3.3193,-1,0.24206,1,83
-1.364,0.68067,1,0.24206,0,83
0.63596,0.68067,1,0.24206,1,83
-1.364,-3.3193,1,0.24206,1,83
-1.364,-2.3193,1,0.24206,1,83
1.636,0.68067,-1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
0.63596,0.68067,1,0.24206,1,83
-1.364,0.68067,1,0.24206,0,83
1.636,0.68067,1,0.24206,1,83
-1.364,0.68067,-1,0.24206,1,83
1.636,0.68067,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,1,83
-0.36404,0.68067,1,0.24206,1,83
1.636,0.68067,-1,0.24206,1,83
-1.364,-0.31933,1,0.24206,1,83
2.636,0.68067,-1,0.24206,1,83
-1.364,-3.3193,1,0.24206,1,83
-1.364,-2.3193,1,0.24206,1,83
-1.364,-1.3193,1,0.24206,0,83
1.636,0.68067,1,0.24206,1,83
2.636,0.68067,-1,0.24206,1,83
1.636,0.68067,-1,0.24206,1,83
0.63596,0.68067,1,0.24206,1,83
-1.364,-0.31933,1,0.24206,1,83
-1.364,0.68067,1,0.24206,0,83
1.636,0.68067,-1,0.24206,1,83
-1.364,-0.31933,1,0.24206,1,83
-1.364,-0.31933,1,0.24206,0,83
-1.364,0.68067,-1,0.029937,1,84
3.636,0.68067,1,0.029937,1,84
2.636,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
-1.364,-1.3193,-1,0.029937,0,84
-0.36404,0.68067,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-1.364,0.68067,1,0.029937,0,84
-1.364,-2.3193,-1,0.029937,1,84
2.636,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
3.636,0.68067,1,0.029937,1,84
-1.364,-2.3193,-1,0.029937,1,84
2.636,0.68067,1,0.029937,0,84
-1.364,0.68067,1,0.029937,1,84
-1.364,-2.3193,1,0.029937,0,84
-1.364,-0.31933,1,0.029937,1,84
-1.364,-0.31933,1,0.029937,1,84
1.636,0.68067,-1,0.029937,1,84
-1.364,-2.3193,1,0.029937,1,84
-1.364,-1.3193,1,0.029937,0,84
0.63596,0.68067,1,0.029937,1,84
-1.364,0.68067,-1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
2.636,0.68067,1,0.029937,1,84
2.636,0.68067,1,0.029937,0,84
-1.364,-3.3193,1,0.029937,1,84
1.636,0.68067,-1,0.029937,1,84
-1.364,0.68067,1,0.029937,0,84
2.636,0.68067,1,0.029937,1,84
-1.364,-0.31933,-1,0.029937,1,84
2.636,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
-1.364,0.68067,1,0.029937,1,84
-1.364,-0.31933,1,0.029937,1,84
1.636,0.68067,-1,0.029937,1,84
-1.364,-2.3193,1,0.029937,1,84
-1.364,-2.3193,1,0.029937,0,84
2.636,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
-1.364,-1.3193,-1,0.029937,1,84
-1.364,-0.31933,-1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
-1.364,0.68067,1,0.029937,0,84
-1.364,-0.31933,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-0.36404,0.68067,-1,0.029937,1,84
-0.36404,0.68067,-1,0.029937,1,84
-1.364,0.68067,-1,0.029937,0,84
1.636,0.68067,1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-1.364,-0.31933,-1,0.029937,0,84
-1.364,-0.31933,1,0.029937,1,84
-1.364,0.68067,1,0.029937,0,84
-0.36404,0.68067,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-1.364,0.68067,1,0.029937,0,84
-1.364,0.68067,1,0.029937,1,84
-1.364,-0.31933,-1,0.029937,1,84
-1.364,-1.3193,-1,0.029937,0,84
-1.364,-1.3193,1,0.029937,1,84
-1.364,-2.3193,1,0.029937,0,84
-1.364,-3.3193,-1,0.029937,1,84
-1.364,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
-1.364,0.68067,-1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-1.364,0.68067,1,0.029937,0,84
-1.364,-3.3193,-1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
-1.364,-0.31933,-1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-1.364,0.68067,1,0.029937,0,84
-1.364,-1.3193,1,0.029937,1,84
-1.364,-2.3193,-1,0.029937,0,84
-1.364,-3.3193,1,0.029937,1,84
-1.364,-0.31933,1,0.029937,0,84
3.636,0.68067,1,0.029937,1,84
-1.364,-2.3193,-1,0.029937,1,84
-1.364,-2.3193,-1,0.029937,0,84
-1.364,-0.31933,1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
2.636,0.68067,1,0.029937,1,84
-1.364,-1.3193,-1,0.029937,1,84
-1.364,-2.3193,-1,0.029937,0,84
-1.364,-2.3193,1,0.029937,1,84
-1.364,-1.3193,1,0.029937,0,84
-1.364,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
2.636,0.68067,1,0.029937,1,84
2.636,0.68067,1,0.029937,1,84
-1.364,-1.3193,-1,0.029937,1,84
-1.364,-3.3193,-1,0.029937,0,84
-1.364,-2.3193,1,0.029937,0,84
-1.364,0.68067,1,0.029937,0,84
-1.364,-0.31933,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
-1.364,-0.31933,-1,0.029937,1,84
2.636,0.68067,1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
3.636,0.68067,1,0.029937,1,84
-1.364,-1.3193,-1,0.029937,1,84
-1.364,-2.3193,-1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-1.364,0.68067,1,0.029937,1,84
0.63596,0.68067,-1,0.029937,1,84
-1.364,-0.31933,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
-1.364,-3.3193,-1,0.029937,1,84
-1.364,0.68067,1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-1.364,-3.3193,-1,0.029937,1,84
-1.364,-0.31933,1,0.029937,0,84
-1.364,-0.31933,1,0.029937,1,84
-1.364,0.68067,1,0.029937,1,84
-1.364,-0.31933,1,0.029937,0,84
-1.364,0.68067,-1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
-0.36404,0.68067,1,0.029937,1,84
1.636,0.68067,-1,0.029937,1,84
-1.364,-1.3193,1,0.029937,1,84
2.636,0.68067,-1,0.029937,1,84
-1.364,0.68067,1,0.029937,0,84
-1.364,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
2.636,0.68067,-1,0.029937,1,84
1.636,0.68067,-1,0.029937,1,84
0.63596,0.68067,1,0.029937,1,84
-1.364,0.68067,1,0.029937,0,84
-1.364,0.68067,-1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
1.636,0.68067,1,0.029937,1,84
-1.364,0.68067,-1,-0.019564,0,87
-1.364,-1.3193,1,-0.019564,1,87
-1.364,-1.3193,1,-0.019564,0,87
1.636,0.68067,1,-0.019564,1,87
-1.364,-1.3193,-1,-0.019564,1,87
0.63596,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
-1.364,-2.3193,-1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,1,87
-1.364,-2.3193,-1,-0.019564,0,87
-1.364,-1.3193,1,-0.019564,0,87
-1.364,-1.3193,1,-0.019564,1,87
-1.364,-2.3193,1,-0.019564,1,87
-1.364,-0.31933,1,-0.019564,0,87
-1.364,-0.31933,1,-0.019564,1,87
-1.364,-1.3193,-1,-0.019564,0,87
-1.364,-1.3193,1,-0.019564,1,87
-1.364,-1.3193,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
0.63596,0.68067,-1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,0,87
1.636,0.68067,1,-0.019564,1,87
2.636,0.68067,1,-0.019564,1,87
2.636,0.68067,1,-0.019564,0,87
-1.364,-3.3193,1,-0.019564,1,87
1.636,0.68067,-1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,0,87
2.636,0.68067,1,-0.019564,1,87
-1.364,-0.31933,-1,-0.019564,1,87
2.636,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
0.63596,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
-1.364,-0.31933,1,-0.019564,1,87
1.636,0.68067,-1,-0.019564,1,87
3.636,0.68067,-1,-0.019564,1,87
-1.364,-2.3193,1,-0.019564,1,87
-1.364,-2.3193,1,-0.019564,0,87
2.636,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
-1.364,-2.3193,-1,-0.019564,0,87
1.636,0.68067,-1,-0.019564,1,87
-1.364,-0.31933,1,-0.019564,0,87
-1.364,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,1,87
-0.36404,0.68067,-1,-0.019564,1,87
1.636,0.68067,-1,-0.019564,1,87
0.63596,0.68067,-1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
0.63596,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
-1.364,-0.31933,-1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
2.636,0.68067,1,-0.019564,1,87
3.636,0.68067,1,-0.019564,1,87
2.636,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
1.636,0.68067,-1,-0.019564,1,87
1.636,0.68067,-1,-0.019564,1,87
-1.364,-1.3193,1,-0.019564,1,87
-1.364,-2.3193,1,-0.019564,0,87
-1.364,0.68067,-1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
-1.364,0.68067,-1,-0.019564,1,87
-1.364,-1.3193,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
3.636,0.68067,-1,-0.019564,1,87
-1.364,-2.3193,1,-0.019564,0,87
1.636,0.68067,1,-0.019564,1,87
0.63596,0.68067,1,-0.019564,1,87
0.63596,0.68067,1,-0.019564,1,87
-1.364,-0.31933,-1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
-1.364,-0.31933,1,-0.019564,1,87
2.636,0.68067,-1,-0.019564,1,87
-1.364,-3.3193,1,-0.019564,1,87
-1.364,-0.31933,1,-0.019564,0,87
3.636,0.68067,1,-0.019564,1,87
-1.364,-2.3193,-1,-0.019564,1,87
-1.364,-2.3193,-1,-0.019564,0,87
-1.364,-0.31933,1,-0.019564,0,87
0.63596,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
1.636,0.68067,-1,-0.019564,1,87
2.636,0.68067,-1,-0.019564,1,87
-1.364,-1.3193,1,-0.019564,0,87
2.636,0.68067,1,-0.019564,1,87
3.636,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
2.636,0.68067,1,-0.019564,1,87
2.636,0.68067,1,-0.019564,1,87
-1.364,-2.3193,-1,-0.019564,1,87
-1.364,-2.3193,-1,-0.019564,0,87
-1.364,-2.3193,1,-0.019564,0,87
-1.364,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
2.636,0.68067,-1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
-1.364,-0.31933,1,-0.019564,0,87
-0.36404,0.68067,1,-0.019564,1,87
-1.364,-1.3193,-1,-0.019564,1,87
-1.364,-2.3193,-1,-0.019564,0,87
-1.364,-1.3193,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,0,87
-1.364,0.68067,1,-0.019564,1,87
0.63596,0.68067,-1,-0.019564,1,87
0.63596,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
-1.364,-3.3193,-1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
0.63596,0.68067,1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,1,87
-1.364,-3.3193,-1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
2.636,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
-1.364,0.68067,-1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,1,87
-0.36404,0.68067,1,-0.019564,1,87
1.636,0.68067,-1,-0.019564,1,87
-1.364,-0.31933,1,-0.019564,1,87
0.63596,0.68067,-1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
0.63596,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
1.636,0.68067,1,-0.019564,1,87
-1.364,-2.3193,-1,-0.019564,1,87
-1.364,-1.3193,-1,-0.019564,0,87
-1.364,-0.31933,1,-0.019564,0,87
0.63596,0.68067,1,-0.019564,1,87
-1.364,0.68067,1,-0.019564,1,87
1.636,0.68067,-1,-0.019564,1,87
-1.364,-0.31933,1,-0.019564,0,87
1.636,0.68067,1,-0.019564,1,87
-1.364,0.68067,-1,-0.40273,0,88
-1.364,-1.3193,1,-0.40273,0,88
-0.36404,0.68067,1,-0.40273,1,88
-0.36404,0.68067,1,-0.40273,1,88
-1.364,-1.3193,-1,-0.40273,1,88
-0.36404,0.68067,1,-0.40273,1,88
0.63596,0.68067,1,-0.40273,1,88
1.636,0.68067,1,-0.40273,1,88
-1.364,0.68067,-1,-0.40273,0,88
-1.364,-2.3193,1,-0.40273,0,88
1.636,0.68067,1,-0.40273,1,88
3.636,0.68067,1,-0.40273,1,88
-1.364,-2.3193,-1,-0.40273,1,88
2.636,0.68067,1,-0.40273,0,88
-1.364,0.68067,1,-0.40273,0,88
0.63596,0.68067,1,-0.40273,1,88
-1.364,-0.31933,1,-0.40273,0,88
-1.364,-0.31933,1,-0.40273,1,88
-1.364,-2.3193,-1,-0.40273,1,88
2.636,0.68067,1,-0.40273,0,88
-1.364,-1.3193,1,-0.40273,1,88
-1.364,-1.3193,1,-0.40273,0,88
-1.364,-2.3193,-1,-0.40273,1,88
-1.364,0.68067,1,-0.40273,0,88
0.63596,0.68067,1,-0.40273,1,88
-1.364,-1.3193,1,-0.40273,1,88
-1.364,-2.3193,1,-0.40273,1,88
-0.36404,0.68067,-1,-0.40273,1,88
-1.364,-2.3193,1,-0.40273,0,88
0.63596,0.68067,-1,-0.40273,1,88
0.63596,0.68067,1,-0.40273,0,88
-1.364,0.68067,1,-0.40273,0,88
0.63596,0.68067,1,-0.40273,1,88
-0.36404,0.68067,1,-0.40273,1,88
-1.364,-0.31933,1,-0.40273,0,88
-1.364,-1.3193,-1,-0.40273,0,88
1.636,0.68067,-1,-0.40273,1,88
-1.364,-0.31933,1,-0.40273,1,88
-1.364,-0.31933,1,-0.40273,0,88
-1.364,0.68067,1,-0.40273,1,88
1.636,0.68067,1,-0.40273,1,88
-1.364,-1.3193,-1,-0.40273,1,88
-1.364,-0.31933,-1,-0.40273,0,88
-1.364,-0.31933,1,-0.40273,0,88
-1.364,0.68067,1,-0.40273,1,88
-1.364,0.68067,1,-0.40273,1,88
0.63596,0.68067,1,-0.40273,1,88
1.636,0.68067,1,-0.40273,1,88
0.63596,0.68067,-1,-0.40273,1,88
1.636,0.68067,-1,-0.40273,1,88
0.63596,0.68067,-1,-0.40273,1,88
1.636,0.68067,1,-0.40273,1,88
