subject,datestamp,timestamp,version,moral1,moral2,moral3,id
A14BZZB1TJ71L2_m3r5,2014-09-26,12:18:06,la_moral_3p_fixed,3,2,4,793
A6LUA3WLPQ7OG_m3r5,2014-09-26,12:18:20,la_moral_3p_fixed,2,2,4,794
A3RL02A3JRAUS4_m3r5,2014-09-26,12:18:24,la_moral_3p_fixed,6,5,6,795
ARR3UJTM2ZGK4_m3r5,2014-09-26,12:19:06,la_moral_3p_fixed,3,4,3,796
A3FCRGPEBGJ438_m3r5,2014-09-26,12:19:43,la_moral_3p_fixed,3,6,6,797
A3DNZIZRJ847AR_m3r5,2014-09-26,12:19:48,la_moral_3p_fixed,6,6,6,798
A2SHIJOA5ZRUIL_m3r5,2014-09-26,12:20:02,la_moral_3p_fixed,2,3,4,799
A3UU99WMHJ65V2_m3r5,2014-09-26,12:20:04,la_moral_3p_fixed,3,4,5,800
A1DY4DM16TBFPL_m3r5,2014-09-26,12:20:08,la_moral_3p_fixed,1,2,1,801
A1YINK9J7YOQYX_m3r5,2014-09-26,12:20:59,la_moral_3p_fixed,2,2,2,802
A1400XQ1S4MX97_m3r5,2014-09-26,12:20:59,la_moral_3p_fixed,1,2,2,803
A911XMMVXT7IU_m3r5,2014-09-26,12:23:23,la_moral_3p_fixed,1,3,2,804
" A3CJ1R24R8SWYU_m3r5",2014-09-26,12:23:55,la_moral_3p_fixed,7,0,4,805
A1WJU1IQ3UTRC6_m3r5,2014-09-26,12:28:56,la_moral_3p_fixed,6,2,6,806
A1YX2PP9ZR4MSG_m3r5,2014-09-26,12:30:20,la_moral_3p_fixed,2,0,4,807
A3U3GDE8EOSADC_m3r5,2014-09-26,12:33:28,la_moral_3p_fixed,4,7,4,808
A3CNLP08ZRI37I_m3r5,2014-09-26,12:35:57,la_moral_3p_fixed,3,3,1,809
AHR9ET3NN2N2V_m3r5,2014-09-26,12:37:33,la_moral_3p_fixed,1,6,5,810
A105V8K45AROX6_m3r5,2014-09-26,12:42:04,la_moral_3p_fixed,2,3,5,811
A2ECRNQ3X5LEXD_m3r5,2014-09-26,12:44:44,la_moral_3p_fixed,3,2,5,812
A1T1SBUUNAJDS3_m3r5,2014-09-26,12:50:26,la_moral_3p_fixed,3,4,4,813
A14SNQOYGXPZ7K_m3r5,2014-09-26,12:53:44,la_moral_3p_fixed,1,6,3,814
A33FEFJ5LURANX_m3r5,2014-09-26,12:56:55,la_moral_3p_fixed,2,2,3,815
A1WXPOLDS1Y9R4_m3r5,2014-09-26,13:11:25,la_moral_3p_fixed,2,3,5,816
AN5DX7ARYCC74_m3r5,2014-09-26,13:13:29,la_moral_3p_fixed,5,6,7,817
A3DFJV1RD653DQ_m3r5,2014-09-26,13:15:17,la_moral_3p_fixed,5,4,6,818
A1KCBW39MHVUV8_m3r5,2014-09-26,13:18:45,la_moral_3p_fixed,6,7,6,819
A1VCXU19V6B2Z8_m3r5,2014-09-26,13:20:08,la_moral_3p_fixed,5,3,3,820
A28RX7L0QZ993M_m3r5,2014-09-26,13:23:26,la_moral_3p_fixed,6,7,6,821
A2IKSCWK5EOG79_m3r5,2014-09-26,13:27:06,la_moral_3p_fixed,5,4,2,822
A17XJNAPY87IH8_m3r5,2014-09-26,13:27:34,la_moral_3p_fixed,3,3,4,823
A1F2D4MCYA70Y1_m3r5,2014-09-26,13:27:40,la_moral_3p_fixed,5,6,5,824
A2NOLZFLLS4XEQ_m3r5,2014-09-26,13:27:44,la_moral_3p_fixed,2,2,3,825
AV66JSPASWSDI_m3r5,2014-09-26,13:28:11,la_moral_3p_fixed,2,5,5,826
A13TJ0P4X8HJ6Q_m3r5,2014-09-26,13:28:20,la_moral_3p_fixed,3,6,5,827
A2VT2D0LPTY5CP_m3r5,2014-09-26,13:29:25,la_moral_3p_fixed,3,2,3,828
A1VR9DSK8YCKA7_m3r5,2014-09-26,13:29:48,la_moral_3p_fixed,4,7,7,829
AL2EJQC87U8KC_m3r5,2014-09-26,13:30:32,la_moral_3p_fixed,1,2,7,830
AAXYYH9MI3PJM_m3r5,2014-09-26,13:30:44,la_moral_3p_fixed,7,6,6,831
"A2Q4SD7T5SCWZT _m3r5",2014-09-26,13:31:23,la_moral_3p_fixed,3,3,5,832
AYCHPTQRYDT7G_m3r5,2014-09-26,13:31:43,la_moral_3p_fixed,5,6,3,833
" A30W8XSYTILG46_m3r5",2014-09-26,13:31:53,la_moral_3p_fixed,7,6,6,834
A1UME0B12C74S0_m3r5,2014-09-26,13:32:04,la_moral_3p_fixed,1,5,6,835
" A3HV3LXW29N30Q_m3r5",2014-09-26,13:32:10,la_moral_3p_fixed,3,2,4,836
A3LMBJQC7MT34_m3r5,2014-09-26,13:32:13,la_moral_3p_fixed,5,5,4,837
A2D77OFQJ16G9A_m3r5,2014-09-26,13:32:16,la_moral_3p_fixed,4,3,3,838
A1M852SY36DON7_m3r5,2014-09-26,13:32:17,la_moral_3p_fixed,2,2,3,839
A299CU7U9QX3E7_m3r5,2014-09-26,13:32:25,la_moral_3p_fixed,1,2,2,840
AYFHEHDU3JGVU_m3r5,2014-09-26,13:32:32,la_moral_3p_fixed,6,4,4,841
A1RXG8RE0SJ4LC_m3r5,2014-09-26,13:33:09,la_moral_3p_fixed,4,5,5,842
A2XED7R6IH77PK_m3r5,2014-09-26,13:34:05,la_moral_3p_fixed,2,2,3,843
A3056EIAMR68GJ_m3r5,2014-09-26,13:34:10,la_moral_3p_fixed,7,7,7,844
A1BT4E56895HEN_m3r5,2014-09-26,13:34:13,la_moral_3p_fixed,2,2,3,845
A1BIJGB7XA0GME_m3r5,2014-09-26,13:34:55,la_moral_3p_fixed,3,3,5,846
AY0OKQ98YBF4S_m3r5,2014-09-26,13:35:08,la_moral_3p_fixed,1,2,3,847
A2Y1YFWJ7YKIH0_m3r5,2014-09-26,13:35:09,la_moral_3p_fixed,4,5,5,848
A1TSVP4XC9NTR4_m3r5,2014-09-26,13:35:25,la_moral_3p_fixed,5,5,6,849
A6INY1UVFY5GB_m3r5,2014-09-26,13:50:40,la_moral_3p_fixed,4,3,2,850
A2BXPVKMG17KJU_m3r5,2014-09-26,13:51:27,la_moral_3p_fixed,5,5,5,851
A147C3ZNQPZY4X_m3r5,2014-09-26,13:52:14,la_moral_3p_fixed,3,4,5,852
A2YU43HIRBABRS_m3r5,2014-09-26,13:53:06,la_moral_3p_fixed,3,5,5,853
A1X6MQWH50E1NV_m3r5,2014-09-26,13:53:11,la_moral_3p_fixed,1,4,4,854
A351P2O6QGTCS_m3r5,2014-09-26,13:55:22,la_moral_3p_fixed,7,7,7,855
A19AOR3M6FZ0CZ_m3r5,2014-09-26,13:56:02,la_moral_3p_fixed,3,2,4,856
A2LJAWY0LUIMN1_m3r5,2014-09-26,13:56:18,la_moral_3p_fixed,7,0,1,857
,2014-09-26,14:03:53,la_moral_3p_fixed,0,0,0,858
A2BU9XQTKVOIER_m3r5,2014-09-26,14:04:02,la_moral_3p_fixed,7,7,7,859
A3SZ0JCXV2GWFV_m3r5,2014-09-26,14:05:04,la_moral_3p_fixed,3,2,3,860
A2M4GONJ5V2I99_m3r5,2014-09-26,14:06:34,la_moral_3p_fixed,3,6,4,861
A2FQ572Z74JE3Y_m3r5,2014-09-26,14:06:55,la_moral_3p_fixed,1,5,3,862
A2JQNE6XL5WWG5_m3r5,2014-09-26,14:07:38,la_moral_3p_fixed,1,2,1,863
AECIGP7A435LI_m3r5,2014-09-26,14:07:57,la_moral_3p_fixed,3,5,4,864
A3Q92WMGIHEPSD_m3r5,2014-09-26,14:09:24,la_moral_3p_fixed,2,6,5,865
A2TF8IP4PM7KAO_m3r5,2014-09-26,14:10:13,la_moral_3p_fixed,1,2,1,866
A2PXPKUKK3E0CW_m3r5,2014-09-26,14:10:14,la_moral_3p_fixed,3,3,5,867
AZAOL2NKE8469_m3r5,2014-09-26,14:10:32,la_moral_3p_fixed,3,4,4,868
A1HAHIWC3YXBW7_m3r5,2014-09-26,14:20:33,la_moral_3p_fixed,2,3,3,869
A1O3NV2YF1O6DB_m3r5,2014-09-26,14:20:39,la_moral_3p_fixed,6,6,6,870
A2Q009DS6B04P5_m3r5,2014-09-26,14:22:18,la_moral_3p_fixed,7,3,7,871
A1II7WOCQ4M6E5_m3r5,2014-09-26,14:23:10,la_moral_3p_fixed,7,6,7,872
A2HZSG2OHU7O8P_m3r5,2014-09-26,14:29:44,la_moral_3p_fixed,1,2,2,873
AAKUPO0HTLRRL_m3r5,2014-09-26,14:33:48,la_moral_3p_fixed,6,6,4,874
A2H07SGGU14RHS_m3r5,2014-09-26,14:34:59,la_moral_3p_fixed,3,4,3,875
A18TXM6GMU1411_m3r5,2014-09-26,14:39:53,la_moral_3p_fixed,1,2,1,876
A26OC3BUCY2US6_m3r5,2014-09-26,14:42:31,la_moral_3p_fixed,2,2,4,877
A8H56XB9K7DB5_m3r5,2014-09-26,14:44:24,la_moral_3p_fixed,1,2,3,878
A3B7VMT5H85OZ7_m3r5,2014-09-26,14:44:56,la_moral_3p_fixed,4,3,4,879
A4UKTAK3975YQ_m3r5,2014-09-26,14:45:08,la_moral_3p_fixed,5,5,5,880
AO0CQ0WT4FT7T_m3r5,2014-09-26,14:45:24,la_moral_3p_fixed,2,4,4,881
A1MM8TSLCHVMNK_m3r5,2014-09-26,14:45:30,la_moral_3p_fixed,2,2,4,882
A3LJ0YDAVWSNV0_m3r5,2014-09-26,14:45:38,la_moral_3p_fixed,5,4,3,883
A16BMP509TLZ1B_m3r5,2014-09-26,14:45:46,la_moral_3p_fixed,1,2,4,884
A36MRQBG3LDR7I_m3r5,2014-09-26,14:45:50,la_moral_3p_fixed,2,6,2,885
A2US16825HDCK7_m3r5,2014-09-26,14:45:54,la_moral_3p_fixed,2,5,4,886
A3K43RI91Y567E_m3r5,2014-09-26,14:45:55,la_moral_3p_fixed,2,3,3,887
ASSDGKLK7DWH4_m3r5,2014-09-26,14:46:04,la_moral_3p_fixed,1,3,2,888
A1K9WP8Q74E9G2_m3r5,2014-09-26,14:46:17,la_moral_3p_fixed,2,2,1,889
A2BI3MNNKXRLE4_m3r5,2014-09-26,14:46:29,la_moral_3p_fixed,1,5,1,890
A3QXS3HZUA974I_m3r5,2014-09-26,14:46:31,la_moral_3p_fixed,2,2,4,891
ACFOUIAYGOEKW_m3r5,2014-09-26,14:46:33,la_moral_3p_fixed,6,6,4,892
A2AN2JH1RLMUQ1_m3r5,2014-09-26,14:46:33,la_moral_3p_fixed,5,3,3,893
A30BMVAQBUNF7M_m3r5,2014-09-26,14:46:36,la_moral_3p_fixed,4,5,5,894
A236UOM7DF7J45_m3r5,2014-09-26,14:46:45,la_moral_3p_fixed,5,5,5,895
"A1CUH2X02NDA3B _m3r5",2014-09-26,14:46:45,la_moral_3p_fixed,3,5,5,896
A3209D1227UCYP_m3r5,2014-09-26,14:46:55,la_moral_3p_fixed,5,7,5,897
A12DSM5J7Q9S4Z_m3r5,2014-09-26,14:47:23,la_moral_3p_fixed,5,5,4,898
AM8JG8E75226Z_m3r5,2014-09-26,14:47:34,la_moral_3p_fixed,4,6,4,899
ATA2ATVABXCWX_m3r5,2014-09-26,14:47:43,la_moral_3p_fixed,3,4,3,900
A2V3GBDTA9KEU0_m3r5,2014-09-26,14:48:45,la_moral_3p_fixed,2,3,5,901
A1HKXCQXXGQFA_m3r5,2014-09-26,14:48:47,la_moral_3p_fixed,2,5,6,902
AE1ZAFUUAA8N_m3r5,2014-09-26,14:49:07,la_moral_3p_fixed,5,5,2,903
A1U89AVJKEXTVN_m3r5,2014-09-26,14:49:27,la_moral_3p_fixed,6,6,4,904
A35NBUVLJDU499_m3r5,2014-09-26,14:50:13,la_moral_3p_fixed,1,3,1,905
AKZ8SFOAI4RZN_m3r5,2014-09-26,14:51:26,la_moral_3p_fixed,2,6,4,906
AUF068THQTKS8_m3r5,2014-09-26,14:52:15,la_moral_3p_fixed,6,5,5,907
A1QQSJYBX8AVQ5_m3r5,2014-09-26,14:52:19,la_moral_3p_fixed,4,5,5,908
A3B7VMT5H85OZ7_m3r5,2014-09-26,14:52:50,la_moral_3p_fixed,5,5,5,909
A2ST9REDTH8UAN_m3r5,2014-09-26,14:53:34,la_moral_3p_fixed,3,4,4,910
AVCI100ESZ7QN_m3r5,2014-09-26,14:54:30,la_moral_3p_fixed,7,4,7,911
A28Y3K9S586MO4_m3r5,2014-09-26,14:54:59,la_moral_3p_fixed,4,3,3,912
ACVXBOS4CZGVQ_m3r5,2014-09-26,14:55:15,la_moral_3p_fixed,6,5,6,913
A3UN57EC5AXY1Z_m3r5,2014-09-26,14:55:34,la_moral_3p_fixed,2,3,4,914
A1BIJ2P3RLWE70_m3r5,2014-09-26,14:56:01,la_moral_3p_fixed,1,5,4,915
A2EPI9A2N9OP3J_m3r5,2014-09-26,14:56:17,la_moral_3p_fixed,3,5,4,916
AN8SUIGI03DLJ_m3r5,2014-09-26,14:56:59,la_moral_3p_fixed,5,4,4,917
A1RUTFUTSJD9B_m3r5,2014-09-26,14:58:03,la_moral_3p_fixed,4,4,4,918
A3RYH6OUH7BJ4Z_m3r5,2014-09-26,14:59:16,la_moral_3p_fixed,2,2,2,919
A3B7VMT5H85OZ7_m3r5,2014-09-26,15:02:00,la_moral_3p_fixed,5,5,5,920
A1JRV4XD6CG12W_m3r5,2014-09-26,15:02:22,la_moral_3p_fixed,3,4,4,921
A2N7I0331X72Z7_m3r5,2014-09-26,15:02:59,la_moral_3p_fixed,3,4,2,922
A3SYEDW6N348I0_m3r5,2014-09-26,15:04:16,la_moral_3p_fixed,6,6,4,923
A14WR458IGVH3V_m3r5,2014-09-26,15:05:06,la_moral_3p_fixed,6,5,6,924
AJ96T4J2PFLWG_m3r5,2014-09-26,15:07:44,la_moral_3p_fixed,3,2,4,925
A1FBO95OVBYOH1_m3r5,2014-09-26,15:08:06,la_moral_3p_fixed,5,5,5,926
A10P6JHJ52BLZL_m3r5,2014-09-26,15:14:26,la_moral_3p_fixed,2,2,2,927
A1FLBAE4T5W6YE_m3r5,2014-09-26,15:16:46,la_moral_3p_fixed,3,0,1,928
A1B518JGQXTOS4_m3r5,2014-09-26,15:41:59,la_moral_3p_fixed,4,4,5,929
A1TIV52E0VUF9Y_m3r5,2014-09-26,15:46:44,la_moral_3p_fixed,2,2,3,930
A1W7NEHKLKU0P_m3r5,2014-09-26,16:04:04,la_moral_3p_fixed,2,2,2,931
"A22FLKILL65VWE _m3r5",2014-09-26,16:07:02,la_moral_3p_fixed,3,3,3,932
A38017R66NV4NA_m3r5,2014-09-26,16:18:50,la_moral_3p_fixed,5,5,4,933
,2014-09-26,16:29:15,la_moral_3p_fixed,0,0,0,934
A2HL8CCYCK9R5V_m3r5,2014-09-26,16:38:25,la_moral_3p_fixed,2,2,3,935
A167SYXGXFU7C8_m3r5,2014-09-26,17:04:01,la_moral_3p_fixed,7,7,7,936
A2SVVPIDAX3FF8_m3r5,2014-09-26,17:35:53,la_moral_3p_fixed,5,5,4,937
test_alex_m3r5,2014-09-28,17:00:54,la_moral_3p_fixed,2,2,3,938
