subject,datestamp,timestamp,version,crt1,crt2,crt3,id
ABED2Q9MQNN2D_m3r5,2014-09-26,12:26:21,la_moral_3p_fixed,0,5,47,1032
A1DY4DM16TBFPL_m3r5,2014-09-26,12:26:51,la_moral_3p_fixed,5,100,47,1033
A2WKK0IMRNXA0Z_m3r5,2014-09-26,12:27:44,la_moral_3p_fixed,5,5,47,1034
A35RZ2HKE9VWJ5_m3r5,2014-09-26,12:27:49,la_moral_3p_fixed,0,5,24,1035
A2G366KN3TVHWX_m3r5,2014-09-26,12:28:15,la_moral_3p_fixed,0,100,24,1036
ARNQHI6ZPM7ZP_m3r5,2014-09-26,12:28:23,la_moral_3p_fixed,10,500,12,1037
A1R52VISUBSK0F_m3r5,2014-09-26,12:29:27,la_moral_3p_fixed,10,100,24,1038
A3FCRGPEBGJ438_m3r5,2014-09-26,12:30:02,la_moral_3p_fixed,5,5,47,1039
ARR3UJTM2ZGK4_m3r5,2014-09-26,12:30:17,la_moral_3p_fixed,5,5,47,1040
A2SHIJOA5ZRUIL_m3r5,2014-09-26,12:30:48,la_moral_3p_fixed,0,100,24,1041
A1ZKF6YJLLQ430_m3r5,2014-09-26,12:31:09,la_moral_3p_fixed,10,5,2,1042
A1400XQ1S4MX97_m3r5,2014-09-26,12:32:59,la_moral_3p_fixed,5,5,40,1043
A3RL02A3JRAUS4_m3r5,2014-09-26,12:33:08,la_moral_3p_fixed,5,5,47,1044
" A3CJ1R24R8SWYU_m3r5",2014-09-26,12:33:19,la_moral_3p_fixed,10,100,24,1045
A3UU99WMHJ65V2_m3r5,2014-09-26,12:33:23,la_moral_3p_fixed,5,5,47,1046
A911XMMVXT7IU_m3r5,2014-09-26,12:34:29,la_moral_3p_fixed,5,5,47,1047
A3DNZIZRJ847AR_m3r5,2014-09-26,12:36:49,la_moral_3p_fixed,10,20,24,1048
A14BZZB1TJ71L2_m3r5,2014-09-26,12:42:13,la_moral_3p_fixed,10,100,47,1049
A3U3GDE8EOSADC_m3r5,2014-09-26,12:42:34,la_moral_3p_fixed,10,100,24,1050
A3CNLP08ZRI37I_m3r5,2014-09-26,12:43:30,la_moral_3p_fixed,10,100,24,1051
A1WJU1IQ3UTRC6_m3r5,2014-09-26,12:44:39,la_moral_3p_fixed,10,100,47,1052
A1YX2PP9ZR4MSG_m3r5,2014-09-26,12:45:49,la_moral_3p_fixed,1,5,47,1053
AHR9ET3NN2N2V_m3r5,2014-09-26,12:46:52,la_moral_3p_fixed,0,5,47,1054
A105V8K45AROX6_m3r5,2014-09-26,12:50:51,la_moral_3p_fixed,10,20,12,1055
A2ECRNQ3X5LEXD_m3r5,2014-09-26,12:53:43,la_moral_3p_fixed,10,100,96,1056
A1T1SBUUNAJDS3_m3r5,2014-09-26,12:59:08,la_moral_3p_fixed,5,5,42,1057
A14SNQOYGXPZ7K_m3r5,2014-09-26,13:03:22,la_moral_3p_fixed,5,5,47,1058
A33FEFJ5LURANX_m3r5,2014-09-26,13:07:07,la_moral_3p_fixed,10,100,47,1059
A1WXPOLDS1Y9R4_m3r5,2014-09-26,13:21:19,la_moral_3p_fixed,5,500,47,1060
AN5DX7ARYCC74_m3r5,2014-09-26,13:23:24,la_moral_3p_fixed,10,5,47,1061
A3DFJV1RD653DQ_m3r5,2014-09-26,13:26:29,la_moral_3p_fixed,10,5,47,1062
A1KCBW39MHVUV8_m3r5,2014-09-26,13:27:18,la_moral_3p_fixed,0,100,24,1063
A3MLE6TRPTYDJW_m3r5,2014-09-26,13:27:57,la_moral_3p_fixed,10,100,24,1064
A1VCXU19V6B2Z8_m3r5,2014-09-26,13:30:04,la_moral_3p_fixed,10,50,24,1065
A13TJ0P4X8HJ6Q_m3r5,2014-09-26,13:35:11,la_moral_3p_fixed,5,1,3,1066
A28RX7L0QZ993M_m3r5,2014-09-26,13:36:28,la_moral_3p_fixed,5,100,47,1067
A2NOLZFLLS4XEQ_m3r5,2014-09-26,13:36:43,la_moral_3p_fixed,5,5,47,1068
A1F2D4MCYA70Y1_m3r5,2014-09-26,13:36:59,la_moral_3p_fixed,0,5,47,1069
A2IKSCWK5EOG79_m3r5,2014-09-26,13:37:20,la_moral_3p_fixed,5,5,47,1070
AV66JSPASWSDI_m3r5,2014-09-26,13:37:22,la_moral_3p_fixed,10,100,47,1071
A17XJNAPY87IH8_m3r5,2014-09-26,13:38:04,la_moral_3p_fixed,10,5,47,1072
A3LMBJQC7MT34_m3r5,2014-09-26,13:40:08,la_moral_3p_fixed,10,5,47,1073
A1M852SY36DON7_m3r5,2014-09-26,13:40:36,la_moral_3p_fixed,5,5,47,1074
AAXYYH9MI3PJM_m3r5,2014-09-26,13:40:38,la_moral_3p_fixed,1,5,47,1075
A1UME0B12C74S0_m3r5,2014-09-26,13:40:59,la_moral_3p_fixed,0,5,47,1076
A2VT2D0LPTY5CP_m3r5,2014-09-26,13:41:02,la_moral_3p_fixed,5,5,47,1077
A2D77OFQJ16G9A_m3r5,2014-09-26,13:41:07,la_moral_3p_fixed,0,5,48,1078
A299CU7U9QX3E7_m3r5,2014-09-26,13:41:55,la_moral_3p_fixed,95,100,24,1079
A1VR9DSK8YCKA7_m3r5,2014-09-26,13:42:03,la_moral_3p_fixed,0,100,24,1080
"A2Q4SD7T5SCWZT _m3r5",2014-09-26,13:42:29,la_moral_3p_fixed,10,100,24,1081
AYCHPTQRYDT7G_m3r5,2014-09-26,13:42:31,la_moral_3p_fixed,5,5,47,1082
AL2EJQC87U8KC_m3r5,2014-09-26,13:42:54,la_moral_3p_fixed,10,100,47,1083
A1RXG8RE0SJ4LC_m3r5,2014-09-26,13:44:03,la_moral_3p_fixed,5,5,47,1084
" A3HV3LXW29N30Q_m3r5",2014-09-26,13:44:30,la_moral_3p_fixed,5,5,47,1085
" A30W8XSYTILG46_m3r5",2014-09-26,13:45:18,la_moral_3p_fixed,0,5,24,1086
AY0OKQ98YBF4S_m3r5,2014-09-26,13:45:19,la_moral_3p_fixed,1,5,47,1087
A1BT4E56895HEN_m3r5,2014-09-26,13:45:24,la_moral_3p_fixed,0,5,24,1088
A2XED7R6IH77PK_m3r5,2014-09-26,13:46:22,la_moral_3p_fixed,5,5,47,1089
AYFHEHDU3JGVU_m3r5,2014-09-26,13:47:10,la_moral_3p_fixed,5,5,47,1090
A2Y1YFWJ7YKIH0_m3r5,2014-09-26,13:47:30,la_moral_3p_fixed,10,100,47,1091
A1BIJGB7XA0GME_m3r5,2014-09-26,13:47:43,la_moral_3p_fixed,10,20,24,1092
A3056EIAMR68GJ_m3r5,2014-09-26,13:49:39,la_moral_3p_fixed,5,5,47,1093
A1TSVP4XC9NTR4_m3r5,2014-09-26,13:50:26,la_moral_3p_fixed,5,5,47,1094
A6INY1UVFY5GB_m3r5,2014-09-26,14:00:11,la_moral_3p_fixed,5,5,47,1095
A1X6MQWH50E1NV_m3r5,2014-09-26,14:03:51,la_moral_3p_fixed,10,100,24,1096
A147C3ZNQPZY4X_m3r5,2014-09-26,14:04:10,la_moral_3p_fixed,0,100,24,1097
A351P2O6QGTCS_m3r5,2014-09-26,14:04:24,la_moral_3p_fixed,10,50,48,1098
A2LJAWY0LUIMN1_m3r5,2014-09-26,14:05:39,la_moral_3p_fixed,10,100,24,1099
A19AOR3M6FZ0CZ_m3r5,2014-09-26,14:05:50,la_moral_3p_fixed,0,5,24,1100
A2BXPVKMG17KJU_m3r5,2014-09-26,14:06:20,la_moral_3p_fixed,10,5,4,1101
A2YU43HIRBABRS_m3r5,2014-09-26,14:07:25,la_moral_3p_fixed,10,100,24,1102
A2BU9XQTKVOIER_m3r5,2014-09-26,14:14:16,la_moral_3p_fixed,10,20,47,1103
A2JQNE6XL5WWG5_m3r5,2014-09-26,14:16:15,la_moral_3p_fixed,5,5,47,1104
A2TF8IP4PM7KAO_m3r5,2014-09-26,14:18:51,la_moral_3p_fixed,10,100,24,1105
AECIGP7A435LI_m3r5,2014-09-26,14:18:52,la_moral_3p_fixed,5,5,47,1106
A2M4GONJ5V2I99_m3r5,2014-09-26,14:19:36,la_moral_3p_fixed,5,100,24,1107
A2PXPKUKK3E0CW_m3r5,2014-09-26,14:20:33,la_moral_3p_fixed,10,100,47,1108
A2FQ572Z74JE3Y_m3r5,2014-09-26,14:20:42,la_moral_3p_fixed,10,20,24,1109
A3Q92WMGIHEPSD_m3r5,2014-09-26,14:21:52,la_moral_3p_fixed,5,5,47,1110
A3SZ0JCXV2GWFV_m3r5,2014-09-26,14:25:49,la_moral_3p_fixed,5,5,47,1111
A1O3NV2YF1O6DB_m3r5,2014-09-26,14:29:26,la_moral_3p_fixed,10,5,47,1112
A2Q009DS6B04P5_m3r5,2014-09-26,14:30:26,la_moral_3p_fixed,5,5,14,1113
AZAOL2NKE8469_m3r5,2014-09-26,14:32:21,la_moral_3p_fixed,10,20,47,1114
A2HZSG2OHU7O8P_m3r5,2014-09-26,14:37:04,la_moral_3p_fixed,0,5,47,1115
A2H07SGGU14RHS_m3r5,2014-09-26,14:45:32,la_moral_3p_fixed,10,500,47,1116
AAKUPO0HTLRRL_m3r5,2014-09-26,14:47:08,la_moral_3p_fixed,0,5,47,1117
A1HAHIWC3YXBW7_m3r5,2014-09-26,14:49:20,la_moral_3p_fixed,5,5,47,1118
A18TXM6GMU1411_m3r5,2014-09-26,14:51:50,la_moral_3p_fixed,10,100,24,1119
A26OC3BUCY2US6_m3r5,2014-09-26,14:52:05,la_moral_3p_fixed,5,5,47,1120
A8H56XB9K7DB5_m3r5,2014-09-26,14:53:13,la_moral_3p_fixed,0,100,47,1121
A4UKTAK3975YQ_m3r5,2014-09-26,14:53:47,la_moral_3p_fixed,10,100,12,1122
A16BMP509TLZ1B_m3r5,2014-09-26,14:53:59,la_moral_3p_fixed,10,100,24,1123
AO0CQ0WT4FT7T_m3r5,2014-09-26,14:54:29,la_moral_3p_fixed,0,5,47,1124
ASSDGKLK7DWH4_m3r5,2014-09-26,14:54:37,la_moral_3p_fixed,5,5,47,1125
A36MRQBG3LDR7I_m3r5,2014-09-26,14:55:13,la_moral_3p_fixed,0,100,20,1126
"A1CUH2X02NDA3B _m3r5",2014-09-26,14:55:39,la_moral_3p_fixed,10,100,24,1127
A2US16825HDCK7_m3r5,2014-09-26,14:55:51,la_moral_3p_fixed,5,5,47,1128
A1K9WP8Q74E9G2_m3r5,2014-09-26,14:56:10,la_moral_3p_fixed,0,5,47,1129
A3QXS3HZUA974I_m3r5,2014-09-26,14:56:18,la_moral_3p_fixed,0,100,24,1130
A1MM8TSLCHVMNK_m3r5,2014-09-26,14:56:37,la_moral_3p_fixed,5,5,47,1131
A2BI3MNNKXRLE4_m3r5,2014-09-26,14:56:44,la_moral_3p_fixed,10,5,24,1132
A2AN2JH1RLMUQ1_m3r5,2014-09-26,14:56:45,la_moral_3p_fixed,10,5,47,1133
A3LJ0YDAVWSNV0_m3r5,2014-09-26,14:56:49,la_moral_3p_fixed,0,500,12,1134
A3209D1227UCYP_m3r5,2014-09-26,14:56:52,la_moral_3p_fixed,5,5,47,1135
A12DSM5J7Q9S4Z_m3r5,2014-09-26,14:57:15,la_moral_3p_fixed,0,100,24,1136
A1QQSJYBX8AVQ5_m3r5,2014-09-26,14:57:49,la_moral_3p_fixed,5,100,47,1137
AM8JG8E75226Z_m3r5,2014-09-26,14:58:11,la_moral_3p_fixed,0,5,47,1138
A30BMVAQBUNF7M_m3r5,2014-09-26,14:58:20,la_moral_3p_fixed,0,5,47,1139
A2V3GBDTA9KEU0_m3r5,2014-09-26,14:58:31,la_moral_3p_fixed,5,100,47,1140
A236UOM7DF7J45_m3r5,2014-09-26,14:58:44,la_moral_3p_fixed,10,5,47,1141
ACFOUIAYGOEKW_m3r5,2014-09-26,14:58:56,la_moral_3p_fixed,2,100,0,1142
A3K43RI91Y567E_m3r5,2014-09-26,14:58:57,la_moral_3p_fixed,10,5,47,1143
AUF068THQTKS8_m3r5,2014-09-26,14:59:41,la_moral_3p_fixed,0,100,47,1144
A1HKXCQXXGQFA_m3r5,2014-09-26,15:00:14,la_moral_3p_fixed,5,5,47,1145
AE1ZAFUUAA8N_m3r5,2014-09-26,15:00:45,la_moral_3p_fixed,10,10,6,1146
A2ST9REDTH8UAN_m3r5,2014-09-26,15:01:04,la_moral_3p_fixed,0,5,47,1147
A3B7VMT5H85OZ7_m3r5,2014-09-26,15:01:06,la_moral_3p_fixed,10,5,47,1148
AKZ8SFOAI4RZN_m3r5,2014-09-26,15:01:08,la_moral_3p_fixed,5,5,47,1149
A3UN57EC5AXY1Z_m3r5,2014-09-26,15:01:12,la_moral_3p_fixed,10,5,14,1150
ATA2ATVABXCWX_m3r5,2014-09-26,15:01:36,la_moral_3p_fixed,0,5,47,1151
A35NBUVLJDU499_m3r5,2014-09-26,15:01:37,la_moral_3p_fixed,0,50,24,1152
A1U89AVJKEXTVN_m3r5,2014-09-26,15:01:49,la_moral_3p_fixed,10,100,24,1153
ACVXBOS4CZGVQ_m3r5,2014-09-26,15:04:37,la_moral_3p_fixed,2,25,6,1154
AVCI100ESZ7QN_m3r5,2014-09-26,15:04:47,la_moral_3p_fixed,0,5,24,1155
A28Y3K9S586MO4_m3r5,2014-09-26,15:05:04,la_moral_3p_fixed,0,100,47,1156
A1BIJ2P3RLWE70_m3r5,2014-09-26,15:06:07,la_moral_3p_fixed,5,5,47,1157
AN8SUIGI03DLJ_m3r5,2014-09-26,15:07:08,la_moral_3p_fixed,0,100,96,1158
A3RYH6OUH7BJ4Z_m3r5,2014-09-26,15:07:17,la_moral_3p_fixed,5,5,47,1159
A1RUTFUTSJD9B_m3r5,2014-09-26,15:08:50,la_moral_3p_fixed,10,5,47,1160
A3B7VMT5H85OZ7_m3r5,2014-09-26,15:09:36,la_moral_3p_fixed,10,5,47,1161
A1JRV4XD6CG12W_m3r5,2014-09-26,15:11:01,la_moral_3p_fixed,0,100,47,1162
A2N7I0331X72Z7_m3r5,2014-09-26,15:12:29,la_moral_3p_fixed,5,5,47,1163
AJ96T4J2PFLWG_m3r5,2014-09-26,15:16:50,la_moral_3p_fixed,10,100,24,1164
A2EPI9A2N9OP3J_m3r5,2014-09-26,15:17:32,la_moral_3p_fixed,100,5,12,1165
A3SYEDW6N348I0_m3r5,2014-09-26,15:18:06,la_moral_3p_fixed,0,100,12,1166
A1FBO95OVBYOH1_m3r5,2014-09-26,15:18:47,la_moral_3p_fixed,5,5,47,1167
A14WR458IGVH3V_m3r5,2014-09-26,15:20:23,la_moral_3p_fixed,0,100,24,1168
A10P6JHJ52BLZL_m3r5,2014-09-26,15:23:57,la_moral_3p_fixed,5,5,47,1169
A1FLBAE4T5W6YE_m3r5,2014-09-26,15:29:41,la_moral_3p_fixed,10,100,24,1170
A1B518JGQXTOS4_m3r5,2014-09-26,15:50:26,la_moral_3p_fixed,0,5,47,1171
A1TIV52E0VUF9Y_m3r5,2014-09-26,15:55:55,la_moral_3p_fixed,0,5,47,1172
A43PGWXPIIAWN_m3r5,2014-09-26,16:06:48,la_moral_3p_fixed,0,100,30,1173
"A22FLKILL65VWE _m3r5",2014-09-26,16:17:22,la_moral_3p_fixed,5,5,47,1174
A1W7NEHKLKU0P_m3r5,2014-09-26,16:20:09,la_moral_3p_fixed,105,5,47,1175
A38017R66NV4NA_m3r5,2014-09-26,16:31:09,la_moral_3p_fixed,10,100,24,1176
A2HL8CCYCK9R5V_m3r5,2014-09-26,16:47:25,la_moral_3p_fixed,0,100,24,1177
,2014-09-26,17:36:25,la_moral_3p_fixed,0,0,0,1178
A2SVVPIDAX3FF8_m3r5,2014-09-26,17:45:44,la_moral_3p_fixed,5,5,47,1179
test_alex_m3r5,2014-09-28,17:16:48,la_moral_3p_fixed,10,100,24,1180
